precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL VERDE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL OAMENILOR LIBERI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-voturi"
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”MIRON NEAGU”",113,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:09",1331,1312,5,13,1,480,465,1,13,1,447,33,1430,950,98,50,20,155,19,22,10,33,9,20,11
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”MIRON NEAGU”",112,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:09",1337,1326,2,9,0,453,443,1,9,0,425,28,1470,1017,70,77,42,125,19,16,19,22,12,20,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NAZNA",503,"SÂNCRAIU DE MUREŞ",114382,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:37",1046,1026,1,10,9,586,567,0,10,9,560,26,1400,814,128,20,49,194,91,20,5,27,4,20,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NEAUA",461,NEAUA,118511,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:56:38",319,302,2,10,5,202,187,0,10,5,176,26,330,128,6,120,0,5,0,10,0,1,0,0,34
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",9,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:41",1644,1606,20,11,7,807,789,0,11,7,795,12,1770,963,45,539,17,60,23,4,3,19,44,6,35
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",6,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:38",1184,1173,3,6,2,468,460,0,6,2,445,23,1290,822,28,200,28,59,25,19,4,29,28,12,13
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",5,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:54",1665,1640,8,11,6,729,712,0,11,6,716,13,1810,1081,56,381,34,87,33,4,9,24,63,6,19
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",7,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:39",1354,1343,1,8,2,547,537,0,8,2,531,16,1480,933,52,225,40,76,37,10,8,22,35,11,15
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",8,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:51",1300,1276,8,13,3,683,667,0,13,3,641,23,1402,731,49,337,40,71,27,9,8,25,51,2,22
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” NICOLAE IORGA ”",116,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:44",987,975,3,8,1,332,323,0,8,1,318,13,1080,749,68,44,10,112,20,8,13,20,2,18,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” NICOLAE IORGA ”",117,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:59:11",990,983,0,7,0,350,343,0,7,0,335,15,1080,730,58,60,10,106,24,14,14,27,4,15,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” NICOLAE IORGA ”",118,"MUNICIPIUL SIGHIŞOARA",114514,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:03:38",1399,1384,4,10,1,476,464,1,10,1,458,18,1530,1054,81,77,20,161,17,18,24,31,4,15,10
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” NICOLAE IORGA ”",119,"MUNICIPIUL SIGHIŞOARA",114514,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:02:02",1165,1156,1,8,0,353,345,0,8,0,342,11,1280,927,53,58,17,120,25,13,12,17,7,16,4
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NR.1 - LUDUȘ",173,"ORAŞ LUDUŞ",114710,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:08:57",1115,1106,1,8,0,476,468,0,8,0,443,33,1220,744,146,104,56,85,19,2,3,11,5,11,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NR.1 - LUDUȘ",172,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:00",1124,1108,1,13,2,428,413,0,13,2,402,26,1220,792,178,73,29,70,11,6,3,13,2,13,4
28,MUREŞ,"ȘCOALA GIMNAZIALĂ NR.3",134,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:58",992,977,1,11,3,348,334,0,11,3,288,60,971,623,76,15,4,110,29,22,14,7,4,5,2
28,MUREŞ,"ȘCOALA GIMNAZIALĂ NR.3",133,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:27",1127,1120,0,7,0,431,424,0,7,0,338,93,1128,697,92,20,8,93,44,12,44,3,12,5,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NR.4",98,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:39:48",1077,1066,0,11,0,654,643,0,11,0,505,149,1170,516,141,288,10,27,7,11,6,1,3,8,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NR.4",99,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:30:51",1124,1114,0,10,0,515,505,0,10,0,495,20,1230,715,76,210,9,135,8,11,15,16,6,4,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7 CORP A",27,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:13:43",1445,1371,51,23,0,668,645,0,23,0,647,21,1510,842,100,319,19,79,19,7,6,19,47,8,24
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7, CORPUL B",28,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:13",1181,1080,86,12,3,465,450,0,12,3,447,12,1190,731,45,206,22,59,22,6,2,16,33,11,25
28,MUREŞ,"ŞCOALA GIMNAZIALĂ NR. 7, CORPUL B",29,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:22:01",1380,1285,73,18,4,604,582,0,18,4,570,12,1420,838,51,321,33,60,23,6,7,22,26,2,19
28,MUREŞ,"ȘCOALA GIMNAZIALA ORMENIŞ",564,VIIŞOARA,120218,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:01",357,351,0,6,0,204,198,0,6,0,182,22,379,175,62,0,12,36,64,5,2,0,0,1,0
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ” PATAKY AGOTHA” MĂDĂRAȘ",444,MĂDĂRAŞ,120502,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:40",1044,1038,0,3,3,646,640,0,3,3,544,102,1136,490,33,439,0,18,4,5,1,3,4,2,35
28,MUREŞ,"ȘCOALA GIMNAZIALĂ PERIȘ",403,GORNEŞTI,117177,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:14",1559,1490,4,5,60,820,755,0,5,60,788,32,1640,820,24,700,11,16,5,13,0,0,10,0,9
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” PETRE N. POPESCU ” VÎNĂTORI",555,VÂNĂTORI,120254,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:51:40",1427,1413,0,4,10,666,652,0,4,10,566,99,1560,895,72,148,85,208,14,15,0,8,4,5,7
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”PETREȘ KÁLMÁN „ SÎMBRIAȘ",422,HODOŞA,117505,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:23:39",506,504,0,0,2,207,205,0,0,2,192,15,560,353,4,187,0,0,0,0,0,0,0,0,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”RADU POPA”",128,"MUNICIPIUL SIGHIŞOARA",114514,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:51:02",1134,1118,4,11,1,401,389,0,11,1,388,13,1230,829,77,51,22,143,13,18,15,31,3,12,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ RĂSTOLIȚA",486,RĂSTOLIŢA,118931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:48:43",1484,1455,1,10,18,950,921,1,10,18,906,44,1620,670,268,91,169,209,57,81,3,9,5,9,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”ROMULUS GUGA”",49,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:53",1788,1766,8,14,0,905,891,0,14,0,888,17,1948,1043,104,235,82,210,81,14,21,58,60,11,12
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”ROMULUS GUGA”",48,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:00",1480,1467,5,8,0,678,670,0,8,0,662,16,1640,962,94,238,50,115,43,9,8,39,45,12,9
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”ROMULUS GUGA”",51,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:24",1429,1416,2,11,0,635,624,0,11,0,627,8,1560,925,87,185,70,134,61,3,8,21,43,11,4
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”ROMULUS GUGA”",50,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:28",1497,1477,8,12,0,670,658,0,12,0,661,9,1630,960,72,232,55,131,42,8,12,34,48,17,10
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ŞAEŞ",233,APOLD,115183,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:12",1144,1113,0,5,26,547,516,0,5,26,483,64,1230,683,227,3,3,188,37,15,1,3,3,3,0
28,MUREŞ,"SCOALĂ GIMNAZIALĂ SAMUEL JOZSEF CHENDU",271,BĂLĂUŞERI,115637,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:21",1194,1161,4,11,18,691,661,1,11,18,623,68,1270,579,9,488,11,15,3,3,0,1,0,1,92
28,MUREŞ,"SCOALA GIMNAZIALA SELEUS-DANES",343,DANEŞ,116493,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:51:59",919,910,0,9,0,403,394,0,9,0,319,84,1000,597,102,3,13,125,3,11,2,45,10,3,2
28,MUREŞ,"SCOALA GIMNAZIALA SELEUS-DANES",342,DANEŞ,116493,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:49:36",884,877,3,4,0,349,345,0,4,0,310,39,970,621,100,6,11,144,6,8,1,27,0,7,0
28,MUREŞ,"SCOALĂ GIMNAZIALĂ SENEREUŞ",272,BĂLĂUŞERI,115637,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:18:34",552,528,2,11,11,369,347,0,11,11,279,90,580,211,25,14,14,207,5,5,0,0,3,4,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”SERAFIM DUICU”",79,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:43",1408,1392,1,11,4,548,533,0,11,4,523,25,1540,992,60,196,32,84,63,16,10,16,20,10,16
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”SERAFIM DUICU”",78,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:07",1673,1648,10,10,5,751,736,0,10,5,735,16,1800,1049,61,392,49,90,35,11,6,23,40,4,24
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”SERAFIM DUICU”",80,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:14",1598,1588,0,10,0,640,630,0,10,0,630,10,1760,1120,58,242,55,112,63,22,13,12,27,10,16
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ȘEULIA DE MUREȘ",334,CUCERDEA,116395,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:17",484,457,1,10,16,288,262,0,10,16,263,25,501,213,130,5,16,90,4,7,2,4,0,2,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” SÂNGEORGIU DE MUREȘ",505,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:40",1708,1677,8,5,18,854,832,0,5,17,813,41,1840,986,89,391,58,138,15,6,11,49,32,14,10
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTU GHEORGHE” SÂNGEORGIU DE MUREȘ",504,"SÂNGEORGIU DE MUREŞ",114417,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:32:35",1238,1216,11,4,7,645,631,3,4,7,597,48,1330,685,66,291,40,73,23,10,6,41,29,11,7
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” - ȘCOALA PRIMARĂ COTUȘ",506,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:39:27",426,414,0,8,4,209,197,0,8,4,179,30,460,251,16,126,4,9,4,3,0,1,11,2,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÎNGEORGIU DE MUREȘ",509,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:30",1276,1258,2,0,16,598,582,0,0,16,576,22,1390,792,60,297,41,72,18,13,10,21,16,12,16
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÎNGEORGIU DE MUREȘ",510,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:39",1182,1166,4,1,11,651,641,0,1,9,629,22,1279,628,41,386,32,79,17,9,7,15,20,13,10
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÎNGEORGIU DE MUREȘ",508,"SÂNGEORGIU DE MUREŞ",114417,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:10",1232,1223,0,3,6,648,639,0,3,6,592,56,1350,702,44,431,13,47,8,7,3,9,12,7,11
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ” SF.NICOLAE” LASLĂU MARE",534,SUPLAC,119661,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:35",313,297,0,10,6,178,162,0,10,6,158,20,320,142,82,18,6,36,2,3,1,1,1,6,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”S.ILLYES LAJOS” SOVATA",196,"ORAŞ SOVATA",114854,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:44:27",1399,1375,8,9,7,666,650,0,9,7,641,25,1520,854,19,577,1,16,2,2,0,9,3,0,12
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”S.ILLYES LAJOS” SOVATA",195,"ORAŞ SOVATA",114854,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:32",1008,996,1,3,8,421,410,0,3,8,406,15,1120,699,11,368,0,8,4,3,1,0,2,3,6
28,MUREŞ,"ŞCOALA GIMNAZIALĂ SOLOVĂSTRU",529,SOLOVĂSTRU,119590,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:26",1448,1395,8,26,19,847,802,0,26,19,760,87,1560,713,180,11,8,175,33,262,8,38,8,37,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ SUSENI",536,SUSENI,119723,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:22",1464,1432,1,19,12,895,864,0,19,12,823,72,1570,675,239,209,8,269,8,30,6,10,0,5,39
28,MUREŞ,"SCOALA GIMNAZIALA TELEKI DOMOKOS",401,GORNEŞTI,117177,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:14",845,811,4,7,23,426,395,1,7,23,397,29,890,464,22,299,6,30,2,24,0,6,7,0,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ŢIGMANDRU",460,NADEŞ,118469,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:49",907,891,2,9,5,492,476,2,9,5,366,126,980,488,55,28,3,118,3,15,5,132,1,6,0
28,MUREŞ,"ȘCOALĂ GIMNAZIALĂ TIRIMIA",386,"GHEORGHE DOJA",116983,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:38",739,716,1,3,19,277,255,0,3,19,245,25,780,510,35,79,10,93,6,6,6,3,1,3,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ TOACA",418,HODAC,117426,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:47:56",874,861,0,10,3,545,532,0,10,3,506,39,950,405,169,4,93,158,22,5,0,28,23,4,0
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ȚOPA",223,ALBEŞTI,114603,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:05",300,292,0,6,2,147,139,0,6,2,137,10,330,183,64,7,11,22,8,5,2,15,0,2,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ TOROK JANOS BĂLĂUŞERI",267,BĂLĂUŞERI,115637,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:27",973,948,0,7,18,421,396,0,7,18,389,32,1050,629,10,292,6,56,2,3,0,1,1,3,15
28,MUREŞ,"ȘCOALA GIMNAZIALĂ TRAIAN",136,"MUNICIPIUL TÂRNĂVENI",114925,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:14:05",1080,1067,0,10,3,414,401,0,10,3,391,23,1085,671,76,69,9,133,37,28,11,14,9,5,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ TROIŢA",373,GĂLEŞTI,116867,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:16:35",608,571,2,1,34,217,182,0,1,34,213,4,630,413,1,206,0,1,1,0,0,0,1,0,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”T.VLADIMIRESCU”",38,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:36",1402,1389,6,5,2,639,628,4,5,2,629,10,1530,847,75,223,58,125,44,7,5,38,40,7,7
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”T.VLADIMIRESCU”",35,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:15:56",1499,1480,3,16,0,695,679,0,16,0,678,17,1630,935,107,220,59,124,53,10,13,33,40,11,8
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”T.VLADIMIRESCU”",34,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:11",1502,1488,5,9,0,650,641,0,9,0,634,16,1650,1000,74,235,53,101,60,11,9,37,35,8,11
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”T.VLADIMIRESCU”",37,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:24",1539,1527,2,9,1,708,698,0,9,1,693,15,1690,982,87,261,54,103,50,10,9,30,53,9,27
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ”T.VLADIMIRESCU”",36,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:43",1516,1509,0,7,0,738,731,0,7,0,728,10,1660,922,82,245,74,128,63,18,12,24,48,26,8
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ULIEŞ",489,RÂCIU,118995,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:21",497,486,0,1,10,278,267,0,1,10,231,47,530,252,23,8,96,66,3,12,0,0,18,5,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ VĂRGATA",548,VĂRGATA,120076,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:32:19",681,661,0,3,17,341,321,0,3,17,324,17,724,383,2,260,3,6,1,2,0,1,1,2,46
28,MUREŞ,"ŞCOALA GIMNAZIALĂ VASILE MOLDOVAN",147,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:28",1071,1067,0,2,2,355,351,0,2,2,345,10,1180,825,41,44,16,126,39,25,9,23,17,5,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ VASILE MOLDOVAN",149,"MUNICIPIUL TÂRNĂVENI",114925,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:16:34",1166,1159,1,6,0,397,391,0,6,0,378,19,1280,883,59,49,19,117,43,31,11,25,18,5,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ VASILE MOLDOVAN",148,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:07:47",1145,1130,7,7,1,419,410,1,7,1,362,57,1240,821,97,15,47,121,25,29,3,15,6,1,3
28,MUREŞ,"ȘCOALA GIMNAZIALĂ VEȚCA",560,VEŢCA,120174,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:10:41",375,374,1,0,0,130,130,0,0,0,123,7,410,280,0,116,0,3,0,0,0,0,3,0,1
28,MUREŞ,"ȘCOALA GIMNAZIALĂ VOIVODENI",565,VOIVODENI,120316,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:25",1380,1295,3,8,74,865,782,1,8,74,779,86,1420,555,406,309,2,26,1,2,0,5,18,4,6
28,MUREŞ,"ȘCOALA GIMNAZIALĂ WESSELÉNYI MIKLÓS",387,GHINDARI,117042,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:54",1286,1253,2,7,24,600,568,1,7,24,503,97,1370,770,14,297,4,4,2,4,1,1,1,0,175
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” ZAHARIA BOIU ”",121,"MUNICIPIUL SIGHIŞOARA",114514,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:05:16",1292,1287,2,2,1,448,445,0,2,1,430,18,1420,972,66,64,21,164,20,16,14,41,8,14,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” ZAHARIA BOIU ”",124,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:58",1436,1426,5,5,0,493,488,0,5,0,472,16,1570,1082,78,61,13,186,23,23,19,27,9,30,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” ZAHARIA BOIU ”",122,"MUNICIPIUL SIGHIŞOARA",114514,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:10:51",1171,1160,1,10,0,400,390,0,10,0,379,21,1280,864,76,62,19,118,18,9,19,26,13,16,3
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” ZAHARIA BOIU ”",123,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:20",1625,1620,2,3,0,583,580,0,3,0,562,21,1790,1207,87,63,21,208,34,23,23,49,14,35,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” ZAHARIA BOIU ”",120,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:48",1245,1241,0,4,0,401,397,0,4,0,386,15,1370,969,59,56,11,150,23,20,18,16,7,25,1
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ZAU DE CÎMPIE",569,"ZAU DE CÂMPIE",120370,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:23:23",1265,1249,0,0,16,440,424,0,0,16,387,53,1375,935,77,34,9,231,10,6,2,6,3,7,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ”",109,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:18",1374,1359,2,13,0,542,529,0,13,0,520,22,1500,958,90,50,24,199,28,18,13,46,14,34,4
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” VICTOR JINGA”",129,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:27",1207,1186,7,14,0,473,459,0,14,0,450,23,1300,827,72,45,32,188,7,16,22,29,8,26,5
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ” VICTOR JINGA”",130,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:30",1007,979,4,7,17,359,335,0,7,17,320,39,1070,711,52,33,13,141,16,19,16,19,4,6,1
28,MUREŞ,"ȘCOALA ”MIHAI TOMSA” RÎPA DE JOS",554,VĂTAVA,120138,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:39",251,232,0,9,10,251,232,0,9,10,226,25,401,150,55,1,9,132,19,5,1,2,0,1,1
28,MUREŞ,"SCOALA PRIMARĂ",338,CUCI,116439,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:28",298,274,0,8,16,186,162,0,8,16,164,22,300,114,67,4,15,67,6,1,0,0,1,2,1
28,MUREŞ,"ŞCOALA PRIMARĂ",180,"ORAŞ MIERCUREA NIRAJULUI",118281,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:32:52",334,312,0,8,14,145,123,0,8,14,133,12,350,205,19,53,3,39,1,3,1,3,5,1,5
28,MUREŞ,"ŞCOALA PRIMARĂ",286,BOGATA,115824,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:58",249,234,1,9,5,174,160,0,9,5,158,16,255,81,29,19,77,20,7,0,1,1,0,3,1
28,MUREŞ,"ȘCOALA PRIMARĂ",454,MICA,118209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:12",244,234,1,7,2,127,118,0,7,2,115,12,259,132,17,65,4,14,7,3,1,0,2,0,2
