precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL VERDE-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","BĂLAN LUCIAN-DANIEL-voturi"
38,TULCEA,"ŞCOALA GIMNAZIALĂ CRISAN",110,CRIŞAN,160261,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:17:37",378,363,3,2,10,243,231,0,2,10,227,16,410,167,33,16,57,40,54,10,6,3,4,0,4
38,TULCEA,"SCOALA GIMNAZIALA DOROBANTU",114,DOROBANŢU,160323,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:29",654,627,0,8,19,405,378,0,8,19,368,37,685,280,9,21,190,13,105,6,3,2,6,3,10
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",16,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:25",975,964,0,11,0,386,375,0,11,0,377,9,1073,687,11,14,105,31,143,40,4,2,20,1,6
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",15,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:27",1319,1257,21,7,34,543,502,0,7,34,532,11,1395,852,16,23,164,31,195,50,8,5,29,1,10
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",64,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:11:55",1251,1234,0,6,11,539,522,0,6,11,499,40,1362,823,18,52,123,19,199,25,0,1,48,1,13
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",65,"ORAŞ MĂCIN",159730,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:44:23",1359,1350,1,6,2,550,542,0,6,2,503,47,1484,934,22,29,137,20,214,22,4,5,29,3,18
38,TULCEA,"ŞCOALA GIMNAZIALĂ GRECI, CORP B",123,GRECI,160430,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:24",1250,1235,1,7,7,521,507,0,7,7,489,32,1361,840,30,9,142,15,254,18,1,7,4,1,8
38,TULCEA,"ŞCOALA GIMNAZIALĂ GRECI, CORP B",122,GRECI,160430,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:41",1552,1537,1,5,9,663,649,0,5,9,609,54,1698,1035,17,23,190,11,317,22,2,3,15,4,5
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GRIGORE ANTIPA”",20,"MUNICIPIUL TULCEA",159614,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:02:35",1216,1202,4,10,0,481,471,0,10,0,461,20,1300,819,14,18,173,23,150,34,7,6,29,1,6
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GRIGORE ANTIPA”",21,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:39:23",1091,1078,7,6,0,469,463,0,6,0,456,7,1200,731,14,19,138,21,177,30,6,16,22,3,10
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIŢESCU”",52,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:48:52",1285,1276,1,8,0,485,477,0,8,0,468,17,1400,915,17,13,135,18,163,37,0,7,65,6,7
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIŢESCU”",53,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:52:43",1401,1392,2,6,1,524,517,0,6,1,497,20,1500,976,12,15,146,48,180,43,4,0,36,2,11
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIȚESCU ” PARTIZANI",149,MALIUC,160779,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:05",361,345,0,8,8,243,227,0,8,8,219,16,379,144,7,21,35,16,137,2,0,0,1,0,0
38,TULCEA,"ŞCOALA GIMNAZIALĂ ” ION LUCA CARAGIALE”",3,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:29",1822,1817,0,5,0,567,562,0,5,0,556,11,2000,1433,20,25,145,37,216,45,5,0,45,4,14
38,TULCEA,"ŞCOALA GIMNAZIALĂ ” ION LUCA CARAGIALE”",5,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:55",1752,1743,1,8,0,562,554,0,8,0,542,20,1900,1338,20,16,148,47,165,45,10,9,62,4,16
38,TULCEA,"ŞCOALA GIMNAZIALĂ ” ION LUCA CARAGIALE”",4,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:39:45",1668,1656,4,7,1,558,550,0,7,1,551,7,1865,1307,21,19,174,29,181,44,7,7,42,4,23
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”MAIOR IOAN MURGESCU”",183,SMÂRDAN,161286,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:14",935,892,0,29,14,581,538,0,29,14,532,49,978,397,45,13,356,14,82,3,6,2,3,5,3
38,TULCEA,"ŞCOALA GIMNAZIALĂ MALIUC",148,MALIUC,160779,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:55",336,318,0,15,3,203,185,0,15,3,194,9,349,146,13,5,45,8,101,13,5,0,2,0,2
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” VALEA TEILOR",203,"VALEA TEILOR",161561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:39:29",1162,1144,1,14,3,793,776,0,14,3,681,108,1254,465,194,13,178,18,229,24,4,4,8,8,1
38,TULCEA,"ŞCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",155,"MIHAIL KOGĂLNICEANU",160877,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:31:41",1655,1602,2,8,43,972,921,0,8,43,892,80,1793,821,29,37,467,41,285,14,6,3,2,4,4
38,TULCEA,"ŞCOALA GIMNAZIALĂ MILA23",112,CRIŞAN,160261,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:54:09",397,384,0,12,1,308,295,0,12,1,281,27,421,113,10,13,114,18,77,13,2,2,3,1,28
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NICHIFOR LUDOVIG”",166,NICULIŢEL,161035,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:14:57",1217,1208,1,4,4,557,549,0,4,4,516,41,1333,776,51,93,178,41,119,17,2,7,6,2,0
