precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REPUBLICAN DIN ROMÂNIA-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL FORTA NATIONALA-voturi","PARTIDUL VERDE-voturi","FANCSALI ERNŐ-voturi"
13,CLUJ,"FACULTATEA DE ARHITECTURĂ ŞI URBANISM, STR.OBSERVATORULUI NR.72",62,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:59:37",1612,1517,84,11,0,544,533,0,11,0,535,9,1702,1158,56,18,46,243,17,18,107,0,3,5,1,4,6,9,2
13,CLUJ,"FACULTATEA DE ARHITECTURĂ ŞI URBANISM, STR.OBSERVATORULUI NR.72",65,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:34",1397,1300,83,14,0,516,500,2,14,0,508,8,1461,945,34,22,52,241,20,8,118,0,4,2,0,0,3,3,1
13,CLUJ,"FOSTA CASĂ PAROHIALĂ",288,"ORAŞ HUEDIN",55446,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:02:10",361,348,0,13,0,99,86,0,13,0,68,31,384,285,17,2,1,34,5,2,6,0,0,0,0,1,0,0,0
13,CLUJ,"FOSTA ŞCOALĂ I- IV NĂSAL",642,ŢAGA,59826,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:26",242,237,0,5,0,124,119,0,5,0,108,16,266,142,21,5,7,44,23,0,4,0,0,0,2,1,0,1,0
13,CLUJ,"FOSTA ŞCOALĂ NR.6,",88,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:53",1567,1555,3,9,0,622,613,0,9,0,610,12,1744,1122,53,20,96,316,8,11,72,0,6,3,1,5,0,17,2
13,CLUJ,"FOSTA ŞCOALĂ NR.6,",90,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:38",1178,1162,4,12,0,483,469,2,12,0,474,9,1333,850,55,10,53,237,11,3,79,1,5,3,2,6,1,7,1
13,CLUJ,"FOSTA ŞCOALĂ NR.6,",89,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:38",1566,1544,11,11,0,580,569,0,11,0,561,19,1759,1179,71,26,54,307,6,7,59,3,10,1,1,9,0,5,2
13,CLUJ,"FOSTA ŞCOALĂ NR.6,",87,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:50",1375,1356,9,10,0,435,425,0,10,0,426,9,1552,1117,27,14,52,248,8,4,57,1,1,2,1,4,1,5,1
13,CLUJ,"FOSTUL SEDIU CAP",534,MICA,55160,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:14:21",924,894,0,8,22,556,526,0,8,22,496,60,986,430,43,23,99,301,6,6,8,0,2,1,0,1,0,4,2
13,CLUJ,"FOSTUL SEDIU CAP",378,"CĂPUŞU MARE",56568,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:02",304,295,0,9,0,205,196,0,9,0,188,17,332,127,19,4,53,86,13,3,5,1,0,0,0,2,0,2,0
13,CLUJ,"FOSTUL SEDIU CAP VILCELE DIN LOCALITATEA VILCELE",438,FELEACU,57582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:34",888,864,3,21,0,516,495,0,21,0,491,25,948,432,12,41,4,372,31,2,13,0,4,0,1,5,1,4,1
13,CLUJ,"FUNDATIA KIDE",663,VULTURENI,60099,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:54:53",104,90,2,12,0,57,45,0,12,0,55,2,104,47,6,1,38,5,2,0,1,0,0,0,0,0,1,1,0
13,CLUJ,"GARAJE COMPANIA DE TRANSPORT PUBLIC CLUJ-NAPOCA S.A.",179,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:43",1645,1618,11,15,1,625,609,0,15,1,599,26,1853,1228,47,18,199,242,14,2,55,2,5,4,3,1,1,4,2
13,CLUJ,"GOSPODĂRIA D-NEI. PAŞCA TODORICA, SAT MOARA DE PĂDURE, NR. 24",335,BĂIŞOARA,55918,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:19",123,112,2,9,0,70,61,0,9,0,62,8,121,51,17,4,0,14,2,1,5,0,0,15,0,3,0,1,0
13,CLUJ,"GRADINIŢA ”ACADEMIA PITICILOR”(FOSTĂ NR. 72),",86,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:07",1414,1403,2,9,0,495,486,0,9,0,484,11,1618,1123,51,10,57,269,11,5,57,1,8,0,3,5,3,3,1
13,CLUJ,"GRADINIŢA ”ACADEMIA PITICILOR”(FOSTĂ NR. 72),",85,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:46:31",1693,1682,3,8,0,620,612,0,8,0,602,18,1923,1303,60,16,55,336,7,9,90,1,10,4,0,4,1,8,1
13,CLUJ,"GRĂDINIŢA ”ALBINUŢA” (FOSTĂ CĂSUŢA POVEŞTILOR), STR. GRIGORE ALEXANDRESCU, NR.21/A",18,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:59:53",1657,1638,10,9,0,538,529,0,9,0,524,14,1837,1299,44,11,70,284,12,3,71,0,5,3,0,7,2,12,0
13,CLUJ,"GRĂDINIŢA AŞCHILEU MARE",317,AŞCHILEU,55776,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:23:50",454,434,1,19,0,255,236,0,19,0,226,24,474,219,23,20,0,109,57,3,3,0,0,3,0,0,0,8,0
13,CLUJ,"GRĂDINIŢA AŞCHILEU MIC",318,AŞCHILEU,55776,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:48",237,226,0,11,0,137,126,0,11,0,116,21,251,114,30,1,4,66,9,2,0,0,1,0,0,1,1,1,0
13,CLUJ,"GRADINITA BOIAN",395,"CEANU MARE",56844,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:19",755,740,0,14,1,435,420,0,14,1,402,33,819,384,51,197,0,127,9,5,6,1,2,0,0,1,0,3,0
13,CLUJ,"GRADINIŢA” BUBURUZA” (FOSTĂ NR. 70),",83,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:04",1114,1104,2,8,0,345,337,0,8,0,334,11,1276,931,29,7,23,205,2,7,50,0,4,1,2,0,0,4,0
13,CLUJ,"GRADINIŢA” BUBURUZA” (FOSTĂ NR. 70),",84,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:26:45",1538,1510,13,15,0,511,496,0,15,0,498,13,1743,1232,32,20,42,299,5,5,73,1,6,0,1,4,1,8,1
13,CLUJ,"GRĂDINIŢA CRISTOREL",319,AŞCHILEU,55776,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:16",299,294,0,5,0,180,175,0,5,0,145,35,323,143,16,43,7,39,30,1,1,0,1,0,0,2,0,3,2
13,CLUJ,"GRADINITA CU PROGRAM NORMAL",644,UNGURAŞ,59880,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:08",746,716,0,8,22,481,451,0,8,22,443,38,834,353,8,15,320,46,16,4,28,1,1,0,0,2,0,0,2
13,CLUJ,"GRĂDINIȚA CU PROGRAM NORMAL",513,JUCU,58259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:45",366,355,1,8,2,230,220,0,8,2,224,6,395,165,117,4,10,57,13,2,13,0,2,0,3,1,0,2,0
13,CLUJ,"GRADINIŢA CU PROGRAM NORMAL VALEA UNGURAŞULUI",647,UNGURAŞ,59880,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:46",174,163,0,11,0,102,91,0,11,0,75,27,179,77,12,7,6,41,1,2,4,0,0,0,2,0,0,0,0
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIR FLOREȘTI",447,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:32:56",1422,1407,3,10,2,638,623,3,10,2,616,22,1534,896,48,31,50,304,17,33,85,1,8,14,1,3,3,14,4
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT FLOREȘTI",445,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:12:55",1646,1605,28,13,0,544,531,0,13,0,533,11,1766,1222,28,16,24,280,13,9,123,1,13,6,0,1,1,16,2
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT FLOREȘTI",446,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:15:34",1616,1569,28,17,2,609,590,0,17,2,599,10,1720,1111,29,24,33,286,16,14,160,0,9,2,2,2,2,18,2
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT FLOREȘTI",443,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:06:08",1760,1710,28,22,0,644,622,0,22,0,641,3,1874,1230,27,23,54,308,15,9,168,0,12,2,2,2,1,17,1
13,CLUJ,"GRĂDINIȚA CU PROGRAM PRELUNGIT FLOREȘTI",444,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:40:25",1607,1572,6,29,0,743,714,0,29,0,737,6,1705,962,33,21,22,372,16,8,221,2,12,3,3,1,0,21,2
13,CLUJ,"GRĂDINIȚĂ CU PROGRAM PRELUNGIT (STRUCTURĂ BLOCURI)",321,BACIU,55838,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 10:02:18",1798,1771,9,18,0,701,683,0,18,0,698,3,1933,1232,58,10,108,312,9,10,176,0,3,4,1,0,0,4,3
13,CLUJ,"GRADINITA DE COPII LUMEA PITICILOR",226,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:29",1459,1446,5,8,0,449,441,0,8,0,418,31,1595,1146,37,23,116,161,6,26,33,0,2,1,3,1,0,9,0
13,CLUJ,"GRĂDINIŢA ”DEGEŢICA” (FOSTĂ NR. 53),",150,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:49",1482,1465,2,15,0,559,544,0,15,0,551,8,1696,1137,41,18,50,336,8,8,70,0,6,1,1,1,3,7,1
13,CLUJ,"GRĂDINIŢA ”DEGEŢICA” (FOSTĂ NR. 53),",149,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:59",1674,1627,29,16,2,693,675,0,16,2,686,7,1853,1160,67,17,52,372,12,11,128,1,9,0,2,4,4,6,1
13,CLUJ,"GRADINITA DUMBRAVA MINUNATA",8,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:18",1263,1246,5,12,0,412,400,0,12,0,397,15,1409,997,28,5,59,224,5,3,60,0,6,3,0,1,1,2,0
13,CLUJ,"GRADINITA ”DUMBRAVA MINUNATĂ”",9,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:24",1550,1534,4,12,0,607,595,0,12,0,601,6,1748,1141,72,22,73,299,9,1,98,0,7,2,1,4,1,10,2
13,CLUJ,"GRĂDINIŢA ”DUMBRAVA MINUNATĂ” (FOSTA 66),",10,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:50:48",1491,1472,4,15,0,542,527,0,15,0,531,11,1699,1157,38,19,72,302,3,3,75,0,6,1,3,1,3,4,1
13,CLUJ,"GRĂDINIŢA GLIGORESTI",519,LUNA,58311,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:15",467,447,1,9,10,245,226,0,9,10,217,28,513,268,48,13,1,135,0,5,4,1,4,0,0,0,0,5,1
13,CLUJ,"GRADINIŢA ”LICURICI” (FOSTA STELUŢA FERMECATĂ), STR.FÂNTÂNELE NR.46",46,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:35:36",1652,1633,6,13,0,600,587,0,13,0,598,2,1827,1227,28,16,78,310,6,3,128,0,6,3,2,4,2,9,3
13,CLUJ,"GRADINIŢA ”LICURICI” (FOSTA STELUŢA FERMECATĂ), STR.FÂNTÂNELE NR.46",45,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:09",1372,1360,2,10,0,509,499,0,10,0,503,6,1528,1019,54,12,88,239,5,7,72,1,7,2,0,6,3,5,2
13,CLUJ,"GRĂDINIŢA ” LUMEA COPIILOR” (FOSTĂ NR. 20),",107,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:18",1704,1676,15,12,1,498,485,0,12,1,484,14,1909,1411,33,16,72,253,7,5,76,1,4,2,0,3,1,9,2
13,CLUJ,"GRĂDINIŢA ” LUMEA COPIILOR” (FOSTĂ NR. 20),",108,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:52",1572,1544,18,8,2,554,544,0,8,2,544,10,1741,1187,44,6,85,302,13,0,69,0,3,3,0,5,0,11,3
13,CLUJ,"GRĂDINIŢA ”LUMEA COPIILOR”, STR.SEPTIMIU ALBINI NR 53",104,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:33:45",988,973,8,7,0,410,403,0,7,0,398,6,1118,708,27,10,99,168,1,3,79,0,0,3,3,0,1,4,0
13,CLUJ,"GRADINITA MICA SIRENA (FOSTA 12)",48,"MUNICIPIUL CLUJ-NAPOCA",54975,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:26:17",1460,1435,12,13,0,533,520,0,13,0,516,17,1635,1102,30,10,89,240,14,3,100,0,9,4,4,4,3,3,3
13,CLUJ,"GRADINIŢA” MICA SIRENA” (FOSTĂ 64),",44,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:30:54",1495,1476,9,10,0,615,605,0,10,0,605,10,1662,1047,48,13,74,278,17,5,147,0,2,3,0,3,3,12,0
13,CLUJ,"GRĂDINIŢA ”NEGHINIŢĂ”",168,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:57:30",1839,1828,0,6,5,678,667,0,6,5,650,24,1850,1172,52,19,102,321,13,13,109,0,2,2,4,0,2,10,1
13,CLUJ,"GRĂDINIŢA ”NEGHINIŢĂ”",165,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:46:43",1660,1637,13,10,0,588,578,0,10,0,577,11,1839,1251,33,24,56,318,19,2,101,1,8,5,0,1,2,6,1
13,CLUJ,"GRĂDINIŢA ”NEGHINIŢĂ”",167,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:40",1677,1655,6,15,1,584,567,1,15,1,575,9,1884,1300,40,13,94,288,15,11,78,0,13,8,4,1,2,8,0
13,CLUJ,"GRĂDINIŢA ”NEGHINIŢĂ”",166,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:17:38",1763,1743,9,11,0,574,563,0,11,0,568,6,1979,1405,44,28,31,339,15,7,66,2,8,2,0,6,2,13,5
13,CLUJ,"GRADINITA NR.2",453,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:11",1389,1372,5,12,0,655,643,0,12,0,637,18,1540,885,35,17,39,282,16,12,198,1,9,6,0,0,2,17,3
13,CLUJ,"GRADINITA NR.2",454,FLOREŞTI,57706,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:55",1551,1524,10,14,3,753,736,0,14,3,719,34,1689,936,76,32,54,317,15,18,152,0,23,10,4,2,1,11,4
13,CLUJ,"GRADINITA PARADISUL PITICILOR DEJ",221,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:46",1243,1227,1,14,1,397,382,0,14,1,380,17,1379,982,79,26,19,147,15,21,51,0,7,0,3,1,0,11,0
13,CLUJ,"GRĂDINIȚA „PARFUM DE TEI”",160,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:43",1546,1509,25,11,1,526,514,0,11,1,514,12,1740,1214,35,13,102,211,10,4,112,0,4,2,1,5,1,11,3
13,CLUJ,"GRĂDINIȚA„PARFUM DE TEI”",159,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:43:11",1627,1584,18,18,7,507,480,2,18,7,495,12,1798,1291,39,18,79,257,5,15,58,0,5,3,1,3,2,6,4
13,CLUJ,"GRĂDINIȚA ”PINOCCHIO”",197,"MUNICIPIUL CÂMPIA TURZII",55357,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:04:49",1343,1339,1,3,0,462,459,0,3,0,445,17,1477,1015,79,9,7,225,22,52,28,2,8,1,1,6,1,4,0
13,CLUJ,"GRĂDINIȚA ”PINOCCHIO”",198,"MUNICIPIUL CÂMPIA TURZII",55357,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:05",1390,1385,0,5,0,530,525,0,5,0,513,17,1536,1006,105,20,17,254,7,58,28,3,6,1,1,10,1,2,0
13,CLUJ,"GRĂDINIȚA ”PINOCCHIO”",196,"MUNICIPIUL CÂMPIA TURZII",55357,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:59:13",1252,1243,0,5,4,502,493,0,5,4,489,13,1388,886,99,10,25,252,20,46,25,1,1,2,1,5,0,2,0
13,CLUJ,"GRADINITA PITICOT DEJ",219,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:04",1239,1232,0,7,0,340,333,0,7,0,331,9,1362,1022,45,16,16,170,14,23,35,0,2,0,0,2,1,7,0
13,CLUJ,"GRADINITA PITICOT DEJ",218,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:21",965,955,0,10,0,262,252,0,10,0,249,13,1056,794,40,14,23,117,8,12,24,0,1,0,3,1,0,6,0
13,CLUJ,"GRADINITA PITICOT DEJ",220,"MUNICIPIUL DEJ",55008,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:46",1394,1384,0,9,1,419,409,0,9,1,413,6,1527,1108,64,21,20,171,24,27,60,2,8,2,3,2,9,0,0
13,CLUJ,"GRADINIŢA ”POIENIŢA”,",96,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:09",1657,1614,31,11,1,642,630,0,11,1,625,17,1807,1165,31,20,99,274,17,4,134,0,4,5,3,8,1,17,8
13,CLUJ,"GRADINIŢA ”POIENIŢA”,",97,"MUNICIPIUL CLUJ-NAPOCA",54975,7,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:51:50",1615,1572,38,5,0,643,634,4,5,0,634,9,1792,1149,15,10,71,290,9,7,204,1,4,1,0,0,3,17,2
13,CLUJ,"GRADINIŢA ”POIENIŢA”,",98,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:00:02",1882,1846,24,12,0,718,704,2,12,0,707,11,2091,1373,37,26,81,327,17,6,176,1,10,4,3,7,2,9,1
13,CLUJ,"GRADINIŢA ”POIENIŢA”,",99,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:40",1363,1296,52,15,0,632,616,1,15,0,629,3,1528,896,17,16,41,292,15,7,214,0,11,3,0,4,1,8,0
13,CLUJ,"GRADINIŢA ”UNIVERSUL COPIILOR” (FOSTĂ NR.71)",78,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:15",1417,1407,2,8,0,546,538,0,8,0,539,7,1617,1071,57,12,52,309,8,2,82,0,7,2,0,1,0,5,2
13,CLUJ,"GRĂDINIȚA - UZINA ELECTRICĂ",484,GILĂU,57902,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:37",522,514,0,8,0,248,240,0,8,0,236,12,571,323,31,10,1,168,11,11,2,0,0,0,0,1,0,1,0
13,CLUJ,"GRADINIŢA ”ZÎNA ZORILOR”, STR.L.PASTEUR NR.12",61,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:12:50",2062,1783,234,16,29,582,537,0,16,29,561,14,1994,1412,30,12,64,290,1,4,133,3,7,1,0,0,3,10,3
13,CLUJ,"GRĂDINŢA ”MĂMARUŢA” (FOSTĂ NR. 42),",129,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:22:43",1587,1566,7,14,0,620,606,0,14,0,610,10,1793,1173,55,13,51,331,13,6,115,1,9,1,0,5,3,5,2
13,CLUJ,"GRUP ŞCOLAR ”SAMUS”",156,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:57",1637,1623,3,11,0,593,582,0,11,0,582,11,1853,1260,48,11,81,316,9,7,90,0,1,0,1,3,5,4,6
13,CLUJ,"GRUP ŞCOLAR ”SAMUS”",158,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:41",1511,1500,4,7,0,542,535,0,7,0,527,15,1652,1110,44,22,50,299,16,3,66,0,11,2,1,4,1,6,2
13,CLUJ,"GRUP ŞCOLAR ”SAMUS”",157,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:03",1608,1593,9,6,0,581,575,0,6,0,564,17,1842,1261,31,11,53,326,7,3,94,0,11,3,6,5,4,9,1
13,CLUJ,"IMOBIL CONSILIU NR. 7",299,AGHIREŞU,55473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:17",518,501,0,11,6,299,282,0,11,6,288,11,553,254,17,4,213,33,7,2,2,0,1,0,0,0,0,8,1
13,CLUJ,"INSTITUTUL DE CERCETARI ÎN CHIMIE ”RALUCA RIPAN”",47,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:00",1626,1614,2,10,0,625,615,0,10,0,612,13,1830,1205,44,21,86,326,13,5,82,2,6,4,0,4,5,10,4
13,CLUJ,"INSTITUTUL DE CERCETARI ÎN CHIMIE” RALUCA RIPAN”,",49,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:44:07",1523,1506,5,12,0,631,619,0,12,0,624,7,1718,1087,42,13,116,293,10,10,115,0,5,3,6,0,0,8,3
13,CLUJ,"INSTITUTUL DE CERCETARI ÎN CHIMIE” RALUCA RIPAN”,",50,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:59:06",1886,1855,12,19,0,678,658,1,19,0,654,24,2077,1399,46,18,103,292,11,5,153,1,3,6,2,4,1,7,2
13,CLUJ,"LICEUL AL.P.ILARIAN DIN DEJ",208,"MUNICIPIUL DEJ",55008,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:19",1530,1519,3,8,0,503,495,0,8,0,484,19,1676,1173,87,40,58,183,21,36,42,2,4,1,2,2,1,5,0
13,CLUJ,"LICEUL AL.P.ILARIAN DIN DEJ",209,"MUNICIPIUL DEJ",55008,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:16",1520,1501,3,13,3,521,505,0,13,3,503,18,1655,1134,99,36,48,217,21,25,37,2,4,0,2,2,1,9,0
13,CLUJ,"LICEUL CU PROGRAM SPORTIV (FOSTA SCOALA NR.20).",24,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:26:45",1584,1560,9,15,0,581,566,0,15,0,567,14,1754,1173,59,12,35,303,9,9,99,0,18,4,1,7,1,8,2
13,CLUJ,"LICEUL CU PROGRAM SPORTIV (FOSTA SCOALA NR.20).",23,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:11",1565,1550,3,12,0,609,597,0,12,0,600,9,1790,1181,50,21,39,323,13,14,110,1,16,2,2,3,2,3,1
13,CLUJ,"LICEUL CU PROGRAM SPORTIV (FOSTA SCOALA NR.20).",25,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:46",1527,1515,1,11,0,568,557,0,11,0,562,6,1700,1132,35,28,42,319,6,8,85,1,22,1,1,2,1,11,0
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",59,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:55",2130,1914,199,17,0,736,719,0,17,0,734,2,2136,1400,32,24,26,336,18,6,268,0,7,3,1,2,6,5,0
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",55,"MUNICIPIUL CLUJ-NAPOCA",54975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:11:06",1322,1238,70,13,1,458,443,1,13,1,454,4,1415,957,32,22,64,221,4,6,85,1,6,2,0,2,1,6,2
13,CLUJ,"LICEUL DE INFORMATICĂ „TIBERIU POPOVICIU”",52,"MUNICIPIUL CLUJ-NAPOCA",54975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:40:47",1563,1482,64,17,0,619,602,0,17,0,591,28,1671,1052,35,20,36,340,11,9,110,2,11,4,1,2,0,8,2
