precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIUNEA ROMÂNĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL DREPTĂȚII-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi"
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL ”MARIN ANGELESCU”, ROCIU",446,ROCIU,18475,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:42",385,358,0,14,13,229,202,0,14,13,210,19,400,171,138,22,1,3,33,2,1,2,0,8,0,0
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 GROŞANI",432,"POIENARII DE MUSCEL",17968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:52",620,617,0,3,0,317,314,0,3,0,296,21,700,383,85,180,1,5,16,1,2,1,0,4,0,1
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8 - I",105,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:12",1578,1569,0,9,0,605,596,0,9,0,575,30,1800,1195,180,123,10,7,22,4,3,6,6,206,4,4
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8 - II",106,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:38",1463,1448,0,15,0,633,618,0,15,0,604,29,1600,967,171,177,14,13,20,9,5,4,2,179,9,1
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 9",93,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:11",1686,1677,1,8,0,746,738,0,8,0,736,10,1800,1054,189,211,18,27,13,6,5,11,5,248,1,2
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL STOLNICI",474,STOLNICI,18938,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:06",1469,1468,0,1,0,724,723,0,1,0,663,61,1612,888,453,105,7,16,18,9,1,2,4,47,0,1
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL ”THEODOR ANGHEL”, GLIGANU DE JOS",447,ROCIU,18475,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:24",344,328,0,6,10,182,166,0,6,10,166,16,350,168,125,10,2,2,19,4,2,0,0,0,1,1
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA” ( FOSTA GRĂDINIŢĂ NR. 10)",26,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:52",1775,1769,2,4,0,575,571,0,4,0,554,21,2000,1425,208,176,11,23,16,4,9,24,4,72,1,6
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” ARIPI DESCHISE” ( FOSTA GRĂDINIŢĂ NR.14)",84,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:10",1737,1726,0,11,0,622,611,0,11,0,604,18,2000,1378,217,161,11,19,31,4,3,11,4,139,2,2
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” ARMONIA” ( FOSTA GRĂDINIŢĂ NR.8)",74,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:17",1775,1761,1,13,0,553,540,0,13,0,523,30,2100,1547,195,128,12,34,15,10,2,15,5,98,3,6
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” FLOARE DE COLŢ” ( FOSTA GRĂDINIŢĂ NR.5)",70,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:32",1222,1208,2,12,0,473,461,0,12,0,461,12,1400,927,134,115,13,25,10,6,5,14,6,123,4,6
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMINIŞUL PĂDURII” (FOSTĂ GRĂDINIŢĂ NR. 6)",15,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:09:11",1696,1681,0,15,0,591,576,0,15,0,571,20,1800,1209,205,159,5,33,22,7,7,16,1,108,3,5
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMINIŞUL PĂDURII” (FOSTĂ GRĂDINIŢĂ NR. 6)",14,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:03:43",1362,1352,1,9,0,492,483,0,9,0,489,3,1500,1008,174,144,5,18,6,4,9,28,1,96,1,3
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ” MICUL PRINŢ” (FOSTA GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 13",9,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:24",1922,1904,5,13,0,658,645,0,13,0,642,16,2100,1442,223,172,7,33,24,7,5,12,4,152,0,3
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SFÂNTA MARINA” - I",102,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:18",1361,1349,0,11,1,558,546,0,11,1,540,18,1500,942,174,149,13,13,22,7,8,9,2,141,0,2
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SFÂNTA MARINA” - II",103,"MUNICIPIUL CÂMPULUNG",13490,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:13:47",1306,1297,0,9,0,543,534,0,9,0,528,15,1400,857,162,140,9,10,25,11,3,7,4,149,4,4
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SFÂNTA MARINA” - III",104,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:09",1594,1584,1,8,1,619,610,0,8,1,589,30,1800,1181,186,157,21,12,20,7,9,5,2,164,4,2
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT STÎLPENI",467,STÂLPENI,18778,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:45",1539,1532,1,4,2,924,918,0,4,2,877,47,1700,776,544,164,2,12,108,12,3,1,2,25,3,1
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TIC-PITIC”",154,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:10",1132,1122,3,7,0,461,454,0,7,0,452,9,1250,789,227,80,10,12,18,2,1,11,2,87,1,1
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”TIC-PITIC”,",155,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:22",1143,1134,3,6,0,459,453,0,6,0,442,17,1300,841,248,59,5,5,28,7,3,12,1,70,1,3
3,ARGEŞ,"GRĂDINIȚA DOGARI",297,CIOMĂGEŞTI,15554,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:49",225,207,0,18,0,140,122,0,18,0,123,17,225,85,50,61,0,0,7,1,2,1,1,0,0,0
3,ARGEŞ,"GRĂDINIŢA DRĂGHICEŞTI",275,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:01",850,847,0,3,0,459,456,0,3,0,442,17,1000,541,183,146,4,19,25,7,7,6,2,39,2,2
3,ARGEŞ,"GRĂDINIŢA ”FLORILE SOARELUI”-INTRARE 1",145,"ORAŞ MIOVENI",13301,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:50:05",1500,1494,3,3,0,530,527,0,3,0,514,16,1650,1120,267,107,5,9,14,5,3,13,3,84,1,3
3,ARGEŞ,"GRĂDINIŢA ”FLORILE SOARELUI” - INTRARE 2",148,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:49",1393,1381,2,10,0,530,520,0,10,0,512,18,1500,970,274,98,6,5,18,4,8,10,2,82,0,5
3,ARGEŞ,"GRĂDINIŢA GRUI",260,"BUGHEA DE SUS",20063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:40",694,681,0,3,10,454,441,0,3,10,437,17,800,346,127,271,6,4,10,1,0,1,1,14,1,1
3,ARGEŞ,"GRĂDINIŢA LĂICĂI",289,CETĂŢENI,15402,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:13:35",664,661,0,3,0,445,442,0,3,0,424,21,700,255,219,144,4,25,3,7,5,0,1,16,0,0
3,ARGEŞ,"GRĂDINIŢA NR. 1",113,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:58",521,512,0,8,1,292,283,0,8,1,280,12,600,308,61,63,1,3,8,1,4,2,0,135,0,2
3,ARGEŞ,"GRĂDINIȚA NR. 1 BASCOV",204,BASCOV,13187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:17",1397,1386,8,3,0,585,582,0,3,0,573,12,1525,940,154,211,11,35,29,6,4,9,2,103,4,5
3,ARGEŞ,"GRĂDINIŢA NR. 1 CORBENI",305,CORBENI,15741,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:25",648,641,0,7,0,358,351,0,7,0,321,37,700,342,160,34,2,19,19,8,4,21,0,35,0,19
3,ARGEŞ,"GRĂDINIȚA NR. 6",110,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:25",966,961,0,5,0,506,501,0,5,0,478,28,1000,494,132,91,12,10,21,6,6,7,2,179,6,6
3,ARGEŞ,"GRĂDINIŢA PĂDUROIU DIN DEAL",425,"POIANA LACULUI",18028,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:06",737,733,0,3,1,438,434,0,3,1,407,31,816,378,181,127,5,3,37,7,7,0,2,34,1,3
3,ARGEŞ,"GRĂDINIŢA PĂDUROIU DIN VALE",426,"POIANA LACULUI",18028,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:02",640,629,0,9,2,334,323,0,9,2,314,20,694,360,124,143,0,5,17,2,2,0,0,18,0,3
3,ARGEŞ,"GRĂDINIȚA SCHOOL GEAMĂNA",248,BRADU,13276,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:28:02",1814,1779,12,23,0,1044,1020,1,23,0,993,51,1796,752,517,188,11,116,28,12,18,21,2,76,3,1
3,ARGEŞ,"GRĂDINIȚA ” SCUFIȚA ROȘIE ”",246,BRADU,13276,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:33:05",1939,1921,3,12,3,1267,1252,0,12,3,1170,97,2119,852,738,140,7,119,57,11,13,20,5,55,0,5
3,ARGEŞ,"GRĂDINIȚA VALEA PECHII",462,"SCHITU GOLEŞTI",18670,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:33",766,759,0,5,2,391,384,0,5,2,356,35,835,444,111,193,2,2,12,4,2,20,1,5,2,2
3,ARGEŞ,"GRĂDINIŢA VALEA ROMÂNEŞTILOR",107,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:36",396,387,0,9,0,224,215,0,9,0,213,11,400,176,59,39,4,12,5,4,3,0,0,84,2,1
3,ARGEŞ,"GRUP ȘCOLAR AGRICOL ”CONSTANTIN DOBRESCU ARGEȘ” ( I )",120,"MUNICIPIUL CURTEA DE ARGEŞ",13622,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:50:20",1395,1383,0,12,0,427,415,0,12,0,405,22,1600,1173,170,112,8,26,20,8,4,11,0,45,1,0
3,ARGEŞ,"GRUP ȘCOLAR AGRICOL ”CONSTANTIN DOBRESCU ARGEȘ” ( II )",121,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:04",1686,1676,0,10,0,526,516,0,10,0,508,18,1900,1374,214,130,5,16,33,15,4,7,1,82,0,1
3,ARGEŞ,"GRUP ȘCOLAR AUTO CURTEA DE ARGEȘ",132,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:16",1916,1909,1,5,1,621,615,0,5,1,597,24,2100,1479,270,149,14,18,31,12,6,14,1,80,1,1
3,ARGEŞ,"GRUP ȘCOLAR ”FERDINAND I”",119,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:23:22",1650,1636,3,11,0,608,597,0,11,0,591,17,1900,1292,241,175,9,40,31,4,7,9,6,67,0,2
3,ARGEŞ,"GRUP ȘCOLAR FORESTIER CURTEA DE ARGEȘ ( I )",123,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:50",1436,1419,2,15,0,496,481,0,15,0,481,15,1500,1004,200,144,7,24,22,6,3,13,2,55,4,1
3,ARGEŞ,"GRUP ȘCOLAR FORESTIER CURTEA DE ARGEȘ ( II )",124,"MUNICIPIUL CURTEA DE ARGEŞ",13622,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:12",1456,1447,1,8,0,475,467,0,8,0,462,13,1500,1025,208,117,9,25,22,11,7,5,3,55,0,0
3,ARGEŞ,"IMOBIL PROPRIETATE MIU COSMIN",460,SĂPATA,18581,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:15",214,208,0,3,3,146,140,0,3,3,132,14,232,86,107,9,0,2,1,0,2,0,0,9,1,1
3,ARGEŞ,"LICEUL TEHNOLOGIC AUTO",111,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:16",1216,1207,0,9,0,510,501,0,9,0,457,53,1400,890,151,84,9,5,13,6,7,14,1,160,3,4
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",81,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:16",1635,1624,4,7,0,600,593,0,7,0,579,21,1800,1200,193,157,13,38,13,3,5,11,6,134,1,5
3,ARGEŞ,"LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUŞI” ( FOST LICEU TEHNOLOGIC DE INDUSTRIALIZAREA LEMNULUI)",82,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:23:45",1651,1637,5,9,0,564,555,0,9,0,553,11,1800,1236,190,179,4,20,16,2,3,16,0,114,3,6
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DACIA” (FOST GRUP ŞCOLAR INDUSTRIAL CONSTRUCŢII MAŞINI)",16,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:35",1510,1496,3,11,0,594,583,0,11,0,580,14,1600,1006,177,198,6,31,17,0,2,14,2,126,4,3
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DINU BRĂTIANU”",174,"ORAŞ ŞTEFĂNEŞTI",13392,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:59:15",1345,1336,0,9,0,609,600,0,9,0,561,48,1400,791,217,95,10,86,37,15,8,10,9,55,7,12
3,ARGEŞ,"LICEUL TEHNOLOGIC ”DINU BRĂTIANU”",173,"ORAŞ ŞTEFĂNEŞTI",13392,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:51:28",1787,1775,0,11,1,873,861,0,11,1,834,39,2000,1127,257,184,13,85,36,15,10,24,21,166,8,15
3,ARGEŞ,"LICEUL TEHNOLOGIC LIVIU REBREANU MOZĂCENI",400,MOZĂCENI,17575,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:42",1201,1191,0,3,7,787,777,0,3,7,744,43,1243,456,282,433,0,8,3,10,1,1,0,3,0,3
3,ARGEŞ,"LICEUL TEHNOLOGIC VEDEA",512,VEDEA,19793,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:25:10",767,750,0,10,7,408,391,0,10,7,382,26,800,392,169,109,1,16,14,3,5,14,3,39,0,9
3,ARGEŞ,"LICEUL TEHNOLOGIC ” VICTOR SLĂVESCU” - SALA DE SPORT",450,RUCĂR,18527,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:45:29",1260,1245,0,5,10,810,795,0,5,10,734,76,1380,570,357,216,6,13,62,6,5,11,3,47,1,7
3,ARGEŞ,"LICEUL TEORETIC COSTEŞTI",138,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:53:06",1611,1595,0,12,4,791,775,0,12,4,746,45,1770,979,349,123,5,18,49,5,8,60,1,69,1,58
3,ARGEŞ,"LICEUL TEORETIC ”DAN BARBILIAN”",108,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:08",1042,1030,0,12,0,478,466,0,12,0,463,15,1200,722,144,145,6,12,24,5,3,7,6,105,3,3
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",32,"MUNICIPIUL PITEŞTI",13169,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:39:44",1806,1800,1,5,0,568,563,0,5,0,542,26,2000,1432,185,145,9,25,18,0,0,10,4,123,9,14
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINIO”",33,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:25",1894,1887,1,6,0,730,724,0,6,0,714,16,2100,1370,254,206,15,36,23,8,2,20,3,140,2,5
3,ARGEŞ,"LICEUL TEORETIC ” ION CANTACUZINO”",34,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:18",1734,1726,2,6,0,516,509,1,6,0,509,7,1900,1384,215,127,16,22,20,2,4,11,3,84,2,3
3,ARGEŞ,"LICEUL TEORETIC ”ION CANTACUZINO” (INTRAREA D)",35,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:49",1650,1605,0,12,33,559,514,0,12,33,549,10,1800,1241,206,164,4,31,17,1,1,12,2,105,3,3
3,ARGEŞ,"LICEUL TEORETIC ”ION MIHALACHE’’ TOPOLOVENI",180,"ORAŞ TOPOLOVENI",13757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:26",992,980,1,11,0,444,433,0,11,0,432,12,1100,656,196,131,1,10,20,5,1,35,0,30,2,1
3,ARGEŞ,"LICEUL TEORETIC ”ION MIHALACHE’’ TOPOLOVENI",181,"ORAŞ TOPOLOVENI",13757,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:37:00",880,868,2,10,0,478,468,0,10,0,467,11,950,472,249,122,1,8,17,2,1,36,2,28,0,1
3,ARGEŞ,"LICEUL TEORETIC ”IULIA ZAMFIRESCU” - INTRARE B",151,"ORAŞ MIOVENI",13301,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:32:39",1433,1424,0,9,0,545,536,0,9,0,535,10,1600,1055,295,110,0,15,13,1,5,17,1,65,7,6
3,ARGEŞ,"LICEUL TEORETIC ”IULIA ZAMFIRESCU” - INTRARE C",146,"ORAŞ MIOVENI",13301,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:07:07",1379,1372,0,7,0,523,516,0,7,0,514,9,1500,977,283,103,7,7,14,5,2,11,2,78,2,0
3,ARGEŞ,"NIDEC MOTOR CORPORATION ROMANIA S.A.",172,"ORAŞ ŞTEFĂNEŞTI",13392,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:52:30",1938,1922,8,8,0,937,927,2,8,0,879,58,2200,1263,247,256,13,80,43,15,7,27,4,147,3,37
3,ARGEŞ,"PENSIUNEA ”VALEA BĂDILII”",505,"VALEA IAŞULUI",19695,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:53",198,191,0,7,0,103,96,0,7,0,99,4,200,97,41,43,4,2,2,0,2,5,0,0,0,0
3,ARGEŞ,"PRIMĂRIA BĂICULEŞTI",215,BĂICULEŞTI,14165,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:05",1401,1389,2,8,2,766,756,0,8,2,703,63,1500,734,369,191,1,8,64,2,7,9,7,35,5,5
3,ARGEŞ,"PRIMARIA COMUNEI COCU",300,COCU,15652,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:36",294,289,0,5,0,174,169,0,5,0,162,12,330,156,65,36,1,4,20,2,0,0,1,33,0,0
3,ARGEŞ,"PRIMĂRIA COMUNEI ȚIȚEȘTI",491,ŢIŢEŞTI,19338,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:00:12",1268,1260,1,4,3,764,757,0,4,3,741,23,1424,660,315,358,2,5,22,6,6,1,1,24,0,1
3,ARGEŞ,"PRIMĂRIA ORAŞULUI COSTEŞTI",136,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:19:18",1774,1762,1,10,1,910,899,0,10,1,876,34,1990,1080,418,137,4,12,55,6,10,80,5,93,3,53
3,ARGEŞ,"PRIMĂRIA TIGVENI",488,TIGVENI,19249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:39:09",1509,1503,0,6,0,785,779,0,6,0,698,87,1600,815,326,243,2,15,73,4,7,2,1,21,2,2
3,ARGEŞ,"PRIMĂRIA VECHE HÎRTIEŞTI",349,HÂRTIEŞTI,16659,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:48",302,289,0,9,4,224,211,0,9,4,203,21,302,78,30,155,1,0,6,6,2,1,0,1,0,1
3,ARGEŞ,"PRIMĂRIA VULTUREȘTI",520,VULTUREŞTI,20055,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:11:40",1581,1574,1,4,2,972,966,0,4,2,895,77,1706,734,525,255,6,13,57,11,4,2,3,16,1,2
3,ARGEŞ,PRIMĂRIE,354,LEORDENI,16757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:39:35",1413,1406,0,6,1,762,755,0,6,1,717,45,1600,790,301,132,5,25,167,19,8,30,2,21,2,5
3,ARGEŞ,"RESTAURANT CASTEL",399,MOŞOAIA,17496,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:37",1063,1055,3,5,0,487,482,0,5,0,480,7,1100,613,135,139,3,25,22,2,2,47,2,98,1,4
3,ARGEŞ,"SALA DE FESTIVITĂȚII A CONSILIULUI LOCAL BĂBANA",213,BĂBANA,14085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:37",597,578,1,10,8,406,387,1,10,8,377,29,628,222,118,189,0,23,9,10,7,2,1,10,4,4
3,ARGEŞ,"SALA DE SPORT PIETROŞANI",415,PIETROŞANI,17851,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:17",1424,1421,1,2,0,860,858,0,2,0,817,43,1570,710,381,266,5,103,26,9,10,1,0,12,2,2
3,ARGEŞ,"SC APĂ CANAL 2000 SA",29,"MUNICIPIUL PITEŞTI",13169,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:45:02",1889,1876,0,13,0,638,625,0,13,0,626,12,2000,1362,197,180,6,34,29,4,4,10,5,146,7,4
3,ARGEŞ,"S.C. HIDROELECTRICA S.A.",98,"MUNICIPIUL CÂMPULUNG",13490,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:19",924,914,0,10,0,484,474,0,10,0,470,14,1000,516,151,129,12,9,20,3,4,6,2,131,1,2
3,ARGEŞ,"S.C. LISA DRAXLMAIER S.A.",30,"MUNICIPIUL PITEŞTI",13169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:09",1835,1824,4,7,0,621,614,0,7,0,613,8,2000,1379,232,138,18,29,22,4,2,15,0,146,0,7
3,ARGEŞ,"ŞCOALA BĂBANA",211,BĂBANA,14085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:23",765,748,2,7,8,397,382,0,7,8,380,17,800,403,144,190,1,5,12,3,7,1,2,10,1,4
3,ARGEŞ,"ŞCOALA BĂDEŞTI",228,BÂRLA,14450,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:21:20",270,260,0,10,0,195,185,0,10,0,189,6,355,160,64,118,0,1,2,1,0,0,0,3,0,0
3,ARGEŞ,"ŞCOALA BOGAŢI",234,BOGAŢI,14584,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:00",1365,1354,0,11,0,667,656,0,11,0,631,36,1482,815,335,233,0,2,22,9,6,3,4,16,0,1
3,ARGEŞ,"ŞCOALA BOHARI",368,MĂLURENI,17049,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:28",309,296,0,13,0,179,166,0,13,0,167,12,350,171,102,48,0,6,2,1,2,0,0,6,0,0
3,ARGEŞ,"ŞCOALA BRATIA",233,BEREVOEŞTI,14405,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:42",142,141,0,1,0,110,109,0,1,0,107,3,155,45,65,26,0,1,11,3,0,1,0,0,0,0
3,ARGEŞ,"ŞCOALA BUNEŞTI",371,MĂLURENI,17049,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:05",569,561,0,8,0,280,272,0,8,0,251,29,627,347,147,84,0,7,4,1,1,2,2,3,0,0
3,ARGEŞ,"ŞCOALA BUTA",409,NEGRAŞI,17726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:52",158,155,1,1,1,101,99,0,1,1,86,15,172,71,43,11,1,3,0,0,3,1,2,20,2,0
3,ARGEŞ,"SCOALA CALINESTI",271,CĂLINEŞTI,15108,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:20",1664,1656,3,5,0,763,757,1,5,0,708,55,1800,1037,327,158,3,43,79,11,9,14,4,51,5,4
3,ARGEŞ,"ŞCOALA CĂRPENIŞ",285,CEPARI,15313,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:07:14",604,581,0,5,18,396,373,0,5,18,370,26,640,244,240,52,2,4,53,8,2,0,1,8,0,0
