precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA-voturi","ALIANȚA USR PLUS-voturi"
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”JUHASZ GYULA”",83,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:18",1084,1069,2,11,2,379,366,0,11,2,373,6,1205,826,150,143,2,1,9,4,3,48,13
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”KAZINCZY FERENC” ȘIMIAN",584,ŞIMIAN,31333,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:58:59",1590,1540,2,2,46,898,849,1,2,46,848,50,1773,875,21,744,5,2,16,0,0,60,0
5,BIHOR,"ȘCOALA GIMNAZIALĂ ” LUCREŢIA SUCIU ”",2,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:52",1272,1198,44,18,12,414,384,0,18,12,409,5,1374,960,241,94,1,4,37,2,2,14,14
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",41,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:40",958,934,10,14,0,292,278,0,14,0,288,4,1044,752,160,42,2,3,33,7,3,22,16
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”NICOLAE BĂLCESCU”",40,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:26",1132,1115,5,12,0,480,468,0,12,0,471,9,1242,762,261,83,2,8,38,4,8,29,38
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”NICOLAE POPOVICIU”",150,"MUNICIPIUL BEIUŞ",26804,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:38:40",1437,1376,3,48,10,879,821,0,48,10,866,13,1594,715,543,32,1,11,187,11,15,2,64
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR 1",513,REMETEA,30719,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:05",668,663,0,2,3,464,459,0,2,3,445,19,731,267,150,167,2,6,101,12,1,5,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1",643,"UILEACU DE BEIUŞ",31921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:56",516,487,1,23,5,371,343,0,23,5,355,16,532,161,108,132,0,3,54,7,37,11,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1",528,ROŞIORI,32187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:36",828,825,0,3,0,340,337,0,3,0,317,23,913,573,244,15,0,8,31,4,8,1,6
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1",459,NOJORID,30149,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:22",1080,1063,3,11,3,617,602,1,11,3,601,16,1145,528,443,7,1,11,62,30,7,1,39
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",100,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:19",1134,1082,3,7,42,416,367,0,7,42,408,8,1207,791,276,53,4,2,43,3,5,17,5
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",101,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:30",1493,1481,4,8,0,510,502,0,8,0,492,18,1704,1194,300,89,0,2,43,7,9,30,12
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",102,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:42",1227,1209,3,15,0,421,406,0,15,0,411,10,1341,920,292,56,2,3,31,0,3,13,11
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",103,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:26",1037,1018,5,14,0,319,305,0,14,0,315,4,1129,810,226,40,2,1,18,5,5,8,10
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",104,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:19",1429,1411,6,12,0,518,505,1,12,0,509,9,1611,1093,356,63,2,2,46,4,4,13,19
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",105,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:24",1313,1299,5,8,1,497,488,0,8,1,489,8,1447,950,371,48,4,4,43,2,4,7,6
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",106,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:01",816,804,1,11,0,315,304,0,11,0,293,22,901,586,217,23,1,4,20,5,5,6,12
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 11",107,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:31",1375,1359,3,13,0,479,466,0,13,0,479,0,1508,1029,342,59,6,4,38,4,8,4,14
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.16",48,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:52",1032,1026,0,5,1,384,378,0,5,1,370,14,1141,749,246,51,0,1,38,2,6,17,9
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.16",51,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:04:23",1445,1434,0,11,0,467,456,0,11,0,460,5,1593,1126,322,60,3,6,27,2,4,20,16
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.16",49,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:31",822,809,0,13,0,286,273,0,13,0,280,6,918,632,206,25,1,2,26,6,3,9,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.16",50,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:15",1007,997,0,10,0,392,382,0,10,0,386,6,1108,716,231,80,1,1,30,3,4,22,14
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR 1 AȘTILEU",231,AŞTILEU,26742,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:08",1282,1275,0,3,4,774,767,0,3,4,714,60,1406,632,571,10,28,1,61,14,13,1,15
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1 BATĂR",246,BATĂR,27383,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:00:04",1334,1311,1,14,8,688,665,1,14,8,588,100,1463,775,233,15,8,6,277,16,22,1,10
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR. 1 BRUSTURI",272,BRUSTURI,27757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:00:48",1007,920,0,58,29,635,548,0,58,29,587,48,1009,374,301,15,3,15,218,2,15,4,14
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 CURĂŢELE",356,CURĂŢELE,28941,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:15",658,636,0,18,4,432,410,0,18,4,409,23,722,290,301,1,0,5,68,5,5,0,24
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",371,DIOSIG,29092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:46",1301,1268,1,25,7,565,533,0,25,7,529,36,1405,840,342,113,1,5,32,14,15,2,5
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",370,DIOSIG,29092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:50",961,945,0,15,1,553,537,0,15,1,519,34,1044,491,52,402,2,0,16,4,1,38,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",372,DIOSIG,29092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:06:27",1087,1079,0,8,0,726,718,0,8,0,578,148,1195,469,26,466,8,1,44,6,8,15,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",373,DIOSIG,29092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:54",233,224,0,5,4,108,99,0,5,4,103,5,253,145,11,80,0,0,6,0,0,6,0
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG,",369,DIOSIG,29092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:13",959,947,0,9,3,518,506,0,9,3,490,28,1048,530,72,368,0,2,10,3,1,31,3
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR 1 NOJORID STR. PRINCIPALĂ NR 185 LOC. NOJORID",458,NOJORID,30149,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:39",1174,1152,3,13,6,706,687,0,13,6,687,19,1251,545,546,5,1,9,57,32,6,1,30
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 1 NUCET",189,"ORAŞ NUCET",26920,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:36:13",1442,1231,0,164,47,1001,824,0,130,47,976,25,1359,358,435,18,0,8,481,8,13,1,12
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 1 OLCEA",466,OLCEA,30229,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:48",468,454,1,4,9,265,253,0,4,8,248,17,513,248,182,6,0,8,30,3,18,0,1
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1 PIETROASA",479,PIETROASA,30336,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:21",645,620,1,18,6,492,468,0,18,6,474,18,707,215,328,4,6,6,114,2,8,3,3
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1 POMEZEU",495,POMEZEU,30470,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:48:44",112,102,2,6,2,84,76,0,6,2,80,4,119,35,59,3,0,1,10,1,6,0,0
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR. 1 SĂLIȘTE DE VAȘCĂU",355,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:16",336,315,0,21,0,238,217,0,21,0,228,10,357,119,169,5,2,5,29,10,4,0,4
5,BIHOR,"SCOALA GIMNAZIALA NR.1 SINTANDREI",563,SÂNTANDREI,26653,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:57",1907,1875,6,20,6,1068,1042,0,20,6,1032,36,2057,989,824,26,16,16,95,8,11,2,34
5,BIHOR,"SCOALA GIMNAZIALA NR.1 SINTANDREI",561,SÂNTANDREI,26653,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:57:05",1832,1798,12,18,4,1044,1022,0,18,4,1023,21,1946,902,824,21,8,8,55,4,11,5,87
5,BIHOR,"SCOALA GIMNAZIALA NR.1 SINTANDREI",562,SÂNTANDREI,26653,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:13",1644,1617,10,15,2,896,878,1,15,2,874,22,1781,885,706,12,5,11,75,4,5,5,51
5,BIHOR,"SCOALA GIMNAZIALA NR.1 SPINUS",571,SPINUŞ,31208,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:55",344,292,2,46,4,230,180,0,46,4,219,11,317,87,136,5,0,11,63,2,2,0,0
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR 2",514,REMETEA,30719,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:03",905,877,2,5,21,684,658,0,5,21,648,36,990,306,217,7,1,2,407,7,3,0,4
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.2",346,COPĂCEL,28816,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:38",289,264,0,22,3,207,182,0,22,3,179,28,253,46,119,1,1,2,47,5,2,1,1
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.2",364,DERNA,29038,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:26",423,418,1,4,0,249,245,0,4,0,222,27,462,213,124,4,1,4,73,8,1,1,6
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR. 2",321,CEICA,28335,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:49",490,456,0,32,2,303,269,0,32,2,286,17,507,204,165,5,1,15,86,7,0,0,7
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR. 2 CĂLACEA",467,OLCEA,30229,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:37:16",988,972,0,11,5,596,580,0,11,5,546,50,1072,476,405,13,0,4,93,11,4,0,16
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.2 REMEȚI",288,BULZ,27935,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:38",655,620,5,14,16,464,434,0,14,16,452,12,682,218,353,2,0,4,73,4,5,0,11
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.3",249,BATĂR,27383,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:48:37",752,713,0,9,30,496,457,0,9,30,471,25,831,335,198,6,0,7,241,6,11,0,2
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.3",297,BUNTEŞTI,27971,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:53",253,235,0,12,6,209,191,0,12,6,199,10,271,62,130,1,0,5,45,10,7,0,1
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR. 4 ARPĂȘEL",247,BATĂR,27383,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:13",757,745,1,9,2,306,294,1,9,2,296,10,822,516,43,200,1,1,41,2,2,3,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.4 CIUTELEC",614,TĂUTEU,31654,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:06",288,265,0,4,19,288,265,0,4,19,264,24,587,299,104,14,4,45,89,1,4,0,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”OCTAVIAN GOGA”",89,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:05",874,857,13,4,0,351,347,0,4,0,344,7,969,618,248,34,0,4,29,4,6,7,12
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”OCTAVIAN GOGA”",88,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:19",1066,1054,4,8,0,389,380,1,8,0,383,6,1227,838,277,36,1,2,37,2,4,12,12
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”OCTAVIAN GOGA”",87,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:33:36",1360,1345,2,13,0,516,503,0,13,0,506,10,1492,976,383,40,5,2,42,5,5,11,13
5,BIHOR,"ŞCOALA GIMNAZIALĂ ”SZACSVAY IMRE”",122,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:26",1378,1331,12,17,18,538,502,1,17,18,533,5,1477,939,335,78,3,6,53,3,4,25,26
5,BIHOR,"ȘCOALA GIMNAZIALĂ SZALARDI JANOS SĂLARD",537,SĂLARD,31011,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:59:47",1310,1262,1,7,40,655,607,1,7,40,604,51,1412,757,107,386,3,15,31,7,4,19,32
5,BIHOR,"ȘCOALA GIMNAZIALĂ SZALARDI JANOS SĂLARD",536,SĂLARD,31011,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:17",1199,1186,2,10,1,546,535,0,10,1,524,22,1330,784,227,196,1,11,36,4,4,19,26
5,BIHOR,"ŞCOALA GIMNAZIALĂ ȚIGĂNEȘTII DE CRIȘ",277,BRUSTURI,27757,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:26",289,261,0,26,2,187,159,0,26,2,176,11,289,102,102,0,4,2,59,3,5,0,1
5,BIHOR,"ȘCOALA GIMNAZIALĂ TOBOLIU",633,TOBOLIU,32201,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:40",797,762,0,16,19,609,574,0,16,19,570,39,861,252,298,11,0,37,116,2,100,0,6
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",211,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:30",1306,1300,1,5,0,503,498,0,5,0,485,18,1445,942,109,226,0,1,68,2,2,77,0
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",209,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:59:24",1330,1323,1,6,0,556,550,0,6,0,519,37,1461,905,49,265,1,3,92,1,1,104,3
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",208,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:19",1209,1193,6,8,2,568,558,0,8,2,554,14,1341,773,90,326,2,3,52,0,1,78,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",207,"ORAŞ VALEA LUI MIHAI",32027,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:35:21",1399,1396,3,0,0,634,634,0,0,0,601,33,1560,926,87,348,0,1,47,2,0,112,4
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",206,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:19",1262,1254,2,6,0,554,548,0,6,0,529,25,1400,846,72,336,0,1,37,2,2,78,1
5,BIHOR,"ŞCOALA GIMNAZIALĂ VALEA LUI MIHAI",210,"ORAŞ VALEA LUI MIHAI",32027,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:49",1214,1189,1,11,13,579,555,0,11,13,516,63,1317,738,61,240,1,2,109,0,2,101,0
5,BIHOR,"ȘCOALA I-IV BUDUREASA",279,BUDUREASA,27846,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:27",436,422,0,14,0,401,387,0,14,0,326,75,463,62,206,6,2,1,105,3,3,0,0
5,BIHOR,"ȘCOALA INCEȘTI",325,CEICA,28335,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:17",326,301,0,24,1,215,190,0,24,1,200,15,340,125,95,2,2,5,70,9,3,0,14
5,BIHOR,"SCOALA MAGHIARA GRADINARI",383,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:35",399,384,0,9,6,261,246,0,9,6,249,12,425,164,124,73,1,4,35,4,2,4,2
5,BIHOR,"ȘCOALA NOUĂ TĂMAȘDA",240,"AVRAM IANCU",27285,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:46",927,915,0,9,3,600,588,0,9,3,488,112,1013,413,245,32,6,9,180,6,8,1,1
5,BIHOR,"ŞCOALA ORVIŞELE",274,BRUSTURI,27757,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:10",322,303,0,17,2,196,177,0,17,2,174,22,340,144,106,0,1,6,45,0,9,0,7
5,BIHOR,"ȘCOALA POCLUȘA DE BARCĂU",336,CHIŞLAZ,28530,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:04",333,310,1,10,12,197,175,0,10,12,184,13,338,141,91,76,2,4,5,0,3,2,1
5,BIHOR,"SCOALA PRIMARA",615,TĂUTEU,31654,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:44:33",221,212,0,9,0,92,83,0,9,0,89,3,236,144,50,18,3,4,11,2,1,0,0
5,BIHOR,"ŞCOALA PRIMARĂ",554,SÂNMARTIN,26582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:06",1296,1262,2,20,12,842,811,0,20,11,828,14,1395,553,521,6,1,12,229,48,5,0,6
5,BIHOR,"ŞCOALA PRIMARĂ",236,AUŞEU,27212,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:27",830,818,0,7,5,446,434,0,7,5,429,17,901,455,321,2,26,2,69,2,5,0,2
5,BIHOR,"ȘCOALĂ PRIMARĂ",223,ABRAM,27070,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:42:56",124,109,0,11,4,92,77,0,11,4,90,2,123,31,80,0,2,2,4,0,0,0,2
5,BIHOR,"SCOALA PRIMARA BELEJENI",382,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:07",281,260,0,19,2,223,202,0,19,2,217,6,290,67,94,3,1,1,97,2,10,0,9
5,BIHOR,"ȘCOALA PRIMARĂ CHIRALEU",334,CHIŞLAZ,28530,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:19",531,480,0,41,10,327,276,0,41,10,302,25,527,200,258,6,5,1,26,4,1,1,0
5,BIHOR,"ȘCOALA PRIMARĂ CU NR,1",586,ŞIMIAN,31333,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:22",742,715,1,6,20,369,343,0,6,20,327,42,815,446,32,258,0,1,24,2,0,10,0
5,BIHOR,"ŞCOALA PRIMARĂ FÎNAŢE",312,CÂMPANI,28709,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:41:13",510,475,0,25,10,421,386,0,25,10,402,19,552,131,262,1,0,10,108,5,10,0,6
5,BIHOR,"ȘCOALA PRIMARĂ HIDIȘELU DE JOS",406,"HIDIŞELU DE SUS",29519,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:42",538,492,1,36,9,395,349,1,36,9,383,12,551,156,294,1,1,4,65,5,3,1,9
5,BIHOR,"ŞCOALA PRIMARĂ HÎRSEŞTI",313,CÂMPANI,28709,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:41",255,247,0,6,2,204,196,0,6,2,196,8,292,88,105,3,0,3,65,3,6,0,11
5,BIHOR,"SCOALA PRIMARA I-IV",630,TINCA,31789,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:17",592,574,0,7,11,264,246,0,7,11,252,12,633,369,140,21,0,0,64,13,5,9,0
5,BIHOR,"SCOALA PRIMARA I-IV",627,TINCA,31789,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:16:29",791,669,1,60,61,730,608,1,60,61,656,20,1421,691,429,44,1,1,137,17,8,10,9
5,BIHOR,"SCOALA PRIMARA LIVADA",384,DRĂGĂNEŞTI,29243,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:05:31",115,109,0,6,0,99,93,0,6,0,94,5,117,18,38,1,1,0,46,3,5,0,0
5,BIHOR,"ŞCOALA PRIMARĂ NR.1",642,"UILEACU DE BEIUŞ",31921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:55",685,649,1,28,7,574,538,1,28,7,533,41,705,131,308,9,0,7,158,13,36,1,1
5,BIHOR,"ŞCOALA PRIMARĂ NR.1",529,ROŞIORI,32187,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:07",376,360,0,9,7,250,234,0,9,7,229,21,407,157,11,183,0,1,3,3,1,27,0
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",351,COPĂCEL,28816,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:34:24",386,282,0,94,10,372,268,0,94,10,351,21,430,58,223,0,0,3,117,5,3,0,0
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",365,DERNA,29038,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:58",428,411,0,15,2,258,241,0,15,2,247,11,457,199,182,6,5,6,44,1,1,0,2
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",462,NOJORID,30149,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:59",696,690,0,6,0,305,299,0,6,0,295,10,769,464,210,12,0,10,27,7,2,0,27
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",538,SĂLARD,31011,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:01",616,604,0,12,0,347,335,0,12,0,326,21,674,327,27,265,0,3,5,3,2,18,3
5,BIHOR,"ȘCOALA PRIMARĂ NR. 1",516,REMETEA,30719,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:00",358,348,1,1,8,232,222,1,1,8,216,16,404,172,83,2,0,0,123,4,4,0,0
5,BIHOR,"ȘCOALĂ PRIMARĂ NR. 1",224,ABRAM,27070,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:08",417,392,0,17,8,265,240,0,17,8,260,5,451,186,224,3,1,1,18,3,9,0,1
5,BIHOR,"ȘCOALA PRIMARĂ NR.1 ALPAREA",472,OŞORHEI,30274,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:07",883,855,3,25,0,595,570,0,25,0,569,26,954,359,496,3,2,1,49,0,10,0,8
5,BIHOR,"ȘCOALA PRIMARĂ NR.1 GURANI",480,PIETROASA,30336,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:34",475,455,0,17,3,334,314,0,17,3,297,37,519,185,180,5,1,6,83,6,9,1,6
5,BIHOR,"ŞCOALA PRIMARĂ NR. 1 HODIŞEL",468,OLCEA,30229,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:27",244,233,0,2,9,173,162,0,2,9,169,4,267,94,122,3,0,6,13,2,21,0,2
5,BIHOR,"SCOALA PRIMARĂ NR.1 SĂLIŞTE",574,SPINUŞ,31208,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:42",247,208,0,36,3,170,131,0,36,3,165,5,226,56,145,6,0,2,10,0,1,0,1
5,BIHOR,"SCOALA PRIMARA NR. 2",579,"SUPLACU DE BARCĂU",31262,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:25",137,125,0,10,2,76,64,0,10,2,66,10,140,64,23,27,1,1,2,1,0,10,1
5,BIHOR,"ȘCOALA PRIMARĂ NR,2",587,ŞIMIAN,31333,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:59",318,312,0,6,0,114,108,0,6,0,98,16,351,237,46,26,1,3,10,1,7,3,1
5,BIHOR,"ȘCOALA PRIMARĂ NR.2",366,DERNA,29038,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:26:15",221,214,0,7,0,73,66,0,7,0,60,13,235,162,21,2,11,0,22,3,1,0,0
