precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG (AMT - EMSZ)-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",22,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:14",1285,1266,9,10,0,426,416,0,10,0,417,9,1449,1023,167,100,10,7,19,24,1,7,77,5
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",298,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:00",716,696,0,5,15,432,412,0,5,15,399,33,801,369,97,216,4,5,8,28,0,2,32,7
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CUZĂPLAC, NR.242",134,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:11:42",395,378,0,2,15,256,239,0,2,15,242,14,460,204,33,147,5,5,6,36,0,6,4,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ DEJA",262,SĂLĂŢIG,142550,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:40",983,945,1,10,27,718,681,0,10,27,671,47,1078,360,9,19,1,0,1,635,4,1,0,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ FETINDIA",228,"MESEŞENII DE JOS",142079,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:51",152,136,0,15,1,105,89,0,15,1,98,7,167,62,23,36,13,2,4,4,0,1,8,7
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",12,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:24",1725,1702,11,10,2,686,674,0,10,2,681,5,1940,1254,233,167,21,8,18,84,8,16,113,13
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GÎLGĂU ALMAŞULUI",82,BĂLAN,140146,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:02:16",884,827,1,43,13,585,528,1,43,13,554,31,908,323,180,289,8,35,17,4,0,2,16,3
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GIURTELECU ȘIMLEULUI",221,MĂERIŞTE,142006,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:49:45",704,672,1,13,18,456,425,0,13,18,401,55,750,294,88,272,6,3,4,5,0,1,22,0
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GURUSLĂU",175,HERECLEAN,141376,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:09:21",528,512,0,7,9,282,266,0,7,9,263,19,580,298,12,20,1,1,2,216,1,3,4,3
33,SĂLAJ,"ȘCOALA GIMNAZIALA HALMĂȘD",167,HALMĂŞD,141312,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:17",862,850,1,2,9,514,503,0,2,9,478,36,965,451,210,230,2,3,1,3,0,14,12,3
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”HOREA”",56,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:24",1655,1641,0,9,5,750,736,0,9,5,712,38,1827,1077,160,340,13,33,28,52,1,11,54,20
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU”",17,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:44:14",1696,1654,6,10,26,515,479,0,10,26,496,19,1902,1387,192,106,19,13,25,52,4,8,63,14
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ JAC",121,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:04",574,561,1,3,9,331,319,0,3,9,309,22,600,269,74,184,11,2,5,4,1,4,23,1
33,SĂLAJ,"ȘCOALĂ GIMNAZIALĂ ”LUCIAN BLAGA” PARTER SALĂ DE CLASĂ NR.1,STR.GAROAFELOR NR.7",50,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:44",1628,1607,2,12,7,754,735,0,12,7,729,25,1835,1081,372,117,26,34,78,31,3,14,45,9
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ MĂERIȘTE",220,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:02",599,573,4,11,11,393,368,3,11,11,340,28,650,282,136,166,2,7,14,1,0,3,10,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ MARCUS AURELIUS CREACA",119,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:39:52",358,352,0,6,0,181,175,0,6,0,169,12,400,219,47,71,2,1,11,2,0,20,13,2
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",36,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:59",1656,1635,7,14,0,552,538,0,14,0,545,7,1796,1244,201,135,10,3,24,57,2,11,96,6
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ NR.1",64,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:02",1431,1421,0,10,0,590,580,0,10,0,460,130,1575,985,312,92,4,1,7,19,0,2,20,3
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 BORLA",93,BOCŞA,140324,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:18:23",1392,1321,2,7,62,838,769,1,7,61,818,20,1458,620,25,36,3,2,2,740,2,2,6,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 ZALHA",305,ZALHA,143067,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:16",290,200,0,77,13,232,142,0,77,13,216,16,235,3,58,43,1,5,64,3,0,1,41,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”PETRE DULFU” SĂLĂȚIG",260,SĂLĂŢIG,142550,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:01",389,379,0,5,5,248,238,0,5,5,236,12,440,192,28,127,0,3,8,60,1,1,4,4
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”PETRE HOSSU”",235,NĂPRADEA,142177,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:39",718,690,1,14,13,451,424,0,14,13,415,36,781,330,151,220,4,8,4,3,0,3,6,16
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ PLESCA",109,CIZER,140547,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:43",183,167,0,16,0,112,96,0,16,0,103,9,250,138,16,51,18,0,3,1,0,7,6,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ POIANA BLENCHII",249,"POIANA BLENCHII",142373,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:58",636,599,0,22,15,430,393,0,22,15,378,52,613,183,101,109,38,16,28,8,0,2,70,6
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",15,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:40",1696,1673,6,12,5,631,614,0,12,5,624,7,1911,1280,238,150,18,13,34,45,4,15,97,10
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",16,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:00:29",1769,1756,0,13,0,646,633,0,13,0,626,20,1932,1286,227,153,14,8,25,49,4,11,117,18
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ RUS",257,RUS,142499,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:12",616,563,0,43,10,450,397,0,43,10,413,37,709,259,121,152,18,17,72,2,0,0,27,4
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”SIMION BĂRNUȚIU”",11,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:47",1496,1457,26,12,1,575,562,0,12,1,570,5,1669,1094,173,139,21,10,17,72,6,21,99,12
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”SIMION BĂRNUȚIU” BOCȘA",92,BOCŞA,140324,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:44",780,736,0,15,29,510,466,0,15,29,471,39,840,330,89,290,5,11,16,8,1,17,27,7
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ȘIMIȘNA",294,ŞIMIŞNA,179695,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:42",772,661,0,80,31,503,392,0,80,31,461,42,750,247,212,217,10,4,8,4,0,0,2,4
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ TREZNEA",296,TREZNEA,179631,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:17",707,643,1,51,12,540,477,0,51,12,504,36,700,160,311,93,15,3,63,2,2,5,9,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ” VASILE BREBAN ”” CRIȘENI",131,CRIŞENI,140823,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:20",1533,1485,2,14,32,1025,979,0,14,32,985,40,1582,557,273,488,12,31,35,23,2,45,71,5
33,SĂLAJ,"SCOALA GIMNAZIALA ZIMBOR",312,ZIMBOR,143147,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:55",513,494,3,11,5,318,302,0,11,5,302,16,555,237,45,214,11,7,4,10,0,5,6,0
33,SĂLAJ,"ȘCOALA HUREZ",188,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:42",310,285,0,20,5,202,177,0,20,5,172,30,322,120,31,117,2,3,4,2,1,6,5,1
33,SĂLAJ,"ŞCOALA LEMNIU",207,LETCA,141786,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:19",378,334,0,41,3,275,231,0,41,3,268,7,370,95,179,54,3,4,20,4,0,4,0,0
