precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL CIVIC MAGHIAR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
32,"SATU MARE","SCOALA GENERALĂ MĂDĂRAS",93,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:03",989,973,3,11,2,493,480,0,11,2,466,27,1400,907,1,2,47,205,32,128,11,24,16
32,"SATU MARE","ŞCOALA GENERALĂ MIHAIENI",120,ACÂŞ,136713,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:19",382,370,1,11,0,215,204,0,11,0,187,28,400,185,2,0,3,51,10,6,2,111,2
32,"SATU MARE","SCOALA GENERALA NR.3",104,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:25:06",1504,1490,3,6,5,546,535,0,6,5,526,20,1624,1078,2,4,44,165,14,226,16,14,41
32,"SATU MARE","SCOALA GENERALA NR4",87,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:33:07",1003,987,1,11,4,291,276,0,11,4,278,13,1099,808,4,2,10,38,4,28,5,183,4
32,"SATU MARE","ŞCOALA GENERALĂ RUŞENI",257,PĂULEŞTI,138431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:31",199,190,0,9,0,98,89,0,9,0,97,1,206,108,0,2,1,63,0,20,3,6,2
32,"SATU MARE","ŞCOALA GENERALĂ UNIMĂT",121,ACÂŞ,136713,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:31",322,315,3,4,0,181,177,0,4,0,163,18,400,219,0,1,2,104,3,26,14,7,6
32,"SATU MARE","SCOALA GEN,NR.1",106,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:07",992,977,1,11,3,372,358,0,11,3,349,23,1110,738,4,2,35,97,9,151,8,21,22
32,"SATU MARE","SCOALA GEN.NR.1",105,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:51",1029,1021,0,5,3,381,373,0,5,3,339,42,1154,773,2,1,26,126,4,140,9,15,16
32,"SATU MARE","SCOALA GEN.NR,3",102,"ORAŞ NEGREŞTI-OAŞ",136599,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:54:08",1276,1271,0,4,1,443,438,0,4,1,420,23,1406,963,1,1,33,123,3,182,18,28,31
32,"SATU MARE","SCOALA GEN.NR.3",103,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:07",1396,1388,2,6,0,431,425,0,6,0,397,34,1522,1091,0,4,23,96,9,231,4,12,18
32,"SATU MARE","SCOALA GIMNAZIALA",203,"GHERŢA MICĂ",137746,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:42:02",1270,1255,0,3,12,468,453,0,3,12,409,59,1498,1030,0,2,15,164,41,110,5,8,64
32,"SATU MARE","ȘCOALA GIMNAZIALĂ",165,CĂUAŞ,137292,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:05",556,541,1,11,3,361,346,1,11,3,322,39,608,247,0,3,122,49,26,81,7,22,12
32,"SATU MARE","ȘCOALA GIMNAZIALĂ",273,RACŞA,180091,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:05",1124,1075,0,18,31,543,494,0,18,31,500,43,1187,644,0,0,3,101,2,278,3,4,109
32,"SATU MARE","SCOALA GIMNAZIALA ALICENI",305,TÂRŞOLŢ,139143,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:09:48",349,345,0,1,3,131,127,0,1,3,118,13,352,221,1,0,4,57,8,4,4,0,40
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” ( ŞC. CU CLS.I-VIII ” AVRAM IANCU ”)",36,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:16:04",1188,1177,0,7,4,442,431,0,7,4,433,9,1307,865,1,4,53,78,24,57,14,188,14
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”)",39,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:01",1278,1268,1,8,1,435,426,0,8,1,428,7,1405,970,4,4,73,77,8,43,14,193,12
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”)",37,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:14",1293,1282,1,10,0,531,521,0,10,0,521,10,1405,874,1,3,68,85,20,72,12,239,21
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”)",38,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:38:46",1440,1425,3,8,4,554,544,0,8,2,536,18,1609,1055,4,4,84,82,15,49,18,267,13
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”) (GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICELUL”)",40,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:59",1275,1267,1,6,1,446,439,0,6,1,439,7,1405,959,5,4,63,69,22,44,20,191,21
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” AVRAM IANCU ” (ŞC. CU CLS.I-VIII” AVRAM IANCU ”) (GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICELUL” CORP ” B ”)",35,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:43:36",1171,1165,0,6,0,421,415,0,6,0,413,8,1300,879,1,5,44,73,24,53,19,176,18
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” BĂLCESCU-PETOFI ” (ŞC. CU CLS.I-VIII ” BĂLCESCU-PETOFI ”)",30,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:16:43",1878,1870,0,6,2,647,639,0,6,2,637,10,1981,1334,6,8,72,107,32,56,16,315,25
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” BĂLCESCU-PETOFI ” (ŞC. CU CLS.I-VIII ” BĂLCESCU-PETOFI ”)",29,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:47",1422,1409,2,6,5,501,490,0,6,5,487,14,1601,1100,1,7,47,75,14,78,18,227,20
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” BĂLCESCU-PETOFI ” (ŞC. CU CLS.I-VIII ” BĂLCESCU-PETOFI ”)",31,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:48",1396,1347,1,10,38,464,421,0,10,33,448,16,1500,1036,3,9,32,73,26,45,20,221,19
32,"SATU MARE","SCOALA GIMNAZIALA BĂTARCI",131,BĂTARCI,136919,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:02:33",1876,1846,0,19,11,798,768,0,19,11,716,82,1940,1142,9,8,9,323,22,114,106,15,110
32,"SATU MARE","SCOALA GIMNAZIALA BELTIUG",136,BELTIUG,136964,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:06:27",1093,1052,2,12,27,598,559,0,12,27,540,58,1200,602,2,7,7,324,4,18,63,101,14
32,"SATU MARE","SCOALA GIMNAZIALA CAMIN",162,CĂMIN,179677,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:47",1160,1117,3,17,23,806,764,2,17,23,703,103,1251,445,4,2,1,60,9,12,8,592,15
32,"SATU MARE","SCOALA GIMNAZIALA CERTEZE",175,CERTEZE,137407,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:07:43",1393,1380,0,7,6,594,581,0,7,6,513,81,1625,1031,1,6,31,189,9,89,40,11,137
32,"SATU MARE","SCOALA GIMNAZIALA CERTEZE",174,CERTEZE,137407,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:55",1482,1452,0,8,22,551,521,0,8,22,456,95,1600,1049,0,2,18,182,7,86,38,5,118
32,"SATU MARE","ŞCOALA GIMNAZIALĂ CIDREAG",271,PORUMBEŞTI,180028,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:08",860,848,0,7,5,422,410,0,7,5,357,65,969,547,21,8,1,10,3,11,2,291,10
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” CONSTANTIN BRÂNCOVEANU ”",69,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:59",1579,1542,22,13,2,569,554,0,13,2,554,13,1700,1133,5,6,83,112,12,90,8,220,18
32,"SATU MARE","SCOALA GIMNAZIALA CU CLASELE I-IV OSVAREU",154,BOTIZ,137185,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:39",1725,1718,1,5,1,769,763,0,5,1,696,67,1888,1125,68,7,63,226,22,69,14,129,98
32,"SATU MARE","ȘCOALA GIMNAZIALĂ DOBRA",294,SUPUR,138921,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:58",751,743,0,8,0,354,346,0,8,0,327,27,800,446,3,2,1,10,2,15,1,292,1
32,"SATU MARE","SCOALA GIMNAZIALA DRAGUSENI",319,TURULUNG,139214,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:40",1143,1128,0,1,14,342,327,0,1,14,314,28,1300,958,0,6,8,116,23,86,45,19,11
32,"SATU MARE","ŞCOALA GIMNAZIALĂ DR. STEFAN VONHÁZ",258,PETREŞTI,138501,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:39",1307,1280,3,5,19,564,538,2,5,19,471,93,1400,836,11,1,2,36,2,20,2,374,23
32,"SATU MARE","SCOALA GIMNAZIALA DR. STEFAN VONHAZ PETRESTI",259,PETREŞTI,138501,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:18",342,323,0,11,8,156,137,0,11,8,130,26,391,235,1,1,8,23,2,10,1,76,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” DR. VASILE LUCACIU ” ( SC. CU CL. I-VIII ”DR. V. LUCACIU” )",51,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:11",1001,984,4,9,4,469,456,0,9,4,458,10,1099,630,3,3,51,81,6,28,14,252,20
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” DR. VASILE LUCACIU ” ( SC. CU CL. I-VIII ”DR. V. LUCACIU” )",50,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:40",1182,1162,5,11,4,450,435,0,11,4,439,11,1300,850,4,2,39,55,19,33,7,268,12
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ” FÉNYI ISTVÁN ” CĂPLENI",164,CĂPLENI,136553,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:26",1461,1433,0,3,25,797,769,0,3,25,777,20,1592,795,127,0,2,25,1,6,0,611,5
32,"SATU MARE","ȘCOALA GIMNAZIALĂ GHERȚA MARE, CORP A",316,TURŢ,139170,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:37",1352,1346,0,2,4,453,447,0,2,4,403,50,1608,1155,0,3,32,249,38,47,13,5,16
32,"SATU MARE","ȘCOALA GIMNAZIALĂ GIOROCUTA",295,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:12",607,590,0,17,0,321,304,0,17,0,291,30,600,279,0,3,3,189,3,66,3,6,18
32,"SATU MARE","SCOALA GIMNAZIALA GIURTELECU HODODULUI",210,HODOD,137844,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:29",451,423,2,3,23,251,225,0,3,23,225,26,510,259,1,1,6,33,73,75,2,10,24
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” GRIGORE MOISIL ” (ŞC. CU CLS.I-VIII” GRIGORE MOISIL ”)",60,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:43:09",1207,1148,13,21,25,519,473,0,21,25,507,12,1300,781,6,0,64,77,12,43,6,286,13
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” GRIGORE MOISIL ” (ŞC. CU CLS.I-VIII” GRIGORE MOISIL ”)",61,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:25",1020,1000,4,10,6,399,383,0,10,6,389,10,1100,701,3,4,53,80,12,32,16,182,7
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",4,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:11",1384,1375,1,8,0,484,476,0,8,0,478,6,1500,1016,3,5,81,115,16,69,14,168,7
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",5,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:01",1184,1176,2,6,0,427,421,0,6,0,417,10,1305,878,6,2,44,95,18,63,14,152,23
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",6,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:27",1216,1207,1,6,2,482,474,0,6,2,472,10,1300,818,5,3,54,120,15,59,19,178,19
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” ION CREANGĂ ”(ŞC. CU CLS.I-VIII” ION CREANGĂ ”)",7,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:00",1490,1477,4,6,3,600,591,0,6,3,582,18,1700,1100,1,5,66,152,16,50,16,242,34
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ”IOSIF ŢIPROC” DUMBRAVA",98,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:48",958,948,1,9,0,329,320,0,9,0,312,17,1100,771,3,1,4,132,8,103,13,40,8
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",10,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:24:16",1185,1177,2,6,0,432,426,0,6,0,426,6,1303,871,1,2,50,97,13,59,14,174,16
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",11,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:02",1305,1300,0,5,0,468,463,0,5,0,459,9,1401,933,2,4,58,130,17,36,15,176,21
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",9,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:59:58",1230,1220,1,9,0,446,437,0,9,0,442,4,1400,954,2,3,63,106,18,52,6,177,15
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” LUCIAN BLAGA ” (ŞC. CU CLS.I-VIII ” LUCIAN BLAGA ”)",8,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:32",1361,1350,2,9,0,460,451,0,9,0,451,9,1498,1038,2,7,52,120,24,55,16,156,19
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",25,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:02",1363,1355,0,7,1,335,327,0,7,1,322,13,1505,1170,4,2,23,67,10,25,16,166,9
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",26,"MUNICIPIUL SATU MARE",136483,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 18:27:47",1218,1201,1,8,8,439,423,0,8,8,429,10,1306,867,0,3,36,69,9,45,25,227,15
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",24,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:09:39",1681,1663,1,9,8,587,570,0,9,8,566,21,2000,1413,11,3,56,93,19,45,12,307,20
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” MIRCEA ELIADE ” ( ŞC. CU CLS.I-VIII” MIRCEA ELIADE ”)",23,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:24",1398,1381,0,9,8,491,474,0,9,8,487,4,2408,1917,3,6,56,74,14,51,11,256,16
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ”MOISE SORA NOVAC” HUREZU MARE",296,SUPUR,138921,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:37:53",284,272,0,12,0,158,146,0,12,0,151,7,300,142,0,2,0,103,1,16,3,19,7
32,"SATU MARE","ŞCOALA GIMNAZIALĂ NR.1",78,"MUNICIPIUL CAREI",136526,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:23:02",1668,1644,11,12,1,559,546,0,12,1,520,39,1809,1250,2,5,23,53,14,47,8,357,11
32,"SATU MARE","ŞCOALA GIMNAZIALĂ NR.3",82,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:13:37",1588,1573,2,8,5,578,565,0,8,5,556,22,1762,1184,3,2,45,70,18,77,7,298,36
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",15,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:57",1489,1483,0,6,0,512,506,0,6,0,504,8,1700,1188,1,5,78,120,37,70,20,151,22
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",12,"MUNICIPIUL SATU MARE",136483,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 20:45:59",1245,1235,1,6,3,439,430,0,6,3,433,6,1400,961,3,3,61,59,17,39,10,236,5
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",13,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:05",1192,1182,3,7,0,410,403,0,7,0,399,11,1308,898,9,4,56,101,17,48,17,130,17
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” OCTAVIAN GOGA ” (ŞC. CU CLS.I-VIII” OCTAVIAN GOGA ”)",14,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:44",1371,1358,1,11,1,469,457,0,11,1,460,9,1500,1031,4,5,69,112,27,51,21,142,29
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",242,ODOREU,138280,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:22",1313,1295,1,2,15,646,628,1,2,15,624,22,1446,800,4,3,25,381,40,26,15,111,19
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",241,ODOREU,138280,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:34",1298,1283,2,2,11,652,640,0,2,10,623,29,1421,769,2,0,20,393,47,26,16,101,18
32,"SATU MARE","SCOALA GIMNAZIALA ORASU NOU SALA DE CLASĂ 1",245,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:48",711,679,1,6,25,419,388,0,6,25,379,40,805,386,0,1,4,9,5,12,0,339,9
32,"SATU MARE","SCOALA GIMNAZIALA ORASU NOU SALA DE CLASĂ 2",246,"ORAŞU NOU",138351,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:11",889,848,1,8,32,524,485,0,8,31,499,25,960,436,9,0,10,11,7,4,0,455,3
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” LAZURI",224,LAZURI,137960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:22",1163,1148,1,3,11,637,623,0,3,11,607,30,1290,653,39,3,15,39,6,34,10,444,17
32,"SATU MARE","SCOALA GIMNAZIALĂ ”PETOFI SANDOR” LIVADA",94,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:02",993,978,2,5,8,485,472,0,5,8,470,15,1100,615,5,1,1,31,1,25,4,397,5
32,"SATU MARE","ŞCOALA GIMNAZIALĂ PETOFI SANDOR LIVADA",96,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:11",1694,1663,1,10,20,837,806,1,10,20,803,34,1800,963,8,3,4,61,5,39,9,665,9
32,"SATU MARE","ȘCOALA GIMNAZIALĂ PIȘCOLT",265,PIŞCOLT,138574,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:01",326,318,0,8,0,172,164,0,8,0,160,12,352,180,0,1,3,96,11,33,11,2,3
32,"SATU MARE","ȘCOALA GIMNAZIALĂ PIȘCOLT",264,PIŞCOLT,138574,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:11",362,345,0,13,4,217,200,0,13,4,207,10,404,187,0,2,4,84,4,19,61,15,18
32,"SATU MARE","SCOALA GIMNAZIALA POIANA CODRULUI",185,CRUCIŞOR,137504,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:53:47",1225,1190,0,6,29,799,764,0,6,29,732,67,1326,527,5,7,41,208,147,190,47,47,40
32,"SATU MARE","ŞCOALA GIMNAZIALĂ PORUMBEŞTI",270,PORUMBEŞTI,180028,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:37",1218,1191,5,1,21,690,666,2,1,21,651,39,1310,620,39,2,2,16,4,7,0,568,13
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” RÁKÓCZI FERENC ”",67,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:07",1214,1194,1,12,7,607,588,0,12,7,596,11,1300,693,3,1,19,35,14,12,10,489,13
32,"SATU MARE","ȘCOALA GIMNAZIALĂ ” RÁKÓCZI FERENC ”",68,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:10",1631,1581,30,9,11,739,718,1,9,11,730,9,1800,1061,1,3,59,92,12,36,7,513,7
32,"SATU MARE","ŞCOALA GIMNAZIALĂ RĂTEŞTI",140,BELTIUG,136964,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:46",604,595,1,5,3,290,282,0,5,3,229,61,650,360,1,2,1,78,12,38,57,36,4
32,"SATU MARE","SCOALA GIMNAZIALA SANTAU",279,SANTĂU,138734,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:55",1398,1339,0,17,42,771,712,0,17,42,742,29,1500,729,9,2,5,531,6,29,18,128,14
32,"SATU MARE","ŞCOALA GIMNAZIALĂ SĂRĂUAD",117,"ORAŞ TĂŞNAD",136642,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:53",830,806,0,12,12,487,463,0,12,12,410,77,910,423,4,8,5,71,3,52,144,90,33
32,"SATU MARE","ȘCOALA GIMNAZIALĂ - SĂTMĂREL ( ŞC. CU CLS.I-VIII - SĂTMĂREL)",46,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:16",1177,1174,0,3,0,440,437,0,3,0,415,25,1300,860,0,3,50,171,13,120,14,18,26
32,"SATU MARE","SCOALA GIMNAZIALA SOCOND",288,SOCOND,138869,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:59",547,527,2,11,7,296,278,0,11,7,263,33,560,264,1,1,4,187,12,37,5,8,8
32,"SATU MARE","SCOALA GIMNAZIALA STANA",292,SOCOND,138869,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:36",794,789,0,5,0,542,537,0,5,0,496,46,907,365,1,0,0,357,10,108,1,13,6
32,"SATU MARE","SCOALA GIMNAZIALA TARSOLT",304,TÂRŞOLŢ,139143,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:34",846,830,0,1,15,216,200,0,1,15,181,35,900,684,2,1,18,91,12,24,1,0,32
32,"SATU MARE","SCOALA GIMNAZIALA TARSOLT",303,TÂRŞOLŢ,139143,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:13",1337,1321,0,3,13,404,388,0,3,13,318,86,1500,1096,0,4,17,193,51,19,5,7,22
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",112,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:16",1542,1530,1,4,7,695,684,0,4,7,682,13,1710,1015,3,16,28,173,17,104,112,200,29
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",111,"ORAŞ TĂŞNAD",136642,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:28:15",1217,1151,0,21,45,742,676,0,21,45,710,32,1310,568,4,10,19,140,11,87,122,286,31
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",113,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:12:07",1585,1548,0,12,25,898,861,0,12,25,869,29,1710,812,8,11,21,237,15,83,152,309,33
