precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ÎMPREUNĂ PENTRU MOLDOVA-voturi","PARTIDUL VERDE-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL RE:START ROMÂNIA-voturi","ALIANȚA USR PLUS-voturi"
24,IAŞI,"GRĂDINIŢA NR. 2, PĂŞCĂNENI",446,FOCURI,97063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:25",1488,1482,0,6,0,786,780,0,6,0,631,155,1600,814,14,220,5,332,11,13,0,1,4,13,2,16
24,IAŞI,"GRADINITA SIIRETUL",267,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:16",1550,1536,1,13,0,465,452,0,13,0,433,32,1700,1235,42,186,14,93,26,11,0,6,14,3,3,35
24,IAŞI,"GRADINITA VATRA",262,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:27",1400,1386,3,11,0,494,483,0,11,0,460,34,1500,1006,31,183,16,127,27,9,2,2,20,1,5,37
24,IAŞI,"GRUP ŞCOLAR COZMESTI",402,COZMEŞTI,96593,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:43:10",1213,1162,0,31,20,691,640,0,31,20,584,107,1300,609,13,89,4,231,197,7,0,1,16,14,2,10
24,IAŞI,"GRUP SCOLAR MIHAI BUSUIOC",276,"MUNICIPIUL PAŞCANI",95391,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:45:25",1255,1243,1,10,1,428,416,1,10,1,416,12,1400,972,29,192,18,97,26,9,0,3,12,3,3,24
24,IAŞI,"GRUP SCOLAR MIHAI BUSUIOC",277,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:18",1103,1095,0,8,0,367,359,0,8,0,354,13,1200,833,34,133,15,100,18,6,1,1,12,2,6,26
24,IAŞI,"GRUP SCOLAR SCHEIA",663,ŞCHEIA,99290,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:31",933,911,0,22,0,499,477,0,22,0,415,84,1000,501,72,97,3,204,14,3,2,0,5,2,2,11
24,IAŞI,"IMOBIL PROPRIETATE PRIVATA VRABIE CALIPSA",759,VOINEŞTI,100219,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:48:21",119,108,0,10,1,71,60,0,10,1,58,13,100,29,3,21,3,20,5,1,0,0,1,0,3,1
24,IAŞI,"LICEUL MIRON COSTIN",275,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:24",1235,1223,0,12,0,441,429,0,12,0,421,20,1400,959,38,155,15,140,15,7,3,0,16,5,2,25
24,IAŞI,"LICEUL MIRON COSTIN",274,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:22:40",1294,1283,0,9,2,430,419,0,9,2,403,27,1400,970,32,179,15,107,20,10,1,2,16,4,1,16
24,IAŞI,"LICEUL TEHNOLOGIC BRAESTI",348,BRĂEŞTI,96058,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 19:43:13",1009,945,0,8,56,561,497,0,8,56,518,42,1100,540,40,395,6,43,19,6,0,0,2,7,0,0
24,IAŞI,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ŢIBANA",695,ŢIBANA,99673,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:14:34",740,737,0,2,1,290,287,0,2,1,253,37,800,510,23,56,8,116,28,1,1,0,0,6,0,14
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",172,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:49",1355,1349,0,6,0,384,378,0,6,0,372,12,1500,1116,16,133,7,73,18,8,3,4,23,5,5,77
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",169,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:25",1733,1725,0,8,0,174,166,0,8,0,167,7,1900,1726,5,69,3,20,8,5,1,3,6,0,2,45
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",170,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:44:29",1691,1680,4,7,0,41,34,0,7,0,40,1,1900,1859,2,16,0,8,3,2,0,0,2,0,0,7
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",171,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:11",1608,1599,1,8,0,278,270,0,8,0,269,9,1800,1522,7,86,6,62,11,8,1,6,11,2,4,65
24,IAŞI,"LICEUL TEHNOLOGIC DUMESTI",433,DUMEŞTI,96940,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:29",1381,1365,2,10,4,719,705,0,10,4,644,75,1400,681,32,220,52,140,56,105,2,3,12,4,3,15
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",548,MOGOŞEŞTI,98113,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:17",1349,1341,2,4,2,714,708,0,4,2,638,76,1500,786,23,336,3,154,33,8,0,29,34,7,3,8
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",549,MOGOŞEŞTI,98113,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:16",1032,1028,0,4,0,472,468,0,4,0,415,57,1100,628,9,219,1,90,21,11,2,20,27,2,2,11
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",95,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:56",1343,1336,0,7,0,392,385,0,7,0,373,19,1500,1108,11,120,7,67,16,13,1,9,16,4,4,105
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",96,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:00",1081,1071,1,9,0,379,370,0,9,0,366,13,1200,821,18,120,9,64,20,12,1,3,12,1,4,102
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",94,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:52",1001,990,2,8,1,255,246,0,8,1,242,13,1100,845,10,88,2,43,13,6,0,4,10,0,2,64
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",97,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:50",1031,1025,0,6,0,286,280,0,6,0,264,22,1100,814,5,82,3,56,18,6,1,4,16,3,3,67
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",66,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:40",1230,1219,1,10,0,359,349,0,10,0,350,9,1400,1041,9,109,5,76,14,12,0,8,22,5,5,85
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",69,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:17",1348,1339,0,9,0,415,406,0,9,0,392,23,1500,1085,15,131,5,79,18,9,0,11,21,3,5,95
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",68,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:58",1294,1285,0,9,0,387,378,0,9,0,372,15,1400,1013,11,119,12,71,18,13,0,5,16,1,2,104
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",67,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:34",1469,1459,0,10,0,401,391,0,10,0,374,27,1600,1199,13,152,5,69,16,8,3,8,12,4,2,82
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP A",29,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:18",1517,1469,37,11,0,480,468,1,11,0,465,15,1600,1120,24,157,10,71,27,9,2,10,20,2,7,126
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",83,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:56",1186,1180,1,5,0,368,363,0,5,0,353,15,1300,932,15,105,4,68,15,16,3,8,20,4,4,91
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",82,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:03",1382,1372,1,9,0,353,344,0,9,0,345,8,1600,1247,14,100,10,55,20,5,0,9,15,4,4,109
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",84,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:27",1225,1215,1,9,0,369,360,0,9,0,356,13,1400,1031,9,132,8,58,23,8,1,4,6,2,5,100
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",81,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:12",1155,1144,0,11,0,328,317,0,11,0,317,11,1300,972,11,114,6,66,14,7,0,3,17,5,4,70
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",80,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:42",1111,1102,0,9,0,310,301,0,9,0,291,19,1300,990,15,100,4,73,11,5,0,0,14,4,4,61
24,IAŞI,"LICEUL TEHNOLOGIC HÎRLĂU",285,"ORAŞ HÂRLĂU",95355,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:43",1682,1673,0,9,0,452,443,0,9,0,416,36,1800,1348,68,89,12,162,34,11,2,9,2,5,2,20
24,IAŞI,"LICEUL TEHNOLOGIC LESPEZI",509,LESPEZI,97606,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:30",810,806,0,4,0,364,360,0,4,0,317,47,900,536,23,131,10,81,25,4,1,0,16,4,0,22
24,IAŞI,"LICEUL TEHNOLOGIC LUNGANI",520,LUNGANI,97722,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:40",892,880,0,2,10,474,464,0,2,8,436,38,1000,526,8,249,4,111,22,13,0,1,0,7,2,19
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",176,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:44:31",971,964,0,7,0,287,280,0,7,0,270,16,1100,814,10,90,8,57,10,7,0,6,10,2,2,68
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",179,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:57",903,893,3,7,0,269,262,0,7,0,254,15,1000,731,20,85,9,36,15,6,1,4,17,2,3,56
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",178,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:57",797,787,0,10,0,215,205,0,10,0,194,21,900,685,14,61,2,29,10,6,0,5,5,0,1,61
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",177,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:31",955,946,0,9,0,278,269,0,9,0,266,12,1100,822,17,85,2,53,9,6,2,8,16,5,3,60
24,IAŞI,"LICEUL TEHNOLOGIC PLUGARI",571,PLUGARI,98337,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:33",1586,1512,0,1,73,680,606,0,1,73,649,31,1700,1020,12,561,1,49,5,7,0,1,0,5,0,8
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",44,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:52",1325,1294,18,13,0,347,334,0,13,0,334,13,1500,1153,6,100,7,44,12,14,5,7,7,2,8,122
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",45,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:01",1002,988,4,10,0,276,266,0,10,0,265,11,1100,824,16,85,2,38,9,10,0,6,11,4,3,81
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",46,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:59",1275,1255,8,12,0,419,407,0,12,0,394,13,1400,983,16,148,7,48,24,4,1,7,14,2,3,120
24,IAŞI,"LICEUL TEHNOLOGIC VLADENI",746,VLĂDENI,100148,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:57",1382,1370,0,1,11,690,678,0,1,11,631,59,1502,812,25,322,7,181,27,7,1,1,31,5,0,24
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",134,"MUNICIPIUL IAŞI",95060,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:58:20",1476,1463,1,11,1,371,359,0,11,1,355,15,1600,1230,24,92,5,75,17,5,2,7,16,2,3,107
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",138,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:55",1532,1518,2,12,0,191,179,0,12,0,183,8,1700,1509,8,59,2,31,16,3,2,6,12,1,4,39
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",133,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:21",1433,1426,0,7,0,240,233,0,7,0,233,7,1600,1360,10,71,5,39,13,3,2,5,27,1,5,52
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",136,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:32",1518,1515,0,3,0,136,133,0,3,0,126,10,1700,1564,3,44,5,22,4,4,0,3,4,1,2,34
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",137,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:30",1456,1452,0,4,0,181,177,0,4,0,174,7,1600,1419,7,51,4,35,6,5,2,7,7,1,3,46
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",135,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:50",1406,1391,4,11,0,199,188,0,11,0,191,8,1600,1401,9,63,5,33,10,8,0,6,4,1,4,48
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",132,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:57",1423,1413,0,10,0,189,179,0,10,0,186,3,1600,1411,13,58,6,29,12,8,0,7,7,3,2,41
24,IAŞI,"LICEUL TEORETIC DE INFORMATICĂ ”GRIGORE MOISIL”",39,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:18",1831,1713,96,22,0,552,529,1,22,0,545,7,1900,1348,20,173,8,55,30,9,9,11,20,1,9,200
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",231,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:38",1338,1327,0,11,0,428,417,0,11,0,415,13,1500,1072,16,148,3,60,17,14,0,15,15,4,4,119
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",234,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:25",1373,1362,3,8,0,435,427,0,8,0,418,17,1500,1065,11,130,6,69,28,7,2,8,24,2,2,129
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",233,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:28",1211,1201,2,8,0,387,379,0,8,0,380,7,1300,913,14,125,11,68,22,9,1,4,8,2,0,116
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",232,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:48",1315,1308,1,6,0,434,428,0,6,0,419,15,1500,1066,11,130,8,52,15,6,2,11,23,5,3,153
24,IAŞI,"LICEUL TEORETIC ”ION NECULCE”",310,"ORAŞ TÂRGU FRUMOS",95471,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:37",1530,1512,2,10,6,584,568,0,10,6,548,36,1700,1116,24,158,9,232,38,16,0,2,7,4,4,54
24,IAŞI,"LICEUL TEORETIC LASCAR ROSETTI",598,RĂDUCĂNENI,98685,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:03",1270,1237,0,9,24,551,518,0,9,24,476,75,1400,849,25,157,12,175,34,8,1,2,37,10,2,13
24,IAŞI,"LICEUL TEORETIC LASCAR ROSETTI",597,RĂDUCĂNENI,98685,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:08",1244,1237,0,4,3,504,497,0,4,3,446,51,1300,796,13,228,10,110,24,5,1,2,19,9,0,25
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",91,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:59",1232,1221,0,11,0,447,436,0,11,0,435,12,1400,953,20,131,9,88,25,9,2,7,20,1,3,120
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",93,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:50",463,456,0,7,0,463,456,0,7,0,449,14,1700,1237,29,133,5,72,18,18,1,12,22,3,5,131
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",90,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:05",1377,1368,2,7,0,428,421,0,7,0,422,6,1500,1072,16,156,8,60,17,10,1,9,19,3,4,119
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",89,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:49",1074,1064,2,8,0,289,281,0,8,0,282,7,1200,911,16,89,10,48,17,4,3,8,21,1,3,62
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",92,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:01",1420,1411,0,9,0,377,368,0,9,0,371,6,1600,1223,20,114,8,89,22,4,4,9,21,5,8,67
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",51,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:47",1290,1241,28,21,0,415,394,0,21,0,408,7,1400,985,13,112,12,88,14,1,5,11,14,3,7,128
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",49,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:03",1142,1104,26,12,0,414,402,0,12,0,399,15,1200,786,14,127,7,77,23,6,0,6,17,2,3,117
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",50,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:04",622,576,36,10,0,195,185,0,10,0,186,9,600,405,11,59,3,30,10,7,2,2,6,3,2,51
24,IAŞI,"MAGAZIN CRIVESTI",658,STRUNGA,99209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:03",255,248,0,4,3,117,110,0,4,3,102,15,302,185,13,22,16,33,11,4,0,0,0,1,1,1
24,IAŞI,"MAGAZIN MOBILA TOFAN",543,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:02",1959,1936,5,18,0,746,727,1,18,0,731,15,2100,1354,28,205,20,76,60,14,1,7,33,0,14,273
24,IAŞI,"PRIMARIA COMUNEI TOMESTI",682,TOMEŞTI,95293,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:26",1194,1181,6,7,0,363,356,0,7,0,352,11,1300,937,17,168,0,57,29,10,0,6,17,0,3,45
24,IAŞI,"PT 27 - TATARASI",253,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:27:49",1945,1932,0,13,0,17,4,0,13,0,17,0,2200,2183,1,2,0,4,1,0,0,1,2,0,0,6
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",116,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:05",1504,1488,1,12,3,333,318,0,12,3,309,24,1700,1367,21,119,2,45,8,12,0,7,30,2,3,60
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",117,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:29",1260,1247,2,11,0,292,281,0,11,0,281,11,1400,1108,14,100,7,47,21,4,0,6,16,2,3,61
24,IAŞI,"PUNCT SANITAR CUZA-VODĂ",507,IPATELE,97553,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:21",400,383,0,4,13,231,214,0,4,13,218,13,400,169,4,16,4,132,23,0,0,0,1,7,0,31
24,IAŞI,"SALA DE SPORT -MIROSLAVA",534,MIROSLAVA,97919,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:05",1300,1292,1,7,0,515,508,0,7,0,497,18,1400,885,19,241,1,53,26,7,3,6,26,3,5,107
24,IAŞI,"SALA DE SPORT SINEŞTI",644,SINEŞTI,99058,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:29",1306,1266,0,11,29,609,569,0,11,29,542,67,1400,791,5,367,36,56,65,2,0,0,1,2,3,5
24,IAŞI,"SAT BADENI, SEDIU SCOALA BADENI",638,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:38",1022,1019,3,0,0,397,397,0,0,0,347,50,1100,703,14,230,2,66,12,5,0,0,2,4,0,12
24,IAŞI,"SAT FETESTI, SEDIU SCOALA COORD.",639,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:22",1061,1054,0,7,0,428,421,0,7,0,377,51,1200,772,9,246,4,47,33,6,0,1,2,1,0,28
24,IAŞI,"SAT ROȘU NR. 87 IMOBIL PROPRIETATE PRIVATĂ NĂVĂLICI ELENA",602,RĂDUCĂNENI,98685,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:14",549,539,0,8,2,189,179,0,8,2,150,39,600,411,6,46,2,74,10,3,0,0,0,7,1,1
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA VECHE SCOBINTI",636,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:09",1245,1240,0,5,0,461,456,0,5,0,421,40,1400,939,18,297,3,63,10,4,0,0,1,1,0,24
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA ZVARICI- SCOBINTI",637,SCOBINŢI,98998,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:13",286,276,0,10,0,122,112,0,10,0,102,20,300,178,3,77,1,13,5,1,0,1,0,1,0,0
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA REDIU",641,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:26",260,250,0,10,0,121,111,0,10,0,109,12,300,179,5,74,0,12,5,3,1,0,0,0,2,7
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA STICLARIA",640,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:58",1218,1214,0,4,0,532,528,0,4,0,486,46,1300,768,9,336,5,77,20,4,3,1,2,6,0,23
24,IAŞI,"SAT .ZAGAVIA ,CU SEDIUL LA SCOALA ZAGAVIA",642,SCOBINŢI,98998,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:33",952,944,1,7,0,369,362,0,7,0,322,47,1000,631,6,227,2,49,11,6,0,0,9,4,1,7
24,IAŞI,"SCAOALA VALEA LUNGA",495,HOLBOCA,95159,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:50:37",280,269,0,11,0,152,141,0,11,0,143,9,300,148,8,101,0,9,3,1,1,3,6,2,0,9
24,IAŞI,"SC. GIMNAZIALA GROZESTI",472,GROZEŞTI,97394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:56:41",979,918,0,6,55,570,510,0,6,54,520,50,1000,430,60,168,5,235,29,1,1,2,9,4,2,4
24,IAŞI,"ŞCOALA AL. I. CUZA",294,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:25",1008,1000,1,4,3,474,467,0,4,3,424,50,1100,626,13,289,14,69,14,4,1,1,1,4,1,13
24,IAŞI,"ŞCOALA AL. I. CUZA",297,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:06:48",1142,1134,0,3,5,567,559,0,3,5,528,31,1200,641,10,285,12,123,25,8,2,2,3,3,2,53
24,IAŞI,"ŞCOALA AL. I. CUZA",293,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:10",1303,1287,1,5,10,570,555,0,5,10,540,30,1400,830,27,280,13,115,24,9,0,9,7,5,5,46
24,IAŞI,"ŞCOALA AL. I. CUZA",295,"ORAŞ PODU ILOAIEI",98373,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:08:52",859,852,0,0,7,419,412,0,0,7,389,30,900,481,20,235,22,72,17,2,1,0,5,2,2,11
