precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIA MARE-voturi","""ALIANȚA ÎMPREUNĂ PENTRU BOTOȘANI PARTIDUL VERDE-P.N.Ț.C.D.""-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","BĂLĂUCĂ MARIA-CRISTINA-voturi"
7,BOTOŞANI,"SCOALA CU CL I-IV BOROLEA",266,HĂNEŞTI,37618,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:55",298,286,0,4,8,180,168,0,4,8,170,10,327,147,3,3,44,1,114,1,0,0,4,0,0
7,BOTOŞANI,"SCOALA CU CL .I-IV DRAGALINA",272,HLIPICENI,37734,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:51",306,306,0,0,0,162,162,0,0,0,148,14,336,174,1,7,33,4,94,5,1,0,0,3,0
7,BOTOŞANI,"SCOALA CU CL I-IV MESTEACAN",195,CORNI,36756,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:57",357,353,0,4,0,157,153,0,4,0,142,15,387,230,7,9,87,3,21,0,7,1,4,1,2
7,BOTOŞANI,"SCOALA CU CL. I - VIII DRACSANI",371,SULIŢA,39051,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:21:05",1151,1122,0,4,25,677,648,0,4,25,646,31,1262,585,106,109,163,75,160,6,15,2,6,3,1
7,BOTOŞANI,"SCOALA CU CL.I-VIII HLIPICENI",271,HLIPICENI,37734,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:46:14",1353,1347,1,5,0,646,641,0,5,0,597,49,1483,837,23,80,211,22,221,12,4,2,12,4,6
7,BOTOŞANI,"ȘCOALA CU CL I-VIII HORODIȘTEA",328,PĂLTINIŞ,38492,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:57",674,631,0,35,8,314,271,0,35,8,303,11,690,376,3,34,55,4,198,1,2,1,3,1,1
7,BOTOŞANI,"SCOALA CU CL I-VIII SARAFINESTI",194,CORNI,36756,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:37",1184,1180,0,4,0,451,447,0,4,0,401,50,1295,844,40,13,244,6,65,7,10,4,6,5,1
7,BOTOŞANI,"SCOALA CU CL I-VIII SULITA",370,SULIŢA,39051,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:59:22",1313,1279,0,8,26,838,804,0,8,26,782,56,1432,594,53,95,199,245,133,16,19,7,7,7,1
7,BOTOŞANI,"SCOALA CU CL.I-VIII VICTORIA",273,HLIPICENI,37734,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:48:56",1124,1121,1,0,2,553,551,0,0,2,518,35,1234,681,18,32,202,7,213,16,2,0,12,14,2
7,BOTOŞANI,"SCOALA CUCORĂNI",302,"MIHAI EMINESCU",38063,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:11:53",666,658,1,7,0,395,387,1,7,0,376,19,724,329,12,72,70,14,181,10,2,1,8,3,3
7,BOTOŞANI,"ȘCOALA CUZLĂU",327,PĂLTINIŞ,38492,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:03:11",441,412,0,22,7,223,194,0,22,7,201,22,477,254,8,11,36,1,135,3,2,2,0,3,0
7,BOTOŞANI,"ŞCOALA DACIA",323,NICŞENI,38456,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:36:07",137,127,0,10,0,88,78,0,10,0,75,13,139,51,1,34,8,6,15,1,1,0,3,4,2
7,BOTOŞANI,"SCOALA DIMITRIE POMPEIU BROSCAUTI",169,BROSCĂUŢI,36426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:20:56",1508,1460,1,5,42,926,879,0,5,42,870,56,1643,717,152,68,480,17,118,7,10,2,11,2,3
7,BOTOŞANI,"ȘCOALA DOBIRCENI",230,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:26",666,650,1,7,8,430,415,0,7,8,393,37,772,342,7,63,166,1,106,11,2,2,33,0,2
7,BOTOŞANI,"SCOALA DRAGALINA",213,CRISTINEŞTI,36952,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:57:42",548,517,0,24,7,351,320,0,24,7,315,36,566,215,46,17,78,5,141,6,6,1,8,4,3
7,BOTOŞANI,"SCOALA DRAXINI",161,BĂLUŞENI,36300,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:02",1530,1481,0,5,44,814,768,0,5,41,735,79,1672,858,189,34,314,10,125,15,5,0,31,8,4
7,BOTOŞANI,"ŞCOALA EŞANCA",120,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:35",264,254,0,9,1,114,104,0,9,1,101,13,285,171,5,4,26,6,56,1,1,1,0,1,0
7,BOTOŞANI,"SCOALA FLONDORA",295,MANOLEASA,37958,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:08",433,424,0,5,4,226,217,0,5,4,209,17,468,242,12,17,140,0,30,9,0,0,1,0,0
7,BOTOŞANI,"SCOALA FUNDU HERTII",214,CRISTINEŞTI,36952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:46",625,605,0,9,11,383,363,0,9,11,349,34,675,292,97,39,83,3,114,6,5,1,1,0,0
7,BOTOŞANI,"ŞCOALA GENERALĂ",374,ŞENDRICENI,39122,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:49",497,491,0,6,0,247,241,0,6,0,224,23,539,292,31,7,102,18,56,4,2,2,1,1,0
7,BOTOŞANI,"SCOALA GENERALA ARBOREA",250,"GEORGE ENESCU",37397,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:54",348,345,0,2,1,188,185,0,2,1,172,16,382,194,3,20,71,6,66,2,3,0,0,1,0
7,BOTOŞANI,"SCOALA GENERALA.BAICENI",218,CURTEŞTI,35759,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:41",747,737,0,8,2,382,372,0,8,2,346,36,809,427,7,12,217,9,91,6,0,0,2,1,1
7,BOTOŞANI,"ŞCOALA GENERALA BATRANESTI",254,GORBĂNEŞTI,37459,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:43",214,209,0,5,0,128,123,0,5,0,119,9,231,103,0,37,64,5,12,0,0,0,1,0,0
7,BOTOŞANI,"SCOALA GENERALA BERZA",357,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:28:45",178,169,0,9,0,105,96,0,9,0,100,5,187,82,1,9,34,0,51,2,1,0,0,0,2
7,BOTOŞANI,"SCOALA GENERALA BODEASA",136,"ORAŞ SĂVENI",36060,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:28:21",345,337,0,6,2,182,174,0,6,2,167,15,383,201,5,2,146,1,6,4,1,0,0,0,2
7,BOTOŞANI,"SCOALA GENERALA BOGDANESTI",358,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:08",322,308,1,6,7,189,176,0,6,7,178,11,348,159,5,10,77,0,79,0,1,0,4,1,1
7,BOTOŞANI,"ŞCOALA GENERALĂ COBÎLA",373,ŞENDRICENI,39122,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:04",777,773,0,4,0,400,396,0,4,0,379,21,844,444,50,30,169,2,100,11,4,2,7,3,1
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV",363,STĂUCENI,35884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:58:31",553,539,0,8,6,289,275,0,8,6,252,37,598,309,6,4,71,7,135,5,11,0,4,6,3
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV",362,STĂUCENI,35884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:51",436,429,0,5,2,256,249,0,5,2,245,11,469,213,3,7,111,2,119,0,0,0,3,0,0
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV COSTINESTI",285,LEORDA,37850,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:41",186,169,0,17,0,131,114,0,17,0,122,9,185,54,16,1,23,2,69,4,1,1,4,0,1
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-VIII PATRIARH TEOCTIST ARAPASU",364,STĂUCENI,35884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:21",897,884,0,5,8,500,487,0,5,8,443,57,974,474,9,5,186,8,221,4,2,1,2,3,2
7,BOTOŞANI,"ŞCOALA GENERALA DOINA",345,RĂUSENI,38679,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:48",423,420,0,3,0,236,233,0,3,0,202,34,462,226,33,4,129,7,22,3,4,0,0,0,0
7,BOTOŞANI,"ŞCOALA GENERALĂ GEORGE COSBUC",255,GORBĂNEŞTI,37459,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:24",195,189,0,6,0,103,97,0,6,0,99,4,210,107,3,33,40,3,16,2,1,0,0,1,0
7,BOTOŞANI,"SCOALA GENERALA ILISENI",360,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:51",333,331,0,1,1,197,195,0,1,1,180,17,364,167,4,9,91,0,74,0,0,0,0,1,1
7,BOTOŞANI,"SCOALA GENERALA MANASTIREA DOAMNEI",219,CURTEŞTI,35759,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:07:28",1035,1024,0,7,4,502,491,0,7,4,484,18,1145,643,22,79,206,3,134,4,2,0,17,3,14
7,BOTOŞANI,"SCOALA GENERALA NR. 1 LEORDA",284,LEORDA,37850,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:44:29",1199,1140,1,35,23,752,694,0,35,23,718,34,1256,504,43,31,223,29,372,4,4,0,6,3,3
7,BOTOŞANI,"SCOALA GENERALA NR. 1 SAVENI",133,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:58:53",1527,1500,1,5,21,726,700,0,5,21,690,36,1672,946,14,7,483,13,146,13,4,0,4,1,5
7,BOTOŞANI,"SCOALA GENERALA NR.2 DUMENI",249,"GEORGE ENESCU",37397,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:39:07",875,858,0,13,4,597,580,0,13,4,545,52,944,347,8,71,160,113,164,7,13,0,4,5,0
7,BOTOŞANI,"ŞCOALA GENERALĂ NR. 2 IONĂŞENI",386,TRUŞEŞTI,39328,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:27",776,765,0,11,0,388,377,0,11,0,364,24,840,452,12,39,176,18,106,5,2,3,1,2,0
7,BOTOŞANI,"SCOALA GENERALA NR. 2 SAVENI",134,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:45",1492,1456,0,6,30,716,680,0,6,30,677,39,1640,924,3,16,497,9,108,8,16,4,6,8,2
7,BOTOŞANI,"ŞCOALA GENERALĂ NR. 4 BUHĂCENI",384,TRUŞEŞTI,39328,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:38",642,617,0,11,14,377,353,0,11,13,344,33,692,315,12,18,231,1,76,4,0,0,1,0,1
7,BOTOŞANI,"SCOALA GENERALA NR. 4 OROFTIANA",368,SUHARĂU,38982,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:17",743,732,0,8,3,330,319,0,8,3,294,36,818,488,17,27,117,36,46,3,9,0,10,28,1
7,BOTOŞANI,"SCOALA GENERALA ORASENI VALE",221,CURTEŞTI,35759,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:39:33",564,553,0,10,1,288,277,0,10,1,258,30,610,322,7,16,179,1,52,0,0,0,3,0,0
7,BOTOŞANI,"ŞCOALAGENERALĂ PARAU NEGRU",310,MIHĂILENI,38161,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:52",411,399,0,5,7,208,196,0,5,7,196,12,452,244,1,8,102,1,72,0,3,2,5,2,0
7,BOTOŞANI,"SCOALA GENERALA PETRICANI",135,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:41",983,958,0,13,12,471,446,0,13,12,426,45,1086,615,12,7,302,2,83,10,0,0,5,4,1
7,BOTOŞANI,"SCOALA GENERALA POPENI",251,"GEORGE ENESCU",37397,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:40:46",414,412,0,2,0,231,229,0,2,0,219,12,459,228,4,41,107,2,59,3,2,0,1,0,0
7,BOTOŞANI,"SCOALA GENERALA RINGHILESTI",359,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:42",297,293,1,3,0,152,149,0,3,0,144,8,318,166,2,10,45,0,83,1,0,0,1,0,2
7,BOTOŞANI,"ŞCOALA GENERALĂ ROGOJESTI",309,MIHĂILENI,38161,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:00",456,430,0,7,19,274,248,0,7,19,257,17,502,228,21,16,91,3,119,0,4,0,2,1,0
7,BOTOŞANI,"SCOALA GENERALA SILISCANI",258,GORBĂNEŞTI,37459,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:04",286,274,0,11,1,145,133,0,11,1,133,12,297,152,4,6,79,11,26,4,0,0,0,3,0
7,BOTOŞANI,"SCOALA GENERALA SOCRUJENI",256,GORBĂNEŞTI,37459,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:51",636,629,0,7,0,340,333,0,7,0,317,23,692,352,5,109,157,0,30,2,7,0,1,4,2
7,BOTOŞANI,"SCOALA GENERALA STANESTI",293,LUNCA,37912,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:42",130,112,0,11,7,86,68,0,11,7,76,10,134,48,1,4,26,2,40,0,0,0,0,2,1
7,BOTOŞANI,"SCOALA GENERALA STINCA",252,"GEORGE ENESCU",37397,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:56:26",297,291,0,6,0,181,175,0,6,0,167,14,330,149,1,14,73,8,66,2,2,0,0,0,1
7,BOTOŞANI,"ȘCOALA GENERALĂ STOLNICENI",347,RĂUSENI,38679,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:50",158,152,0,6,0,88,82,0,6,0,77,11,166,78,4,4,36,3,27,1,0,0,0,1,1
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALECU IVAN GHILEA”",372,ŞENDRICENI,39122,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:02",1150,1134,1,8,7,615,599,1,8,7,581,34,1227,612,52,59,329,8,107,9,3,3,6,3,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA” DOROHOI",96,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:27",1397,1389,0,8,0,424,416,0,8,0,400,24,1532,1108,19,48,205,11,75,8,3,2,15,2,12
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA” DOROHOI",95,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:12",1119,1110,0,9,0,358,349,0,9,0,342,16,1230,872,18,26,211,2,61,0,3,0,10,10,1
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ” AL. I. CUZA” VORONA",420,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:08",770,766,0,4,0,289,285,0,4,0,259,30,852,563,2,27,135,7,49,3,3,0,27,4,2
7,BOTOŞANI,"SCOALA GIMNAZIALA BOBULESTI",138,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:24:31",1186,1155,0,19,12,588,557,0,19,12,536,52,1276,688,8,11,169,0,325,5,3,1,4,6,4
7,BOTOŞANI,"ŞCOALA GIMNAZIALÃ, CÂNDEȘTI",175,CÂNDEŞTI,39967,7,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:58:40",875,867,4,4,0,534,529,1,4,0,475,59,946,412,15,15,181,5,243,6,0,0,3,4,3
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN COMICESCU”",125,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:01",1439,1411,3,10,15,649,624,0,10,15,602,47,1571,922,7,12,103,2,434,6,8,4,19,4,3
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ CONSTATIN TINCU LIȘNA",367,SUHARĂU,38982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:11",711,707,0,4,0,398,394,0,4,0,362,36,792,394,53,12,125,4,93,2,5,4,52,9,3
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII LEON DĂNĂILĂ DARABANI, ȘCOALA CORNEŞTI, CORP A",116,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:02",1029,1018,0,11,0,380,369,0,11,0,334,46,1122,742,15,15,113,6,161,6,3,2,10,0,3
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE POMPEIU”",170,BROSCĂUŢI,36426,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:41:13",1311,1274,2,6,29,749,714,0,6,29,701,48,1418,669,109,63,374,10,118,9,3,0,12,2,1
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” DIMITRIE ROMANESCU” DOROHOI",104,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:03",969,960,1,5,3,372,364,0,5,3,352,20,1058,686,16,34,190,7,65,5,3,1,15,8,8
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ROMANESCU” DOROHOI",105,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:56",1103,1094,1,8,0,477,469,0,8,0,430,47,1207,730,14,53,229,4,69,6,11,0,23,8,13
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",43,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:33:19",1276,1266,2,8,0,350,342,0,8,0,343,7,1397,1047,22,20,101,5,115,6,4,4,34,8,24
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",46,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:55:15",1313,1301,3,9,0,398,389,0,9,0,384,14,1437,1039,22,9,134,14,120,8,1,7,32,14,23
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",45,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:37",1042,1037,0,5,0,262,257,0,5,0,246,16,1149,887,18,8,81,6,82,7,2,2,16,11,13
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",44,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:00",1346,1333,2,11,0,392,381,0,11,0,381,11,1470,1078,30,22,118,13,113,9,4,2,31,7,32
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ”FLORICĂ MURARIU” MITOC",319,MITOC,38376,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:57:17",975,945,0,14,16,621,591,0,14,16,562,56,1055,434,25,1,408,2,102,14,1,0,2,3,4
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",73,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:03:18",829,818,0,11,0,247,236,0,11,0,241,6,907,660,15,6,78,6,86,6,2,0,18,7,17
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",72,"MUNICIPIUL BOTOŞANI",35731,4,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 16:46:34",989,980,0,9,0,272,263,0,9,0,261,10,1084,812,21,12,97,11,69,5,3,1,13,15,14
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",74,"MUNICIPIUL BOTOŞANI",35731,4,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 15:10:24",1230,1216,0,14,0,358,346,0,12,0,345,13,1345,987,24,10,139,12,93,9,4,1,25,7,21
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",75,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:51",1137,1128,0,9,0,335,326,0,9,0,317,18,1248,913,21,15,107,9,79,10,2,4,30,12,28
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",76,"MUNICIPIUL BOTOŞANI",35731,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 14:16:28",788,777,1,10,0,251,241,0,10,0,237,14,855,604,6,14,84,7,80,9,2,0,22,3,10
7,BOTOŞANI,"SCOALA GIMNAZIALA ” IANCU MUNTEANU” TATARASENI",263,HAVÂRNA,37547,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:39:36",612,608,0,4,0,316,312,0,4,0,284,28,649,337,22,7,85,78,71,7,7,0,7,0,0
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",259,HAVÂRNA,37547,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:44",898,879,0,3,16,456,437,0,3,16,409,47,982,526,19,41,127,45,152,9,3,0,9,2,2
7,BOTOŞANI,"SCOALA GIMNAZIALA ” IOAN CERNAT” HAVIRNA -CORPUL NR.2",261,HAVÂRNA,37547,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:17",1057,1032,0,4,21,495,470,0,4,21,441,54,1133,638,22,20,162,70,152,4,2,0,7,2,0
7,BOTOŞANI,"ȘCOALA.GIMNAZIALĂ ”ION BOJOI”",123,"ORAŞ FLĂMÂNZI",37280,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:52:38",1114,1099,1,7,7,479,465,0,7,7,437,42,1219,740,13,24,88,6,222,9,4,2,53,4,12
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ”LEON DĂNĂILĂ”",114,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:10",1692,1684,0,7,1,516,508,0,7,1,480,36,1857,1341,23,16,150,8,217,6,6,1,41,10,2
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ”LEON DĂNĂILĂ”",113,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:58",1712,1695,0,8,9,574,557,0,8,9,525,49,1869,1295,16,16,165,13,264,2,5,1,32,4,7
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAI CONSTANTINEANU” DOROBANȚI",322,NICŞENI,38456,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 09:53:21",1246,1235,1,10,0,682,671,1,10,0,600,82,1357,675,27,89,106,56,232,6,6,0,3,72,3
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” DOROHOI",99,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:36",1327,1317,0,10,0,483,473,0,10,0,465,18,1469,986,24,28,270,7,96,5,3,1,11,8,12
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” DOROHOI",100,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:03",1218,1209,0,9,0,427,418,0,9,0,413,14,1334,907,12,22,257,4,73,4,8,0,16,8,9
7,BOTOŞANI,"ȘCOALA .GIMNAZIALĂ ”MIHAIL STURZA”",122,"ORAŞ FLĂMÂNZI",37280,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:46:03",880,867,0,9,4,329,316,0,9,4,287,39,954,625,7,17,52,6,139,6,2,3,46,4,5
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL STURZA”",121,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:18",644,631,0,13,0,264,251,0,13,0,238,26,698,434,8,19,41,6,112,9,2,3,33,2,3
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1",163,BLÂNDEŞTI,39983,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:07",636,623,0,7,6,376,363,0,7,6,354,22,688,312,2,21,156,4,164,2,1,1,0,0,3
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",61,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:36",1397,1387,2,8,0,442,434,0,8,0,426,16,1332,890,35,24,125,10,130,12,7,4,35,9,35
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",60,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:55:47",1329,1315,4,9,1,444,434,0,9,1,427,17,1450,1006,32,18,128,13,140,7,2,2,48,13,24
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",62,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:18",1312,1291,9,11,1,472,460,0,11,1,463,9,1428,956,32,16,122,17,187,11,3,1,42,4,28
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",48,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:47",833,827,0,6,0,247,241,0,6,0,232,15,916,669,11,5,71,6,79,5,2,1,20,5,27
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",51,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-04 15:07:46",620,605,3,12,0,239,227,0,12,0,236,3,669,430,9,12,76,6,89,4,1,3,17,6,13
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",50,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:00",983,976,0,7,0,260,253,0,7,0,249,11,1081,821,12,19,83,4,70,7,2,4,19,7,22
