precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL NEAMUL ROMÂNESC-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL LIGA ORGANIZATA A REGIUNILOR DREPTE-voturi",PSD-ALDE-PNȚCD-ADER-voturi
14,CONSTANŢA,"SALA DE SPORT",550,"VALU LUI TRAIAN",63125,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:47",1723,1705,0,11,7,846,828,0,11,7,800,46,1900,1054,31,33,521,2,5,18,59,3,23,19,3,83
14,CONSTANŢA,"SALA DE SPORT",303,"ORAŞ MURFATLAR",62360,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:57:45",1199,1183,2,9,5,597,583,0,9,5,557,40,1300,703,10,51,307,0,4,7,18,2,21,16,7,114
14,CONSTANŢA,"SALA DE SPORT",346,"ORAŞ TECHIRGHIOL",60534,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:08:14",1912,1827,0,60,25,1149,1070,0,60,19,1087,62,2100,951,36,265,463,1,11,10,82,1,82,18,8,110
14,CONSTANŢA,"SALA DE SPORT 1",424,CUMPĂNA,61620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:02:38",1827,1816,1,8,2,952,942,0,8,2,911,41,2000,1048,39,44,223,3,9,19,160,8,45,14,8,339
14,CONSTANŢA,"SALA DE SPORT 1",425,CUMPĂNA,61620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:37",1880,1862,2,12,4,921,905,0,12,4,833,88,2000,1079,39,41,182,3,6,19,141,4,36,13,3,346
14,CONSTANŢA,"SALA DE SPORT EFORIE NORD",290,"ORAŞ EFORIE",60455,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:57:27",1549,1530,2,16,1,781,762,2,16,1,740,41,1700,919,27,87,351,1,4,11,60,5,35,24,12,123
14,CONSTANŢA,"SC GEMINI ESTATE SRL",209,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:45",1204,1184,12,8,0,559,549,2,8,0,537,22,1300,741,23,23,152,1,4,3,172,22,49,2,2,84
14,CONSTANŢA,"S.C. ”MAXICOMP” SRL",274,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:03:13",298,290,0,8,0,154,146,0,8,0,143,11,300,146,12,12,92,0,1,0,7,3,0,1,0,15
14,CONSTANŢA,"ȘCOALA AMZACEA",372,AMZACEA,63198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:10:05",1204,1184,2,5,13,686,667,1,5,13,628,57,1201,516,82,27,169,3,49,10,12,5,54,6,4,207
14,CONSTANŢA,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",246,"MUNICIPIUL MEDGIDIA",60847,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:29:40",1004,994,0,10,0,413,403,0,10,0,380,33,1100,687,23,29,214,0,4,9,28,1,12,2,2,56
14,CONSTANŢA,"ŞCOALA ”CONSTANTIN BRÂNCUŞI”",247,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:52",994,985,0,9,0,378,369,0,9,0,355,23,1100,722,29,9,169,1,3,2,49,2,9,3,0,79
14,CONSTANŢA,"ŞCOALA CRÎNGU",458,"ION CORVIN",61951,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:10",94,82,0,9,3,63,51,0,9,3,55,8,100,37,7,3,13,0,0,1,2,2,0,0,0,27
14,CONSTANŢA,"ŞCOALA CU CLASELE I -IV",481,MERENI,62137,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:46",223,217,0,6,0,154,148,0,6,0,147,7,300,146,6,7,58,0,0,3,13,0,0,1,1,58
14,CONSTANŢA,"ŞCOALA CU CLASELE I - VIII",480,MERENI,62137,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:48",489,474,0,6,9,324,309,0,6,9,294,30,500,176,9,9,94,1,2,3,10,3,1,3,1,158
14,CONSTANŢA,"SCOALA CU CLASELE I-VIII COMANA",406,COMANA,61452,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:20:31",824,808,0,10,6,513,497,0,10,6,486,27,900,387,119,18,243,0,1,3,1,2,34,0,2,63
14,CONSTANŢA,"ȘCOALA CU CLASELE I - VIII COSLUGEA",466,LIPNIŢA,62057,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 17:01:20",611,610,0,1,0,249,248,0,1,0,216,25,695,454,17,20,130,0,1,0,3,0,2,8,0,35
14,CONSTANŢA,"ŞCOALA CU CLASELE I-VIII, LOCALITATEA 23 AUGUST",351,"23 AUGUST",60598,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:39",1265,1260,3,2,0,564,561,1,2,0,532,32,1400,836,24,16,358,0,0,10,38,5,15,10,1,55
14,CONSTANŢA,"ŞCOALA CU CLASELE I-VIII, LOCALITATEA 23 AUGUST",350,"23 AUGUST",60598,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:49",1299,1289,5,5,0,601,595,1,5,0,556,45,1400,799,18,26,374,1,5,13,34,5,23,5,2,50
14,CONSTANŢA,"ŞCOALA CU CLASELE I-VIII, LOCALITATEA DULCEŞTI",352,"23 AUGUST",60598,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:55",1151,1144,2,5,0,649,644,0,5,0,596,53,1300,651,17,21,479,1,1,7,15,3,3,10,2,37
14,CONSTANŢA,"ŞCOALA CU CLASELE I-VIII, LOCALITATEA MOŞNENI",353,"23 AUGUST",60598,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:00:52",1056,1048,1,7,0,447,440,0,7,0,408,39,1300,853,17,4,317,3,3,8,9,4,3,4,1,35
14,CONSTANŢA,"SCOALA CU CLASELE I-VII SINOE",483,"MIHAI VITEAZU",62253,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:45",1204,1182,0,13,9,745,723,0,13,9,706,39,1300,555,12,172,444,1,1,7,0,1,3,9,1,55
14,CONSTANŢA,"ȘCOALA CU CLS. I - IV NISTOREȘTI",513,PANTELIMON,62609,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:15",149,135,0,10,4,149,135,0,10,4,132,17,300,151,6,2,102,0,0,1,3,0,0,3,0,15
14,CONSTANŢA,"ȘCOALA CU CLS. I - IV PANTELIMON DE JOS",511,PANTELIMON,62609,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:59",226,217,0,6,3,151,142,0,6,3,140,11,300,149,4,2,90,0,0,2,7,2,1,2,1,29
14,CONSTANŢA,"ŞCOALA CU CLS. I - IV PELINU",408,COMANA,61452,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:36",238,231,1,6,0,179,172,1,6,0,168,11,300,121,11,2,69,1,0,2,2,0,6,4,0,71
14,CONSTANŢA,"ȘCOALA CU CLS. I - IV RUNCU",512,PANTELIMON,62609,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:31:53",363,352,0,5,6,240,229,0,5,6,207,29,400,164,1,7,147,0,0,10,4,1,5,1,3,28
14,CONSTANŢA,"ȘCOALA CU CLS. I - IV SATU NOU",502,OLTINA,62486,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:13",165,155,0,9,1,106,96,0,9,1,85,21,200,94,5,3,56,0,0,1,1,0,0,1,0,18
14,CONSTANŢA,"SCOALA CU CLS. I-IV SEIMENII MICI",532,SEIMENI,62903,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:47",751,728,1,13,9,467,445,0,13,9,396,71,801,334,11,13,74,1,3,15,18,2,7,12,0,240
14,CONSTANŢA,"ŞCOALA CU CLS I-VIII SEIMENI",533,SEIMENI,62903,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:06",468,457,0,5,6,286,275,0,5,6,262,24,502,216,22,14,74,1,3,7,36,2,2,3,1,97
14,CONSTANŢA,"ȘCOALA GEN CU CLS. I - IV DOBROMIR DEAL",435,DOBROMIR,61737,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:22",206,203,0,1,2,206,203,0,1,2,188,18,300,94,3,11,141,0,1,1,0,3,0,0,0,28
14,CONSTANŢA,"ȘCOALA GEN CU CLS. I - IV LESPEZI",436,DOBROMIR,61737,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:14:00",413,399,0,10,4,290,276,0,10,4,209,81,400,110,0,12,108,0,2,0,0,2,4,0,0,81
14,CONSTANŢA,"ȘCOALA GEN CU CLS. I - IV PĂDURENI",438,DOBROMIR,61737,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:28",123,117,0,6,0,82,76,0,6,0,65,17,200,77,1,5,40,0,0,1,0,1,1,0,0,16
14,CONSTANŢA,"ȘCOALA GEN CU CLS. I - IV VĂLENI",437,DOBROMIR,61737,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:52:05",664,660,0,2,2,456,452,0,2,2,331,125,701,245,3,3,141,0,1,0,0,1,0,1,0,181
14,CONSTANŢA,"SCOALA GENERALĂ",452,INDEPENDENŢA,61871,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:58:45",325,301,0,11,13,221,197,0,11,13,198,23,400,179,7,21,51,1,0,1,1,5,2,0,0,109
14,CONSTANŢA,"SCOALA GENERALĂ",451,INDEPENDENŢA,61871,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:03",511,501,1,6,3,309,300,0,6,3,282,27,598,289,2,34,118,1,0,3,4,2,1,4,1,112
14,CONSTANŢA,"SCOALA GENERALĂ",453,INDEPENDENŢA,61871,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:36",256,253,0,3,0,168,165,0,3,0,149,16,300,135,3,13,61,0,0,4,2,2,1,2,1,60
14,CONSTANŢA,"ŞCOALA GENERALĂ",493,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:58",287,270,1,16,0,159,143,0,16,0,147,12,300,141,7,6,80,0,1,3,5,1,0,0,1,43
14,CONSTANŢA,"ŞCOALA GENERALĂ",333,"ORAŞ NEGRU VODĂ",62397,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:42:31",1135,1109,0,20,6,580,554,0,20,6,520,60,1200,620,50,34,247,2,1,6,8,5,8,8,3,148
14,CONSTANŢA,"ȘCOALA GENERALĂ ABRUD",357,ADAMCLISI,60883,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:22",117,110,0,6,1,82,75,0,6,1,77,5,200,118,23,7,35,0,0,0,1,0,1,1,0,9
14,CONSTANŢA,"ȘCOALA GENERALĂ CARVĂN",468,LIPNIŢA,62057,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:57",339,333,0,4,2,170,164,0,4,2,140,30,400,230,15,6,50,0,0,0,1,1,1,2,2,62
14,CONSTANŢA,"ȘCOALA GENERALĂ CASICEA",374,AMZACEA,63198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:38",354,346,0,5,3,175,167,0,5,3,152,23,400,225,32,8,18,0,6,3,2,0,21,1,0,61
14,CONSTANŢA,"ŞCOALA GENERALĂ CERES",490,"MIHAIL KOGĂLNICEANU",62191,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:55",380,370,0,10,0,206,196,0,10,0,198,8,400,194,12,9,123,0,2,5,5,1,2,5,0,34
14,CONSTANŢA,"SCOALA GENERALĂ CLASELE I-IV",337,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:05",213,203,0,10,0,95,85,0,10,0,79,16,300,205,2,5,25,0,0,1,2,1,1,2,1,39
14,CONSTANŢA,"ȘCOALA GENERALĂ CONACU",399,COBADIN,61318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:57",298,289,0,7,2,137,128,0,7,2,114,23,200,63,4,66,13,0,0,1,1,1,1,3,0,24
14,CONSTANŢA,"ȘCOALA GENERALĂ CU CLASELE I - IV CUIUGIUC",471,LIPNIŢA,62057,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:11:14",158,153,0,5,0,78,73,0,5,0,73,5,200,122,5,2,39,0,0,0,0,0,0,1,0,26
14,CONSTANŢA,"ȘCOALA GENERALĂ CU CLASELE I - IV GORUNI",470,LIPNIŢA,62057,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:41",85,79,0,6,0,43,37,0,6,0,41,2,100,57,9,1,12,0,0,1,2,1,0,1,1,13
14,CONSTANŢA,"ȘCOALA GENERALĂ CU CLASELE I - IV IZVOARELE",469,LIPNIŢA,62057,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:53",96,92,0,4,0,46,42,0,4,0,43,3,100,54,11,3,17,0,1,1,2,1,1,2,0,4
14,CONSTANŢA,"SCOALA GENERALĂ CU CLS. I – VIII 2MAI",463,LIMANU,60632,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:14:15",1312,1295,4,6,7,767,754,0,6,7,724,43,1400,633,61,34,169,3,6,14,37,13,64,8,4,311
14,CONSTANŢA,"SCOALA GENERALĂ CU CLS. I – VIII 2MAI",464,LIMANU,60632,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:49:42",1474,1449,3,8,14,865,843,0,8,14,820,45,1600,735,65,39,185,1,4,19,29,9,84,8,5,372
14,CONSTANŢA,"SCOALA GENERALĂ CU CLS. I – VIII LIMANU",462,LIMANU,60632,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:15",1448,1431,0,7,10,799,782,0,7,10,729,70,1600,801,53,49,117,3,2,13,22,4,82,14,3,367
14,CONSTANŢA,"SCOALA GENERALĂ CU CLS. I – VIII LIMANU",461,LIMANU,60632,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:08:52",1434,1409,6,12,7,743,724,0,12,7,690,53,1600,857,47,42,113,3,6,14,21,6,60,14,4,360
14,CONSTANŢA,"SCOALA GENERALA DIN SATUL CULMEA",345,"ORAŞ OVIDIU",60687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:31:53",1061,1048,2,7,4,573,562,0,7,4,522,51,1200,627,18,19,402,7,2,4,5,3,3,7,1,51
14,CONSTANŢA,"ȘCOALA GENERALĂ DOROBANȚU",499,"NICOLAE BĂLCESCU",62440,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:24:40",1006,984,0,12,10,1006,984,0,12,10,892,114,1700,694,28,35,243,1,3,17,33,8,11,20,3,490
14,CONSTANŢA,"ȘCOALA GENERALĂ EFORIE NORD",291,"ORAŞ EFORIE",60455,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:53",1630,1611,1,9,9,910,891,1,9,9,851,59,1800,890,38,66,471,1,6,13,72,15,40,21,2,106
14,CONSTANŢA,"ȘCOALA GENERALĂ EFORIE NORD",292,"ORAŞ EFORIE",60455,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:03:13",751,737,1,12,1,379,366,0,12,1,357,22,800,421,18,44,163,1,3,7,26,5,20,11,2,57
14,CONSTANŢA,"ȘCOALA GENERALĂ FĂUREI",378,BĂNEASA,63171,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:13",1032,1023,0,9,0,544,535,0,9,0,284,260,1101,557,21,48,17,0,2,5,74,1,18,4,3,91
14,CONSTANŢA,"ȘCOALA GENERALĂ GENERAL SCĂRIȘOREANU",373,AMZACEA,63198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:44:29",812,793,1,6,12,456,438,0,6,12,420,34,900,446,212,15,38,2,1,7,2,2,25,7,1,108
14,CONSTANŢA,"SCOALA GENERALA MIORIȚA",393,CIOBANU,61256,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:18",253,252,0,1,0,132,131,0,1,0,122,10,300,168,4,2,26,0,1,0,0,4,1,0,0,84
14,CONSTANŢA,"ȘCOALA GENERALĂ”NEGIP HAGI FAZAL” TĂTARU",407,COMANA,61452,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:47",549,541,1,6,1,317,309,1,6,1,274,37,600,289,32,18,116,0,0,3,2,3,46,4,1,49
14,CONSTANŢA,"ȘCOALA GENERALĂ NEGURENI",377,BĂNEASA,63171,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:58",558,541,2,5,10,379,364,0,5,10,347,32,600,221,50,7,91,1,2,0,8,1,101,2,0,84
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.1",220,"MUNICIPIUL MANGALIA",60482,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:44:50",1162,1148,1,12,1,612,599,0,12,1,532,79,1297,685,32,45,207,1,5,25,54,5,61,14,2,81
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.1",221,"MUNICIPIUL MANGALIA",60482,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:43:55",1386,1373,0,11,2,733,720,0,11,2,633,100,1501,768,51,55,262,3,5,16,42,9,64,16,7,103
14,CONSTANŢA,"ȘCOALA GENERALĂ NR 1 BĂNEASA",375,BĂNEASA,63171,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:18:53",1038,998,0,17,23,664,624,0,17,23,584,80,1100,436,57,41,234,1,4,1,23,4,78,5,3,133
14,CONSTANŢA,"ŞCOALA GENERALĂ NR.2",486,"MIHAIL KOGĂLNICEANU",62191,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:25",1255,1233,0,9,13,680,658,0,9,13,652,28,1400,720,41,35,392,1,6,11,27,5,15,11,2,106
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.2",223,"MUNICIPIUL MANGALIA",60482,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:15:44",1656,1640,0,14,2,753,737,0,14,2,704,49,1800,1047,54,42,315,1,15,21,56,5,58,8,6,123
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.2",222,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:48:31",1426,1415,3,8,0,672,664,0,8,0,613,59,1600,928,55,27,247,0,7,18,46,11,67,16,4,115
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.2 MURFATLAR",304,"ORAŞ MURFATLAR",62360,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:06:41",1790,1767,1,7,15,996,974,0,7,15,922,74,1900,904,39,101,456,3,4,18,44,4,26,28,3,196
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.3",218,"MUNICIPIUL MANGALIA",60482,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:30:46",1575,1562,0,10,3,750,737,0,10,3,695,55,1701,951,54,32,256,3,7,16,72,14,78,15,6,142
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.3",217,"MUNICIPIUL MANGALIA",60482,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:50:57",1676,1661,2,13,0,877,864,0,13,0,823,54,1800,923,69,45,313,2,15,26,71,10,82,17,3,170
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.5",229,"MUNICIPIUL MANGALIA",60482,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:20:35",1218,1205,2,11,0,642,631,0,11,0,611,31,1300,658,42,35,251,0,5,17,56,5,65,10,5,120
14,CONSTANŢA,"ȘCOALA GENERALĂ NR.5",228,"MUNICIPIUL MANGALIA",60482,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:08:55",1184,1165,4,10,5,599,584,0,10,5,569,30,1300,701,29,35,247,3,5,7,41,9,68,7,2,116
14,CONSTANŢA,"SCOALA GENERALA SAT CETATEA",439,DOBROMIR,61737,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:36",175,172,0,0,3,142,139,0,0,3,134,8,199,57,1,7,109,0,0,0,0,0,1,0,0,16
14,CONSTANŢA,"SCOALA GENERALA ȘIPOTELE",432,DELENI,61675,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:16",438,417,0,7,14,282,261,0,7,14,245,37,500,218,7,18,42,3,2,9,4,4,2,1,2,151
14,CONSTANŢA,"ȘCOALA GENERALĂ TOPALU",539,TOPALU,63045,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:13:36",1487,1412,0,23,52,1008,933,0,23,52,935,60,1600,605,15,14,399,0,0,10,14,14,0,11,0,458
14,CONSTANŢA,"ȘCOALA GENERALĂ URLUIA",356,ADAMCLISI,60883,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:35",309,290,0,15,4,235,216,0,15,4,220,15,299,64,59,5,114,0,0,1,9,0,0,4,1,27
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ”A.GHENCEA”",531,SĂCELE,62878,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:07:28",2058,2000,1,17,40,1340,1283,0,17,40,1231,109,2100,756,51,122,678,0,8,30,12,8,14,14,3,291
14,CONSTANŢA,"SCOALA GIMNAZIALA COCHIRLENI",525,RASOVA,62798,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:22",908,905,0,3,0,436,433,0,3,0,403,33,1000,564,30,15,172,1,45,6,37,8,7,4,2,76
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI” MEDGIDIA",254,"MUNICIPIUL MEDGIDIA",60847,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:11",768,756,1,11,0,313,302,0,11,0,303,10,800,487,16,27,139,0,2,6,40,3,6,1,1,62
14,CONSTANŢA,"SCOALA GIMNAZIALA ” CRISTEA CARAMAN” COGEALAC",403,COGEALAC,61372,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:45:38",1415,1310,3,89,13,1010,908,0,89,13,884,105,1400,390,48,238,185,8,7,9,10,4,6,8,5,356
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DAN SPATARU” ALIMAN",369,ALIMAN,61005,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:00",666,654,0,9,3,412,400,0,9,3,371,41,700,288,13,3,318,0,0,3,3,1,2,6,0,22
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",127,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:52",1870,1863,0,6,1,605,598,0,6,1,588,17,2000,1395,16,38,161,0,5,10,191,10,39,9,2,107
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",129,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:39",1786,1774,4,8,0,588,580,0,8,0,574,14,2000,1402,27,16,160,2,2,6,200,14,18,10,4,115
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",128,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:57",1438,1427,0,9,2,510,499,0,9,2,492,18,1600,1090,35,23,131,3,3,12,142,13,25,10,10,85
14,CONSTANŢA,"SCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36)",126,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:21",1999,1976,4,19,0,791,772,0,19,0,718,73,2000,1209,28,45,142,6,6,16,107,39,28,23,15,263
14,CONSTANŢA,"ŞCOALA GIMNAZIALA ”DIMITRIE ȘTIUBEI” (ŞCOALA NR.36 )",125,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:04",1741,1728,0,13,0,552,539,0,13,0,538,9,1900,1353,16,34,186,1,4,9,147,16,37,7,5,76
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ”EMIL GÂRLEANU” BĂRĂGANU",379,BĂRĂGANU,63294,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:32",920,913,0,7,0,458,451,0,7,0,417,41,1000,542,90,10,67,0,4,6,11,6,5,8,2,208
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ”EMIL GÂRLEANU” BĂRĂGANU - ȘCOALA PRIMARĂ NR. 1 LANURILE",380,BĂRĂGANU,63294,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:29",770,764,1,4,1,395,390,0,4,1,363,32,800,405,83,16,86,1,4,21,3,8,8,12,4,117
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE ENESCU”",327,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:09",472,455,5,12,0,172,160,0,12,0,160,12,500,328,10,33,24,0,36,2,21,3,6,1,1,23
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GEORGE ENESCU”",315,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:19:42",1757,1748,1,7,1,832,824,0,7,1,795,37,1900,1068,56,166,154,1,122,22,97,1,19,13,6,138
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GEORGE ENESCU”",314,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:17",1652,1641,0,9,2,724,713,0,9,2,695,29,1800,1076,64,146,139,1,75,25,105,2,30,9,6,93
14,CONSTANŢA,"ŞCOALA GIMNAZIALĂ „GEORGE ENESCU”",313,"ORAŞ NĂVODARI",60507,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:46",1713,1705,0,8,0,720,712,0,8,0,701,19,1900,1179,49,140,141,4,76,31,93,5,20,15,2,125
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",409,CORBU,61513,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:56",1510,1488,0,16,6,761,739,0,16,6,741,20,1600,839,32,198,189,0,11,22,40,1,78,19,8,143
14,CONSTANŢA,"SCOALA GIMNAZIALA ”GRIGORE ANTIPA” (ŞCOALA NR. 15 )",55,"MUNICIPIUL CONSTANŢA",60419,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:26",1759,1750,1,8,0,629,621,0,8,0,589,40,1900,1271,28,42,167,4,4,27,131,15,35,18,11,107
