precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIEI EUROPENE-voturi","ALIANȚA PNL-UDMR-PNȚCD-voturi","PARTIDUL FORTA NATIONALA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL LUDEŞTII DE JOS",405,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:13",294,276,1,14,3,181,164,0,14,3,176,5,320,139,1,2,65,0,3,0,7,4,7,13,17,57
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCA",278,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:46:54",259,234,0,20,5,175,150,0,20,5,162,13,300,125,2,3,19,1,3,1,0,7,6,2,4,114
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCANI",293,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:38:58",114,102,0,12,0,75,63,0,12,0,71,4,115,40,0,2,9,0,3,2,1,6,11,2,4,31
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCOIU DE JOS",396,"LUNCOIU DE JOS",90208,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:59",880,834,0,13,33,614,568,0,13,33,559,55,950,336,3,6,190,1,13,8,11,44,15,30,25,213
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCOIU DE SUS",397,"LUNCOIU DE JOS",90208,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:07",638,601,2,16,19,457,420,2,16,19,426,31,748,291,9,2,138,3,13,5,12,6,11,34,46,147
22,HUNEDOARA,"CĂMINUL CULTURAL MĂGURA-TOPLIȚA",347,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:08:49",96,81,1,12,2,72,57,1,12,2,65,7,100,28,0,0,0,1,0,15,4,1,7,16,3,18
22,HUNEDOARA,"CĂMINUL CULTURAL MĂLĂIEŞTI",463,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:05",129,122,0,5,2,113,106,0,5,2,110,3,140,27,1,0,36,0,2,0,1,3,3,6,24,34
22,HUNEDOARA,"CĂMINUL CULTURAL MERIŞOR",323,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:28",83,70,0,12,1,75,62,0,12,1,70,5,90,15,0,0,29,1,2,1,2,1,0,3,1,30
22,HUNEDOARA,"CĂMINUL CULTURAL MESTEACĂN",59,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:23",447,440,1,6,0,215,209,0,6,0,214,1,500,285,4,1,15,0,3,1,37,14,16,6,9,108
22,HUNEDOARA,"CĂMINUL CULTURAL ”MINERUL” GHELARI",368,GHELARI,86883,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:53",886,849,1,27,9,465,429,0,27,9,436,29,1000,535,1,0,49,3,4,7,11,47,27,10,77,200
22,HUNEDOARA,"CĂMINUL CULTURAL MINTIA",512,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:44",907,898,4,5,0,434,427,2,5,0,413,21,1000,556,7,8,106,3,73,8,13,9,19,16,31,120
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIȘU MARE",307,"BRETEA ROMÂNĂ",88644,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:40",197,171,0,21,5,160,134,0,21,5,154,6,203,43,0,0,32,0,3,3,3,3,3,3,3,101
22,HUNEDOARA,"CĂMINUL CULTURAL OCOLIŞU MIC",408,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:20",312,306,1,5,0,216,211,0,5,0,204,12,350,134,1,3,68,1,9,5,6,10,9,12,20,60
22,HUNEDOARA,"CĂMINUL CULTURAL OHABA",388,"LĂPUGIU DE JOS",89954,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 22:25:40",483,401,0,81,1,374,292,0,81,1,339,35,524,150,25,4,120,4,14,1,11,0,0,17,14,129
22,HUNEDOARA,"CĂMINUL CULTURAL OSTROV",438,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:10",390,373,0,6,11,288,271,0,6,11,275,13,435,147,0,1,100,0,3,4,4,14,9,25,22,93
22,HUNEDOARA,"CĂMINUL CULTURAL PANC",364,DOBRA,89428,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:40",164,144,0,12,8,108,88,0,12,8,95,13,161,53,1,0,22,1,1,0,0,4,3,1,5,57
22,HUNEDOARA,"CAMINUL CULTURAL PAUCINESTI",454,SARMIZEGETUSA,91054,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:12:55",154,137,0,9,8,129,112,0,9,8,129,0,161,32,0,0,96,0,0,1,0,3,3,10,4,12
22,HUNEDOARA,"CĂMINUL CULTURAL PESTIȘU MIC",409,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:38",187,175,0,11,1,132,120,0,11,1,127,5,205,73,1,4,35,0,1,1,4,12,4,3,8,54
22,HUNEDOARA,"CAMINUL CULTURAL POIENITA VOINII",329,BUNILA,89026,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:24:21",86,83,0,3,0,73,70,0,3,0,73,0,109,36,0,1,49,0,0,4,3,1,0,1,5,9
22,HUNEDOARA,"CĂMINUL CULTURAL POPEŞTI",337,CÂRJIŢI,86749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:30",144,107,0,35,2,122,85,0,35,2,117,5,150,28,1,2,15,2,2,0,3,5,0,7,25,55
22,HUNEDOARA,"CĂMINUL CULTURAL PRICAZ",498,TURDAŞ,91688,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:26:39",1098,1043,1,32,22,667,613,0,32,22,591,76,1175,508,5,8,83,5,14,3,13,12,44,22,31,351
22,HUNEDOARA,"CAMINUL CULTURAL RĂCHITOVA",433,RĂCHITOVA,90725,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:30",580,515,0,36,29,473,408,0,36,29,463,10,603,130,14,1,54,4,0,3,1,8,8,14,9,347
22,HUNEDOARA,"CAMINUL CULTURAL RADULESTI",361,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:48:58",158,144,0,9,5,114,100,0,9,5,103,11,166,52,1,1,9,0,3,2,1,1,2,5,10,68
22,HUNEDOARA,"CĂMINUL CULTURAL RAPOLŢEL",431,"RAPOLTU MARE",90663,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:42",192,183,0,9,0,115,106,0,9,0,104,11,201,86,17,1,13,1,1,0,1,3,1,3,12,51
22,HUNEDOARA,"CĂMINUL CULTURAL RÂU BĂRBAT",422,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:53",213,157,0,37,19,144,104,0,21,19,128,16,170,26,4,0,60,2,3,2,2,9,3,9,7,27
22,HUNEDOARA,"CĂMINUL CULTURAL RENGHET",212,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:08",187,171,0,12,4,116,100,0,12,4,102,14,201,85,7,0,20,0,1,1,3,9,5,3,6,47
22,HUNEDOARA,"CĂMINUL CULTURAL RIBIŢA",442,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:07:00",580,499,0,51,30,471,390,0,51,30,438,33,602,131,7,3,105,2,24,4,22,9,12,21,39,190
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",299,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:31",194,182,0,11,1,121,109,0,11,1,104,17,200,79,14,2,12,2,4,3,6,2,1,4,10,44
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",322,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:49",140,132,0,7,1,96,88,0,7,1,88,8,156,59,1,2,19,0,2,0,0,3,0,4,15,42
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA",369,GHELARI,86883,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:05",140,129,0,8,3,83,72,0,8,3,78,5,170,87,0,0,10,0,0,0,2,11,3,2,6,44
22,HUNEDOARA,"CĂMINUL CULTURAL RUDA-BRAD",60,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:25:23",170,157,0,13,0,80,67,0,13,0,80,0,200,120,2,0,8,0,0,1,10,3,10,1,4,41
22,HUNEDOARA,"CĂMINUL CULTURAL RUȘI",305,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:03:25",215,202,0,11,2,162,149,0,11,2,161,1,227,65,2,1,34,0,8,5,2,2,2,10,5,90
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂRÂMB",345,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:22",170,147,0,22,1,108,85,0,22,1,102,6,170,62,2,0,29,0,9,0,2,19,3,14,1,23
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLAȘU DE SUS",456,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:05",449,419,0,23,7,312,282,0,23,7,294,18,470,158,2,3,59,1,0,6,5,12,9,6,74,117
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLCIVA",524,ZAM,92177,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:25",417,400,1,14,2,241,225,0,14,2,182,59,460,219,6,2,47,1,1,0,6,2,3,14,28,72
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLIŞTIOARA",510,VĂLIŞOARA,91937,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:17",247,235,0,11,1,177,165,0,11,1,162,15,267,90,3,0,38,1,6,1,9,2,2,8,7,85
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNPETRU",473,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:52",203,190,0,10,3,145,132,0,10,3,137,8,215,70,1,0,23,1,1,2,1,4,4,2,20,78
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA DE PIATRĂ",202,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:29",136,119,0,12,5,81,64,0,12,5,80,1,150,69,1,1,19,0,1,1,1,7,8,1,13,27
22,HUNEDOARA,"CĂMINUL CULTURAL SÂNTĂMĂRIA-ORLEA",466,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:35",661,632,0,23,6,455,426,0,23,6,439,16,748,293,3,2,42,2,9,14,17,35,23,31,35,226
22,HUNEDOARA,"CAMINUL CULTURAL SARMIZEGETUSA",451,SARMIZEGETUSA,91054,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:47",464,423,0,12,29,363,322,0,12,29,350,13,504,141,2,1,174,1,2,5,3,7,6,36,26,87
22,HUNEDOARA,"CĂMINUL CULTURAL ŞESURI",324,BUCUREŞCI,88868,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:25",372,340,0,26,6,303,271,0,26,6,284,19,394,91,3,1,111,5,3,1,5,7,9,39,10,90
22,HUNEDOARA,"CĂMINUL CULTURAL SÎNTUHALM",43,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:38",635,620,3,11,1,275,263,0,11,1,265,10,700,425,5,43,58,0,34,3,7,12,25,6,15,57
22,HUNEDOARA,"CĂMINUL CULTURAL STANCESTI",362,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:15:12",110,99,0,9,2,63,52,0,9,2,59,4,110,47,0,0,4,0,0,1,0,2,3,2,2,45
22,HUNEDOARA,"CĂMINUL CULTURAL STREISÎNGEORGIU",203,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:28",649,622,0,6,21,358,331,0,6,21,333,25,710,352,6,1,108,0,19,8,6,22,32,20,20,91
22,HUNEDOARA,"CĂMINUL CULTURAL TĂMĂŞASA",402,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:19",107,92,0,11,4,92,77,0,11,4,84,8,127,35,0,0,11,0,0,0,0,4,7,10,8,44
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNAVA",300,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:07",102,92,0,10,0,58,48,0,10,0,46,12,115,57,2,0,7,0,5,0,0,2,1,2,9,18
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNĂVIȚA",301,BRĂNIŞCA,88546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:08",152,145,0,7,0,100,93,0,7,0,89,11,165,65,7,0,13,0,17,1,3,5,3,2,13,25
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRSA",296,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:03:47",173,164,0,9,0,138,129,0,9,0,127,11,174,36,0,0,16,0,1,10,0,5,3,4,6,82
22,HUNEDOARA,"CĂMINUL CULTURAL TELIUCU INFERIOR",481,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:45",1214,1191,0,5,18,678,655,0,5,18,606,72,1313,635,7,6,140,4,19,7,14,15,5,51,99,239
22,HUNEDOARA,"CĂMINUL CULTURAL TOMEŞTI",486,TOMEŞTI,91447,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:38:14",219,213,2,3,1,148,143,1,3,1,130,18,240,92,2,1,37,1,3,1,9,2,5,23,19,27
22,HUNEDOARA,"CAMINUL CULTURAL TOPLITA",488,TOPLIŢA,91535,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:03",179,148,0,27,4,131,101,0,27,3,122,9,184,53,1,0,45,0,2,7,2,5,4,13,6,37
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA MUREȘULUI",348,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:09:41",101,63,0,36,2,89,51,0,36,2,86,3,100,11,0,0,28,0,3,1,1,33,2,7,2,9
22,HUNEDOARA,"CĂMINUL CULTURAL TURDAŞ",497,TURDAŞ,91688,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:48:12",430,405,0,19,6,287,262,0,19,6,268,19,454,167,5,3,91,1,5,2,6,8,7,15,30,95
22,HUNEDOARA,"CĂMINUL CULTURAL URSICI",294,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:14",61,50,0,11,0,44,33,0,11,0,43,1,60,16,0,0,6,0,1,2,0,1,2,1,2,28
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA DÎLJII",439,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:59",209,187,1,16,5,170,149,0,16,5,165,5,211,41,3,0,59,0,1,4,5,4,6,16,9,58
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLIŞOARA",508,VĂLIŞOARA,91937,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:33",663,617,0,36,10,456,410,0,36,10,427,29,701,245,6,4,84,0,8,6,4,16,10,22,50,217
22,HUNEDOARA,"CĂMINUL CULTURAL VEŢEL",511,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:57",906,869,3,27,7,527,493,0,27,7,505,22,1009,482,4,6,72,3,36,8,12,16,15,21,50,262
22,HUNEDOARA,"CĂMINUL CULTURAL ”VIOREL BRANA” CRIŞAN",443,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:04",389,348,0,15,26,289,248,0,15,26,266,23,389,100,3,0,37,3,6,1,19,2,7,11,9,168
22,HUNEDOARA,"CAMINUL CULTURAL VISCA",517,VORŢA,92097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:43",314,293,0,20,1,250,229,0,20,1,223,27,334,84,2,3,66,0,9,0,2,3,3,83,8,44
22,HUNEDOARA,"CĂMINUL CULTURAL ZAM",520,ZAM,92177,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:28",549,533,1,10,5,354,338,1,10,5,320,34,625,271,6,3,73,0,8,5,7,10,5,52,35,116
22,HUNEDOARA,"CĂMINUL CULTURAL ZĂVOI",464,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:39:54",119,101,0,14,4,97,79,0,14,4,93,4,120,23,0,2,22,1,1,2,0,10,1,2,17,35
22,HUNEDOARA,"CĂMINUL CULTURAL ZDRAPȚI",351,CRIŞCIOR,87362,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:28",736,724,2,9,1,407,396,1,9,1,383,24,800,393,23,2,93,3,8,4,7,22,8,32,62,119
22,HUNEDOARA,"CAMINUL CULTURAL ZEICANI",455,SARMIZEGETUSA,91054,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:41",115,103,0,8,4,90,78,0,8,4,88,2,114,24,2,0,42,0,1,2,0,1,1,11,2,26
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL",169,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:37:09",1352,1342,0,10,0,523,513,0,10,0,489,34,1500,977,12,2,32,4,6,17,18,19,53,21,158,147
22,HUNEDOARA,"CANTINA DE AJUTOR SOCIAL (FOSTA CANTINA LICEU MINER)",46,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:38:35",1012,995,1,16,0,378,362,0,16,0,361,17,1100,722,10,40,107,3,38,14,16,9,29,18,18,59
22,HUNEDOARA,"CANTINA SOCIALĂ HAŢEG",218,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:30:05",1692,1662,9,13,8,958,936,1,13,8,909,49,1934,976,7,0,190,17,6,77,17,99,44,47,118,287
22,HUNEDOARA,"CASA CĂSĂTORIILOR",193,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:39",1386,1377,0,6,3,539,530,0,6,3,498,41,1520,981,5,7,97,5,16,11,17,23,37,33,35,212
22,HUNEDOARA,"CASA COMUNALĂ CERBĂL-SALA DE ŞEDINŢĂ A CONSILIULUI LOCAL CERBĂL",340,CERBĂL,89151,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:14",208,181,0,22,5,176,149,0,22,5,148,28,240,64,0,0,66,0,4,2,2,4,2,9,11,48
22,HUNEDOARA,"CASA DE CULTURA",47,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:12",699,681,6,12,0,341,329,0,12,0,335,6,1066,725,2,1,62,0,2,1,24,13,27,8,21,174
22,HUNEDOARA,"CASA DE CULTURA",48,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:26",966,944,3,14,5,383,364,0,14,5,374,9,1099,716,1,0,52,1,8,5,31,16,38,11,22,189
22,HUNEDOARA,"CASA DE CULTURĂ",128,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:19",1604,1580,3,16,5,679,658,0,16,5,649,30,1773,1094,4,2,139,1,10,5,23,12,75,26,34,318
22,HUNEDOARA,"CASA DE CULTURĂ „LADISLAU SCHMIDT”",222,"ORAŞ PETRILA",87077,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:44:25",1475,1454,1,20,0,588,568,0,20,0,562,26,1662,1074,6,1,59,3,7,6,21,17,25,18,72,327
22,HUNEDOARA,"CASA DE CULTURĂ URICANI",251,"ORAŞ URICANI",87139,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:22:17",1702,1692,0,5,5,763,753,0,5,5,740,23,2000,1237,11,2,69,0,7,5,11,13,19,7,19,577
22,HUNEDOARA,"CASA MAGHIARĂ DEVA ( FOSTA CASA ARMATEI)",30,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:23",1098,1074,11,12,1,464,451,0,12,1,440,24,1200,736,7,35,171,3,31,16,22,15,35,24,18,63
22,HUNEDOARA,"CASA MAGHIARĂ DEVA (FOSTA CASA ARMATEI)",31,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:41:39",1157,1140,0,17,0,509,492,0,17,0,481,28,1300,791,15,36,156,5,34,16,16,12,47,22,29,93
22,HUNEDOARA,"CASA PENSIONARILOR",162,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:29",1047,1030,1,16,0,357,341,0,16,0,333,24,1160,803,8,3,62,2,15,1,14,7,11,14,63,133
22,HUNEDOARA,"CASA PENSIONARILOR",161,"MUNICIPIUL PETROŞANI",86990,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:07:41",1466,1451,0,11,4,529,514,0,11,4,473,41,1635,1121,3,2,112,8,14,4,22,28,15,23,66,176
22,HUNEDOARA,"CASA PENSIONARILOR LONEA",233,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:22:46",1196,1179,0,16,1,687,670,0,16,1,640,47,1310,623,8,5,66,4,14,4,15,9,12,14,70,419
22,HUNEDOARA,"CASA SATULUI UROI",246,"ORAŞ SIMERIA",87665,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:46:33",558,533,12,13,0,247,234,0,13,0,234,13,669,422,3,2,35,5,4,4,7,10,15,6,62,81
22,HUNEDOARA,"CASA TINERETULUI CINCIȘAN",482,"TELIUCU INFERIOR",86936,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:08",546,536,0,7,3,341,331,0,7,3,324,17,600,259,1,2,108,1,2,2,7,16,7,20,24,134
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",3,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:14",1488,1468,10,9,1,497,487,0,9,1,482,15,1700,1203,20,37,122,3,31,12,21,16,47,15,28,130
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",1,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:03",1766,1745,3,17,1,640,622,0,17,1,615,25,2000,1360,28,41,210,3,25,14,37,15,57,27,24,134
22,HUNEDOARA,"CENTRUL CULTURAL DRĂGAN MUNTEAN",2,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:21",1193,1177,5,11,0,398,387,0,11,0,394,4,1400,1002,29,39,109,1,24,13,24,17,22,17,21,78
22,HUNEDOARA,"CENTRUL CULTURAL RECREATIV PLOSCA",484,"TELIUCU INFERIOR",86936,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:20",275,266,0,6,3,154,145,0,6,3,144,10,300,146,1,0,64,2,2,3,4,3,7,16,10,32
22,HUNEDOARA,"CENTRUL DE INFORMARE TURISTICA VORTA",516,VORŢA,92097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:44",134,115,0,9,10,102,83,0,9,10,96,6,140,38,0,0,43,0,3,0,2,1,1,25,9,12
22,HUNEDOARA,"CENTRUL DE SĂNĂTATE MULTIFUNCŢIONAL",192,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:39",1427,1410,1,12,4,653,637,0,12,4,630,23,1600,947,10,6,139,2,19,16,18,36,47,46,29,262
22,HUNEDOARA,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",292,BOŞOROD,88449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:00",475,461,2,10,2,310,296,2,10,2,291,19,500,190,2,2,56,1,3,2,6,29,14,16,28,132
22,HUNEDOARA,"CENTRUL NAŢIONAL DE INFORMARE ŞI PROMOVARE TURISTICĂ",248,"ORAŞ URICANI",87139,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:05",1907,1888,2,12,5,803,786,0,12,5,758,45,2000,1197,6,3,82,1,13,8,21,18,28,20,28,530
22,HUNEDOARA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”RUDOLF STEINER” (FOSTUL CENTRU DE ZI)",98,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:32",1166,1156,0,10,0,379,369,0,10,0,357,22,1311,932,2,1,20,2,8,10,18,46,15,6,17,212
22,HUNEDOARA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”RUDOLF STEINER” (FOSTUL CENTRU DE ZI)",99,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:25",1150,1134,0,16,0,404,388,0,16,0,383,21,1285,881,4,2,41,4,11,7,13,56,40,6,13,186
22,HUNEDOARA,"CLADIRE DISPENSAR MEDICAL CERNISOARA FLORESE",328,BUNILA,89026,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:26",210,192,0,12,6,175,157,0,12,6,165,10,250,75,1,2,96,0,0,0,4,3,2,9,8,40
22,HUNEDOARA,"CLUB ŞCOLAR SPORTIV",29,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:00",1328,1314,4,8,2,498,488,0,8,2,484,14,1500,1002,18,45,157,4,30,12,33,13,48,10,29,85
22,HUNEDOARA,"CLUB SPORTIV ȘCOLAR",144,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:26",971,955,2,13,1,361,347,0,13,1,348,13,1115,754,2,3,90,2,2,10,17,10,24,19,46,123
