precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIEI EUROPENE-voturi","ALIANȚA PNL-UDMR-PNȚCD-voturi","PARTIDUL FORTA NATIONALA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"ŞCOALA PRIMARĂ CIOPEIA",470,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:58",329,315,0,7,7,192,178,0,7,7,180,12,348,156,1,0,7,2,1,1,5,6,7,0,18,132
22,HUNEDOARA,"ŞCOALA PRIMARĂ CIUNGANI",504,"VAŢA DE JOS",91795,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 01:07:34",215,198,0,9,8,167,150,0,9,8,153,14,233,66,0,2,31,0,0,16,1,5,7,38,7,46
22,HUNEDOARA,"ȘCOALA PRIMARĂ CLOPOTIVA",437,"RÂU DE MORI",90878,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:59:29",697,672,0,20,5,503,478,0,20,5,472,31,774,271,4,3,115,2,4,30,6,12,14,48,49,185
22,HUNEDOARA,"SCOALA PRIMARA CRIS",288,BLĂJENI,88350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:59",257,231,1,19,6,201,176,0,19,6,187,14,260,59,2,0,54,1,3,2,4,3,3,12,4,99
22,HUNEDOARA,"ȘCOALA PRIMARĂ CRISTUR",42,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:42",1424,1403,3,6,12,597,579,0,6,12,568,29,1600,1003,16,119,184,4,22,8,24,17,14,14,35,111
22,HUNEDOARA,"ȘCOALA PRIMARĂ CUCUIȘ",283,BERIU,88261,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:29",109,103,0,6,0,66,60,0,6,0,61,5,116,50,0,0,21,0,2,1,0,6,0,4,9,18
22,HUNEDOARA,"ŞCOALA PRIMARĂ DUMBRAVA DE SUS",445,RIBIŢA,90805,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:43",100,82,0,16,2,82,64,0,16,2,74,8,100,18,0,1,4,0,0,0,6,1,1,1,4,56
22,HUNEDOARA,"SCOALA PRIMARA DUPAPIATRA",316,BUCEŞ,88788,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:01",390,383,0,7,0,230,223,0,7,0,210,20,400,170,3,0,81,0,1,2,1,2,3,31,15,71
22,HUNEDOARA,"ŞCOALA PRIMARĂ FEDERI",427,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:41",202,197,0,5,0,128,123,0,5,0,118,10,200,72,0,0,25,1,1,1,2,3,17,11,12,45
22,HUNEDOARA,"ŞCOALA PRIMARĂ FEREGI",341,CERBĂL,89151,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:19",135,109,0,25,1,115,89,0,25,1,108,7,155,40,2,0,52,0,1,1,3,2,1,19,7,20
22,HUNEDOARA,"ŞCOALA PRIMARĂ GALAŢI",419,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:42",395,376,0,15,4,272,253,0,15,4,243,29,400,128,3,0,50,0,13,2,7,5,9,55,18,81
22,HUNEDOARA,"ȘCOALA PRIMARĂ GÂNȚAGA",309,"BRETEA ROMÂNĂ",88644,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:15:43",228,221,0,7,0,183,176,0,7,0,176,7,231,48,1,0,21,0,4,3,3,5,13,10,9,107
22,HUNEDOARA,"ŞCOALA PRIMARĂ GELMAR",210,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:19",391,368,1,18,4,251,229,0,18,4,233,18,400,149,30,1,26,3,2,4,4,7,26,5,11,114
22,HUNEDOARA,"SCOALA PRIMARA GEOAGIU BAI",209,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:15",373,353,0,16,4,221,201,0,16,4,216,5,400,179,7,0,59,1,2,2,9,8,14,11,15,88
22,HUNEDOARA,"ŞCOALA PRIMARA GLODGHILEŞTI",333,BURJUC,89080,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:38",199,174,0,17,8,140,115,0,17,8,131,9,217,77,1,1,13,1,2,2,0,4,9,5,8,85
22,HUNEDOARA,"SCOALA PRIMARA GROHOTELE",317,BUCEŞ,88788,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:01",162,158,0,4,0,112,108,0,4,0,102,10,200,88,1,3,29,0,4,0,1,4,5,16,7,32
22,HUNEDOARA,"ŞCOALA PRIMARA HĂRŢĂGANI",274,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:58",636,606,0,24,6,396,366,0,24,6,361,35,700,304,11,2,87,1,8,7,10,12,11,22,23,167
22,HUNEDOARA,"ŞCOALA PRIMARĂ HĂŞDAT",78,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:35:34",391,378,1,12,0,163,151,0,12,0,158,5,423,260,2,0,33,1,4,0,4,16,11,5,10,72
22,HUNEDOARA,"SCOALA PRIMARA HASDAU",489,TOPLIŢA,91535,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:24:19",316,299,0,12,5,235,218,0,12,5,203,32,330,95,1,1,47,0,3,7,4,11,4,18,11,96
22,HUNEDOARA,"ŞCOALA PRIMARĂ HOBIŢA",423,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:55",160,142,0,12,6,122,104,0,12,6,113,9,170,48,0,0,51,2,2,2,1,1,13,13,3,25
22,HUNEDOARA,"SCOALA PRIMARA HOBITA-GRADISTE",453,SARMIZEGETUSA,91054,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:50",130,110,0,9,11,99,79,0,9,11,96,3,123,24,0,2,48,1,0,12,0,0,0,12,7,14
22,HUNEDOARA,"ȘCOALA PRIMARĂ JOSANI",412,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:22:00",188,168,1,14,5,148,129,0,14,5,143,5,205,57,0,2,32,0,4,1,5,8,4,6,44,37
22,HUNEDOARA,"SCOALA PRIMARĂ LIVADIA",268,BARU,87996,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:54",535,497,0,12,26,381,343,0,12,26,359,22,600,219,3,0,177,1,12,4,2,7,7,27,37,82
22,HUNEDOARA,"SCOALA PRIMARA LUNCA",254,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:37",236,228,0,7,1,136,128,0,7,1,129,7,266,130,2,0,19,0,0,4,5,6,24,3,15,51
22,HUNEDOARA,"ȘCOALA PRIMARĂ MĂCEU",310,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:46",272,250,0,12,10,196,174,0,12,10,187,9,308,112,3,0,23,0,4,4,3,2,0,3,10,135
22,HUNEDOARA,"ȘCOALA PRIMARĂ MĂNERĂU",413,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:56",241,238,0,1,2,141,138,0,1,2,132,9,260,119,0,0,25,2,5,0,5,13,7,6,13,56
22,HUNEDOARA,"ȘCOALA PRIMARĂ MĂRTINEŞTI",398,MĂRTINEŞTI,90262,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:14",262,242,0,18,2,172,152,0,18,2,157,15,278,106,1,1,26,1,5,3,0,5,8,35,6,66
22,HUNEDOARA,"SCOALA PRIMARA MIHAILENI",318,BUCEŞ,88788,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:06",331,323,0,8,0,214,206,0,8,0,192,22,350,136,2,2,26,0,15,2,1,9,6,8,39,82
22,HUNEDOARA,"ŞCOALA PRIMARĂ MUNCELU MIC",514,VEŢEL,91982,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:24:57",99,93,0,6,0,61,55,0,6,0,54,7,105,44,0,1,11,0,0,0,3,0,2,3,2,32
22,HUNEDOARA,"ŞCOALA PRIMARĂ NĂLAŢVAD",219,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:31",325,311,0,12,2,216,202,0,12,2,208,8,354,138,0,0,51,1,3,3,0,41,10,2,34,63
22,HUNEDOARA,"ȘCOALA PRIMARĂ NANDRU",414,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:20:56",168,136,0,26,6,122,90,0,26,6,112,10,161,39,0,0,20,0,2,3,2,8,4,5,10,58
22,HUNEDOARA,"ŞCOALA PRIMARĂ NR. 1 FIZEŞTI",420,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:14",269,257,0,7,5,181,169,0,7,5,161,20,271,90,1,1,47,3,1,1,2,6,5,14,32,48
22,HUNEDOARA,"ȘCOALA PRIMARĂ NR. 3 PETRILA",235,"ORAŞ PETRILA",87077,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:51:47",1389,1378,0,11,0,903,892,0,11,0,836,67,1550,647,4,4,48,5,6,4,9,10,7,12,61,666
22,HUNEDOARA,"ȘCOALA PRIMARĂ NR. 4 PETRILA",237,"ORAŞ PETRILA",87077,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:11:04",583,568,0,15,0,377,362,0,15,0,363,14,630,253,1,0,27,0,1,5,7,7,6,7,87,215
22,HUNEDOARA,"ŞCOALA PRIMARĂ OCIU",507,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:16",406,394,1,10,1,241,230,0,10,1,229,12,434,193,3,0,33,2,3,8,28,3,19,19,16,95
22,HUNEDOARA,"ŞCOALA PRIMARĂ OHABA PONOR",426,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:13",218,204,0,9,5,153,139,0,9,5,135,18,210,57,2,0,32,0,1,6,0,5,43,20,9,17
22,HUNEDOARA,"ȘCOALA PRIMARĂ ORĂȘTIOARA DE JOS",284,BERIU,88261,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:11",295,289,0,6,0,167,161,0,6,0,156,11,321,154,3,0,46,0,13,1,3,5,6,13,24,42
22,HUNEDOARA,"ŞCOALA PRIMARĂ ORMINDEA",276,BĂIŢA,88092,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:16",464,445,2,10,7,278,261,0,10,7,264,14,500,222,3,1,40,1,6,4,8,6,11,21,14,149
22,HUNEDOARA,"SCOALA PRIMARA PACLISA",495,TOTEŞTI,91624,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:56",567,504,0,39,24,384,321,0,39,24,378,6,570,186,1,1,23,1,3,3,7,4,7,4,7,317
22,HUNEDOARA,"ŞCOALA PRIMARĂ PEŞTEANA",355,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:25",327,296,2,10,19,226,196,2,10,18,221,5,348,122,1,0,45,0,10,2,3,12,9,4,5,130
22,HUNEDOARA,"SCOALA PRIMARA PESTENITA",356,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:40",230,213,0,11,6,173,156,0,11,6,172,1,230,57,1,0,50,1,1,2,0,13,21,2,12,69
22,HUNEDOARA,"ŞCOALA PRIMARĂ PEŞTIŞUL MARE",109,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:48",1019,1008,2,9,0,460,450,1,9,0,435,25,1130,670,0,1,67,1,8,2,15,47,26,7,24,237
22,HUNEDOARA,"SCOALA PRIMARA PISCHINTI",450,ROMOS,90994,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:17",180,175,0,5,0,105,100,0,5,0,100,5,206,101,0,0,21,2,4,2,3,6,10,7,6,39
22,HUNEDOARA,"ȘCOALA PRIMARĂ PLOPI",311,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:55:23",229,221,0,5,3,172,164,0,5,3,165,7,247,75,1,0,19,1,0,3,1,11,2,21,11,95
22,HUNEDOARA,"ŞCOALA PRIMARĂ POGĂNEŞTI",521,ZAM,92177,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:06",219,205,0,14,0,109,95,0,14,0,91,18,232,123,0,1,19,0,2,2,4,1,0,9,22,31
22,HUNEDOARA,"ŞCOALA PRIMARĂ POIANA RĂCHIŢELII",342,CERBĂL,89151,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:46",122,100,0,20,2,111,89,0,20,2,105,6,139,28,2,0,66,0,0,1,1,1,1,6,7,20
22,HUNEDOARA,"SCOALA PRIMARA POIENI",358,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:44",78,64,0,9,5,63,49,0,9,5,61,2,86,23,0,0,8,0,0,2,0,1,1,3,3,43
22,HUNEDOARA,"ŞCOALA PRIMARĂ PONOR",425,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:38",364,352,0,3,9,245,233,0,3,9,238,7,400,155,1,4,67,2,8,1,4,17,9,20,18,87
22,HUNEDOARA,"ŞCOALA PRIMARĂ PRĂVĂLENI",503,"VAŢA DE JOS",91795,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 00:52:14",239,224,0,10,5,179,164,0,10,5,169,10,264,85,0,0,42,0,1,9,12,6,11,11,6,71
22,HUNEDOARA,"ŞCOALA PRIMARĂ PRIHODIȘTE",505,"VAŢA DE JOS",91795,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 01:14:24",293,284,0,7,2,226,217,0,7,2,210,16,341,115,3,1,29,0,2,12,4,7,7,13,18,114
22,HUNEDOARA,"ŞCOALA PRIMARĂ RĂCĂŞTIA",106,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:28",542,532,0,10,0,216,206,0,10,0,208,8,605,389,0,0,47,1,7,4,3,30,9,5,11,91
22,HUNEDOARA,"SCOALA PRIMARA REEA",496,TOTEŞTI,91624,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:18",353,346,0,5,2,230,223,0,5,2,224,6,396,166,1,2,16,2,2,1,2,11,1,2,20,164
22,HUNEDOARA,"SCOALA PRIMARA RET",290,BLĂJENI,88350,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:57:59",84,71,0,11,2,71,58,0,11,2,67,4,100,29,0,1,18,0,0,0,0,10,0,3,2,33
22,HUNEDOARA,"SCOALA PRIMARA RISCULITA",257,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:29",407,381,2,9,15,266,242,0,9,15,254,12,446,180,0,3,33,1,1,5,6,5,19,3,9,169
22,HUNEDOARA,"SCOALA PRIMARA ROMOS",447,ROMOS,90994,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:17",967,954,3,5,5,527,518,0,4,5,471,56,1060,533,6,2,158,2,4,3,13,9,80,34,35,125
22,HUNEDOARA,"SCOALA PRIMARA ROMOSEL",448,ROMOS,90994,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:52",595,581,6,7,1,327,319,0,7,1,283,44,650,323,3,2,89,0,9,9,4,13,57,18,13,66
22,HUNEDOARA,"SCOALA PRIMARA ROSCANI",363,DOBRA,89428,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:11",577,539,0,17,21,397,359,0,17,21,366,31,605,208,4,0,30,0,12,4,7,7,17,15,25,245
22,HUNEDOARA,"ŞCOALA PRIMARĂ RUŞOR",417,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:53",284,271,0,7,6,213,200,0,7,6,187,13,300,100,1,1,64,2,3,3,0,1,8,31,12,61
22,HUNEDOARA,"ŞCOALA PRIMARĂ SAT SULIGHETE NR. 88",478,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:09",228,221,0,4,3,174,167,0,4,3,154,20,248,74,2,2,67,2,7,1,1,1,2,7,27,35
22,HUNEDOARA,"ȘCOALA PRIMARĂ SERECA",285,BERIU,88261,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:46",220,211,0,9,0,150,141,0,9,0,134,16,235,85,4,1,42,1,6,3,1,5,4,8,12,47
22,HUNEDOARA,"ŞCOALA PRIMARĂ ŞEREL",421,PUI,90538,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:07",359,356,0,1,2,229,226,0,1,2,210,19,398,169,0,5,73,1,7,4,5,11,16,8,13,67
22,HUNEDOARA,"ȘCOALA PRIMARĂ SIBIȘEL",286,BERIU,88261,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:19",590,579,0,5,6,308,297,0,5,6,289,2,640,349,3,0,82,0,6,4,6,63,4,12,24,85
22,HUNEDOARA,"ȘCOALA PRIMARĂ SIBIȘEL",441,"RÂU DE MORI",90878,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:17:15",330,318,0,11,1,262,250,0,11,1,229,33,338,76,2,0,49,0,4,6,5,9,4,49,11,90
22,HUNEDOARA,"ȘCOALA PRIMARĂ SILVAȘU DE SUS",221,"ORAŞ HAŢEG",87576,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:43:56",284,270,0,12,2,193,179,0,12,2,176,17,285,92,1,1,20,0,1,9,2,26,13,8,59,36
22,HUNEDOARA,"ŞCOALA PRIMARĂ SÎNCRAI",201,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:21",257,251,0,6,0,122,116,0,6,0,114,8,280,158,1,4,21,1,1,2,2,6,9,6,10,51
22,HUNEDOARA,"SCOALA PRIMARĂ SIVAŞU DE JOS",220,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:30",314,308,0,6,0,221,215,0,6,0,207,14,351,130,1,1,30,0,2,3,2,9,19,34,43,63
22,HUNEDOARA,"ŞCOALA PRIMARĂ SPINI",499,TURDAŞ,91688,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:15",255,237,0,17,1,138,120,0,17,1,126,11,264,126,0,3,31,1,3,1,6,2,1,11,19,48
22,HUNEDOARA,"SCOALA PRIMARA STANIJA",319,BUCEŞ,88788,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:35",323,315,2,6,0,200,194,0,6,0,190,10,350,150,3,0,86,0,9,1,5,1,4,6,31,44
22,HUNEDOARA,"ȘCOALA PRIMARĂ ȘTEI",357,DENSUŞ,89348,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:00",180,153,1,18,8,151,125,0,18,8,144,7,200,49,0,0,11,0,1,0,0,4,2,2,1,123
22,HUNEDOARA,"ŞCOALA PRIMARĂ SUBCETATE",467,SÂNTĂMĂRIA-ORLEA,91232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:47:10",481,464,0,10,7,320,303,0,10,7,300,20,518,198,3,1,16,0,2,1,12,34,18,8,17,188
22,HUNEDOARA,"ŞCOALA PRIMARĂ TÂMPA",272,BĂCIA,88047,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:45",676,662,0,14,0,436,422,0,14,0,422,14,743,307,2,6,59,0,7,2,6,10,9,7,32,282
22,HUNEDOARA,"ŞCOALA PRIMARĂ TÂRNAVA DE CRIȘ",506,"VAŢA DE JOS",91795,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:52",671,653,0,14,4,492,474,0,14,4,462,30,708,216,6,3,152,1,4,13,34,21,14,50,30,134
22,HUNEDOARA,"SCOALA PRIMARA TEBEA",258,"BAIA DE CRIŞ",87745,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:50",586,555,0,23,8,382,351,0,23,8,362,20,638,256,7,2,63,0,3,0,11,15,18,7,33,203
22,HUNEDOARA,"ŞCOALA PRIMARĂ TOTIA",271,BĂCIA,88047,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:04:27",96,84,0,12,0,59,47,0,12,0,57,2,100,41,0,0,9,0,0,1,0,2,3,3,4,35
22,HUNEDOARA,"SCOALA PRIMARA TUSTEA",366,"GENERAL BERTHELOT",91731,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:15",221,203,0,15,3,170,152,0,15,3,160,10,241,71,2,1,50,3,1,9,4,6,6,10,17,51
22,HUNEDOARA,"ŞCOALA PRIMARĂ UIBĂREŞTI",446,RIBIŢA,90805,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:35:46",74,48,0,20,6,68,42,0,20,6,63,5,75,7,0,0,9,0,3,0,3,0,0,0,8,40
22,HUNEDOARA,"ȘCOALA PRIMARĂ UNCIUC",440,"RÂU DE MORI",90878,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:00",204,185,0,14,5,162,143,0,14,5,150,12,212,50,1,0,46,1,1,6,1,9,3,7,9,66
22,HUNEDOARA,"ŞCOALA PRIMARĂ URIC",424,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:19",256,243,0,6,7,198,185,0,6,7,185,13,270,72,1,2,54,0,5,0,0,7,10,25,3,78
22,HUNEDOARA,"SCOALA PRIMARA VAIDEI",449,ROMOS,90994,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:45",548,529,2,9,8,317,300,0,9,8,291,26,590,273,1,1,12,3,7,6,7,7,101,33,23,90
22,HUNEDOARA,"ȘCOALA PRIMARĂ VÂLCELE",313,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:14",224,195,0,22,7,187,158,0,22,7,183,4,250,60,2,0,12,4,0,2,0,3,5,4,1,150
22,HUNEDOARA,"ȘCOALA PRIMARĂ VÂLCELELE BUNE",312,"BRETEA ROMÂNĂ",88644,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:08:03",371,330,2,24,15,270,229,2,24,15,251,18,388,119,5,1,62,1,1,4,6,5,6,12,13,135
22,HUNEDOARA,"SCOALA PRIMARĂ VALEA LUPULUI",269,BARU,87996,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:30",177,158,0,9,10,138,120,0,9,9,123,15,200,62,2,1,68,0,1,1,4,4,0,7,11,24
22,HUNEDOARA,"ȘCOALA PRIMARĂ VALEA NANDRULUI",415,"PESTIŞU MIC",90431,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:11:25",159,121,0,30,8,135,97,0,30,8,126,9,150,15,0,0,33,3,0,0,7,17,6,4,16,40
22,HUNEDOARA,"SCOALA PRIMARA VALEA POIENII",518,VORŢA,92097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:46",114,106,0,6,2,90,82,0,6,2,83,7,125,35,1,0,12,0,5,1,0,5,1,26,4,28
22,HUNEDOARA,"ŞCOALA PRIMARĂ VĂLENI",213,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:20:17",52,40,0,12,0,24,12,0,12,0,24,0,120,96,1,0,8,0,0,0,0,0,1,2,1,11
22,HUNEDOARA,"SCOALA PRIMARA VĂLIOARA",435,RĂCHITOVA,90725,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:31",193,187,0,5,1,148,142,0,5,1,144,4,200,52,1,0,28,0,0,0,2,9,3,12,21,68
22,HUNEDOARA,"ŞCOALĂ PRIMARA VIILE NOI",15,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:47:31",866,855,4,7,0,354,347,0,7,0,334,20,1000,646,14,33,61,4,30,4,9,19,37,13,19,91
22,HUNEDOARA,"ŞCOALĂ PRIMARĂ VIILE NOI",44,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:30:32",835,826,0,9,0,323,314,0,9,0,316,7,900,577,9,27,83,4,38,8,14,9,16,25,15,68
22,HUNEDOARA,"ŞCOALA SĂCEL",472,SÂNTĂMĂRIA-ORLEA,91232,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:14",233,226,0,4,3,151,144,0,4,3,145,6,249,98,0,1,20,1,1,1,3,7,9,4,22,76
22,HUNEDOARA,"SC UNIVERSAL EDIL SA",127,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:05",800,791,0,9,0,281,272,0,9,0,277,4,900,619,0,0,38,0,7,2,11,26,9,5,12,167
22,HUNEDOARA,"SEDIUL PRIMARIEI GEOAGIU",204,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:44:38",1222,1171,6,25,20,743,698,0,25,20,705,38,1400,657,30,1,156,2,5,9,13,15,58,29,34,353
22,HUNEDOARA,"SEDIUL PRIMĂRIEI MUNICIPIULUI HUNEDOARA (FOSTA B.R.D.)",105,"MUNICIPIUL HUNEDOARA",86810,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:48:12",1590,1575,4,11,0,627,616,0,11,0,602,25,1805,1178,4,6,85,2,15,13,18,60,45,15,41,298
22,HUNEDOARA,"SEDIUL S.C. TERMOFICARE",164,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:58",1116,1105,1,10,0,381,371,0,10,0,355,26,1245,864,10,3,54,4,15,8,19,20,17,13,55,137
22,HUNEDOARA,"SERVICIUL PUBLIC DE ASISTENŢĂ SOCIALĂ",139,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:43",1619,1610,2,7,0,545,538,0,7,0,532,13,1887,1342,8,2,119,1,12,8,30,12,47,22,27,244
22,HUNEDOARA,"SPAȚIU ADMINISTRATIV BOCȘA MICĂ",346,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:14",97,86,0,11,0,69,58,0,11,0,69,0,100,31,2,1,16,0,4,1,1,9,1,11,1,22
