precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA-voturi","ALIANȚA USR PLUS-voturi"
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”GULLIVER”",11,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:28",1004,992,5,7,0,277,270,0,7,0,273,4,1100,823,1,4,5,5,207,9,5,23,14
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”GULLIVER”",13,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:34",1351,1343,3,5,0,383,378,0,5,0,367,16,1500,1117,5,1,3,7,278,8,13,41,11
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”GULLIVER”",10,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:55:40",1458,1440,5,12,1,416,403,0,12,1,405,11,1600,1184,2,8,6,7,285,12,9,58,18
15,COVASNA,"GRADINIŢA CU PROGRAM PRELUNGIT ”HÓFEHÉRKE”",18,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:07",805,790,3,12,0,250,238,0,12,0,244,6,900,650,4,1,1,3,195,8,4,20,8
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”MANÓCSKA” TÂRGU SECUIESC",59,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:53:30",1346,1334,0,9,3,319,307,0,9,3,312,7,1500,1181,10,4,2,6,222,9,8,47,4
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”NAPSUGÁR”",47,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:17:32",1147,1135,4,8,0,238,230,0,8,0,235,3,1200,962,3,6,9,28,137,26,17,5,4
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”NAPSUGÁR”",46,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:23:24",1091,1081,2,8,0,304,296,0,8,0,295,9,1200,887,4,5,2,20,206,24,9,11,14
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1 COVASNA",76,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:10",1322,1297,3,10,12,418,396,0,10,12,403,15,1400,982,4,13,3,8,302,21,7,36,9
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 2 COVASNA",80,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:30",1531,1508,0,10,13,541,518,0,10,13,504,37,1700,1159,7,19,2,12,371,43,22,22,6
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PINOCCHIO”",32,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:50:19",1214,1206,0,8,0,247,239,0,8,0,242,5,1303,1056,1,5,3,10,160,23,14,15,11
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PINOCCHIO”",31,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:48",1677,1668,2,7,0,413,406,0,7,0,401,12,1759,1346,2,7,4,13,281,27,19,27,21
15,COVASNA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”PINOCCHIO”",30,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:16:04",676,667,0,9,0,153,144,0,9,0,151,2,700,547,2,2,5,4,96,10,7,7,18
15,COVASNA,"GRĂDINIȚA DE COPII (PARTER)",187,SÂNZIENI,64826,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:30:00",501,497,1,3,0,141,137,1,3,0,122,19,500,359,10,1,0,4,104,1,0,2,0
15,COVASNA,"GRĂDINȚA CU PROGRAM NORMAL DOBÂRLĂU",137,DOBÂRLĂU,64265,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:46:43",908,888,0,19,1,552,532,0,19,1,491,61,992,440,26,62,24,19,14,102,229,2,13
15,COVASNA,"LICEUL DE ARTE ”PLUGOR SÁNDOR”",22,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:42",1202,1184,4,12,2,408,394,0,12,2,338,70,1300,892,13,4,6,12,198,20,7,74,4
15,COVASNA,"LICEUL DE ARTE ”PLUGOR SÁNDOR”",21,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:54:39",749,735,6,8,0,265,257,0,8,0,262,3,800,535,1,4,2,4,204,9,5,24,9
15,COVASNA,"LICEUL ”KŐRÖSI CSOMA SÁNDOR” -CORP A- COVASNA",78,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:00",1132,1111,4,11,6,402,383,2,11,6,394,8,1300,898,3,14,1,11,270,25,18,47,5
15,COVASNA,"LICEUL ”KŐRÖSI CSOMA SÁNDOR” -CORP B- COVASNA",79,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:39",1207,1184,1,9,13,446,423,1,9,13,423,23,1300,854,0,14,4,3,307,24,20,46,5
15,COVASNA,"LICEUL PEDAGOGIC ”BOD PÉTER” TÂRGU SECUIESC",53,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:03",1219,1209,1,8,1,365,356,0,8,1,355,10,1300,935,6,9,4,4,253,13,7,50,9
15,COVASNA,"LICEUL TEHNOLOGIC ECONOMIC, ADMINISTRATIV ”BERDE ÁRON”",7,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:59",671,660,3,7,1,164,155,1,7,1,157,7,800,636,3,3,3,2,120,7,3,14,2
15,COVASNA,"LICEUL TEHNOLOGIC ECONOMIC, ADMINISTRATIV ”BERDE ÁRON”",8,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:23",1597,1586,3,8,0,408,400,0,8,0,406,2,1800,1392,6,11,7,16,257,38,14,34,23
15,COVASNA,"LICEUL TEHNOLOGIC ECONOMIC, ADMINISTRATIV ”BERDE ÁRON”",9,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:49",998,980,7,11,0,287,276,0,11,0,283,4,1100,813,2,7,4,16,177,14,13,27,23
15,COVASNA,"LICEUL TEHNOLOGIC ”GÁBOR ÁRON” TÂRGU SECUIESC",61,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:08",1173,1149,1,7,16,318,295,0,7,16,299,19,1300,982,9,8,1,3,196,10,5,66,1
15,COVASNA,"LICEUL TEHNOLOGIC ”PUSKÁS TIVADAR”",39,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:39",1451,1441,4,6,0,403,397,0,6,0,398,5,1600,1197,4,5,12,11,258,28,31,32,17
15,COVASNA,"LICEUL TEHNOLOGIC ”PUSKÁS TIVADAR”",38,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:30",1218,1202,1,12,3,322,307,0,12,3,317,5,1300,978,4,4,2,9,223,24,15,23,13
15,COVASNA,"LICEUL TEHNOLOGIC ”PUSKÁS TIVADAR”",40,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:34",1360,1349,3,7,1,357,349,0,7,1,348,9,1504,1147,3,4,7,12,221,37,18,25,21
15,COVASNA,"LICEUL TEORETIC ”MIKES KELEMEN”",3,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:20",1354,1331,12,11,0,418,407,0,11,0,409,9,1507,1089,6,4,3,7,310,14,10,41,14
15,COVASNA,"LICEUL TEORETIC ”MIKES KELEMEN”",4,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:55:26",651,641,0,9,1,190,180,0,9,1,184,6,701,511,2,3,3,3,118,11,8,28,8
