precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ÎMPREUNĂ PENTRU MOLDOVA-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA ELECTORALĂ ""ALIANȚA PENTRU MODERNIZAREA NEAMȚULUI 2020""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA SATUL MOLDOVENI",331,MOLDOVENI,123228,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:56",1041,1031,2,1,7,449,441,0,1,7,384,65,1100,651,16,19,213,2,22,98,14
29,NEAMŢ,"ŞCOALA GIMNAZIALA SĂVINESTI",419,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:32",1469,1449,2,2,16,696,679,1,2,14,619,77,1600,904,69,88,188,5,37,217,15
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ SLOBOZIA",193,BOGHICEA,125178,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:43",594,586,0,5,3,364,356,0,5,3,331,33,600,236,10,19,97,1,7,191,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",205,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:07:46",1554,1544,1,9,0,661,652,0,9,0,619,42,1700,1039,35,24,292,0,25,224,19
29,NEAMŢ,"SCOALA GIMNAZIALA STINCA",365,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:11",1276,1270,0,4,2,645,639,0,4,2,577,68,1400,755,33,41,60,1,11,422,9
29,NEAMŢ,"SCOALA GIMNAZIALA STRUCTURA SACALENI",378,POIENARI,123709,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:38",273,266,0,3,4,164,157,0,3,4,135,29,300,136,14,3,26,0,7,82,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ TRAIAN-SĂBĂOANI",407,SĂBĂOANI,124206,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:58",1029,1021,0,7,1,392,384,0,7,1,361,31,1100,708,46,20,66,1,117,103,8
29,NEAMŢ,"SCOALA GIMNAZIALA URECHENI",469,URECHENI,124849,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:18:02",886,877,0,4,5,402,393,0,4,5,369,33,1000,598,18,51,78,1,10,208,3
29,NEAMŢ,"SCOALA GIMNAZIALA URECHENI",468,URECHENI,124849,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:04",585,568,0,2,15,301,284,0,2,15,267,34,700,396,17,29,20,1,5,194,1
29,NEAMŢ,"SCOALA GIMNAZIALĂ VADURI",155,"ALEXANDRU CEL BUN",124938,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:36",1862,1835,2,8,17,813,788,0,8,17,770,43,2000,1187,112,49,251,8,86,218,46
29,NEAMŢ,"SCOALA GIMNAZIALĂ VADURI",154,"ALEXANDRU CEL BUN",124938,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:48",880,862,3,8,7,391,376,0,8,7,367,24,1000,609,33,28,144,3,39,89,31
29,NEAMŢ,"SCOALA GIMNAZIALĂ VADURI",156,"ALEXANDRU CEL BUN",124938,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:36:01",1130,1114,3,8,5,513,499,1,8,5,480,33,1200,687,31,32,251,3,52,92,19
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ VADURI (CLĂDIREA FOSTEI ȘCOLI DIN SATUL AGÂRCIA)",157,"ALEXANDRU CEL BUN",124938,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:57",288,280,1,7,0,143,135,1,7,0,117,26,400,257,14,10,39,1,7,43,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”VASILE ALECSANDRI” - LOCAL NOU",101,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:46:09",1248,1237,4,7,0,381,374,0,7,0,362,19,1400,1019,15,14,130,15,70,116,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”VASILE ALECSANDRI” - LOCAL NOU",102,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:16",1455,1444,2,9,0,437,428,0,9,0,414,23,1600,1163,25,16,125,28,71,143,6
29,NEAMŢ,"ŞCOALA GIMNAZIALA ”VLAD DANULESCU ” PANCESTI",345,PÂNCEŞTI,125141,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:11:04",1005,976,0,5,24,586,557,0,5,24,494,92,1100,514,17,10,80,2,85,298,2
29,NEAMŢ,"SCOALA GIURGENI , COMUNA VALEA URSULUI",476,"VALEA URSULUI",124885,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:11",511,501,0,3,7,229,219,0,3,7,169,60,600,371,12,27,27,0,2,100,1
29,NEAMŢ,"ŞCOALA GRIGORE UNGUREANU",227,CEAHLĂU,122025,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:41",1438,1394,0,10,34,783,739,0,10,34,723,60,1600,817,35,35,382,0,15,243,13
29,NEAMŢ,"SCOALA MUNCEL , COMUNA VALEA URSULUI",477,"VALEA URSULUI",124885,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:43:02",320,317,0,3,0,175,172,0,3,0,140,35,400,225,14,5,13,1,1,106,0
29,NEAMŢ,"SCOALA NEAGRA",443,TAŞCA,124563,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:02",816,787,1,8,20,483,454,1,8,20,442,41,900,417,41,53,118,4,14,195,17
29,NEAMŢ,"ŞCOALA NOUĂ VĂRATEC",152,AGAPIA,121108,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:52",721,665,1,7,48,421,366,0,7,48,377,44,800,379,17,30,77,0,9,240,4
29,NEAMŢ,"SCOALA PIPIRIG NR. 2",362,PIPIRIG,123521,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:17",903,897,1,4,1,469,464,0,4,1,427,42,1000,531,14,16,151,4,17,220,5
29,NEAMŢ,"SCOALA PRIMARA",260,DRĂGĂNEŞTI,125132,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:21",302,287,0,13,2,185,170,0,13,2,155,28,401,216,9,14,73,1,2,53,3
29,NEAMŢ,"SCOALA PRIMARA",433,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:03",473,466,0,7,0,271,264,0,7,0,247,24,500,229,24,19,101,1,4,94,4
29,NEAMŢ,"SCOALA PRIMARA",261,DRĂGĂNEŞTI,125132,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:04",395,370,1,18,6,245,221,0,18,6,225,20,400,155,11,24,89,1,6,89,5
29,NEAMŢ,"SCOALA PRIMARA",301,GRUMĂZEŞTI,122908,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:13",638,630,0,8,0,299,291,0,8,0,261,38,600,301,8,14,43,0,5,189,2
29,NEAMŢ,"ŞCOALA PRIMARĂ",455,TIMIŞEŞTI,124661,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:49",446,440,0,6,0,238,232,0,6,0,211,27,500,262,17,8,54,1,46,81,4
29,NEAMŢ,"ŞCOALA PRIMARĂ",454,TIMIŞEŞTI,124661,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:02",667,659,1,7,0,279,272,0,7,0,247,32,700,421,7,24,84,2,40,84,6
29,NEAMŢ,"ȘCOALA PRIMARĂ",225,CÂNDEŞTI,122061,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:09",319,310,0,9,0,175,166,0,9,0,148,27,400,225,12,3,31,1,9,84,8
29,NEAMŢ,"ȘCOALA PRIMARĂ BĂLĂNEȘTI",171,BÂRGĂUANI,121466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:01",537,529,0,7,1,290,282,0,7,1,259,31,600,310,35,31,122,1,11,53,6
29,NEAMŢ,"ŞCOALA PRIMARĂ BOBOTENI",306,HANGU,122953,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:56",496,474,0,15,7,238,216,0,15,7,213,25,500,262,8,15,58,2,29,98,3
29,NEAMŢ,"SCOALA PRIMARA BUDESTI",275,FĂUREI,122613,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:35",888,886,2,0,0,504,504,0,0,0,429,75,900,396,28,165,104,4,10,106,12
29,NEAMŢ,"ȘCOALA PRIMARĂ CĂUȘENI",194,BOGHICEA,125178,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:22",157,149,0,8,0,104,96,0,8,0,82,22,200,96,7,6,21,0,6,42,0
29,NEAMŢ,"ŞCOALA PRIMARĂ CHIRIŢENI",307,HANGU,122953,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:22:36",417,403,0,3,11,208,194,0,3,11,195,13,500,292,9,18,41,1,37,81,8
29,NEAMŢ,"ŞCOALA PRIMARA CIUREA",346,PÂNCEŞTI,125141,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:23",207,192,0,9,6,131,116,0,9,6,120,11,200,69,0,9,10,0,15,85,1
29,NEAMŢ,"ŞCOALA PRIMARA,COMUNA PIATRA SOIMULUI",360,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:45",1478,1461,1,12,4,587,571,0,12,4,543,44,1600,1013,33,29,192,3,45,229,12
29,NEAMŢ,"SCOALA PRIMARA DUMBRAVA DEAL",416,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:06",370,357,0,8,5,208,195,0,8,5,186,22,400,192,23,18,43,0,10,90,2
29,NEAMŢ,"SCOALA PRIMARA, GHERAESTII NOI",287,GHERĂEŞTI,122668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:14",482,478,0,4,0,222,218,0,4,0,210,12,600,378,10,9,125,3,40,19,4
29,NEAMŢ,"ŞCOALA PRIMARĂ GROZĂVEŞTI",308,HANGU,122953,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:11:28",362,343,0,9,10,198,179,0,9,10,174,24,400,202,10,13,88,0,5,50,8
29,NEAMŢ,"SCOALA PRIMARA GURA VAII",292,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:56",622,612,0,10,0,338,328,0,10,0,269,69,700,362,74,23,47,7,12,102,4
29,NEAMŢ,"ŞCOALA PRIMARĂ HLĂPEŞTI",258,DRAGOMIREŞTI,122392,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:25:19",685,650,0,18,17,401,366,0,18,17,348,53,700,299,14,33,254,3,3,36,5
29,NEAMŢ,"SCOALA PRIMARA MESTEACAN",318,ICUŞEŞTI,123013,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:22:04",454,447,1,6,0,251,245,0,6,0,223,28,500,249,15,17,94,2,3,84,8
29,NEAMŢ,"ŞCOALA PRIMARĂ NEGRITEŞTI",372,PODOLENI,123674,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:07",303,293,0,8,2,157,147,0,8,2,137,20,400,243,23,10,45,1,4,54,0
29,NEAMŢ,"ȘCOALA PRIMARĂ NISTRIA",195,BOGHICEA,125178,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:07:21",223,216,0,7,0,123,116,0,7,0,103,20,300,177,8,4,68,0,2,20,1
29,NEAMŢ,"ȘCOALA PRIMARĂ NOUĂ TICOȘ",181,"BICAZU ARDELEAN",121340,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:50",252,241,0,6,5,140,129,0,6,5,130,10,300,160,6,5,78,0,14,25,2
29,NEAMŢ,"ȘCOALA PRIMARĂ NR.1",226,CEAHLĂU,122025,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:07",613,608,1,4,0,291,287,0,4,0,253,38,600,309,12,26,114,2,6,88,5
29,NEAMŢ,"ŞCOALA PRIMARĂ NR.1 BUHONCA",251,DOLJEŞTI,122347,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:45",569,564,0,5,0,222,217,0,5,0,188,34,700,478,22,3,46,0,14,98,5
29,NEAMŢ,"ŞCOALA PRIMARĂ NR.1 LOCALITATEA SOCI",202,BORCA,121652,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:35",732,728,0,4,0,419,415,0,4,0,390,29,800,381,11,55,57,3,7,182,75
29,NEAMŢ,"SCOALA PRIMARA NR.1 TODIRENI",430,STĂNIŢA,124331,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:49",245,235,0,7,3,129,119,0,7,3,97,32,300,171,7,5,16,0,1,65,3
29,NEAMŢ,"ȘCOALA PRIMARĂ NR. 2 BORLEȘTI",204,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:25",814,808,0,6,0,347,341,0,6,0,313,34,900,553,20,15,150,2,11,103,12
29,NEAMŢ,"SCOALA PRIMARA NR.2 GHIDION",428,STĂNIŢA,124331,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:37:32",301,298,0,3,0,118,115,0,3,0,98,20,300,182,2,6,22,0,1,66,1
29,NEAMŢ,"ŞCOALA PRIMARĂ NR.2 LOCALITATEA PÎRÎUL PÎNTEI",201,BORCA,121652,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:29",427,422,0,5,0,234,229,0,5,0,211,23,500,266,9,16,52,1,3,117,13
29,NEAMŢ,"ŞCOALA PRIMARĂ NR. 2 OGLINZI",380,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:26",889,852,0,33,4,443,406,0,33,4,413,30,1000,557,32,20,177,2,31,140,11
29,NEAMŢ,"SCOALA PRIMARA NR. 2 RADENI",343,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:18",581,579,0,2,0,301,299,0,2,0,251,50,700,399,22,39,57,2,5,121,5
29,NEAMŢ,"SCOALA PRIMARA NR.2 REDIU",184,BIRA,121386,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:35",245,236,0,8,1,137,128,0,8,1,107,30,300,163,6,3,23,0,3,71,1
29,NEAMŢ,"ŞCOALA PRIMARĂ NR.3 LOCALITATEA PÎRÎUL CÎRJEI",198,BORCA,121652,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:33",595,593,0,1,1,295,293,0,1,1,269,26,700,405,8,36,78,2,7,123,15
29,NEAMŢ,"SCOALA PRIMARA NR.3 VEJA",431,STĂNIŢA,124331,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:51",259,253,0,2,4,141,135,0,2,4,126,15,301,160,4,6,19,1,4,92,0
29,NEAMŢ,"SCOALA PRIMARA NR.4 POIENILE OANCEI",429,STĂNIŢA,124331,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:06",198,190,0,7,1,101,93,0,7,1,81,20,200,99,6,7,20,1,0,45,2
29,NEAMŢ,"SCOALA PRIMARA NR. 5 CHICEREA",427,STĂNIŢA,124331,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:11",221,217,0,4,0,104,100,0,4,0,90,14,300,196,5,4,24,0,1,55,1
29,NEAMŢ,"SCOALA PRIMARA ROCNA",317,ICUŞEŞTI,123013,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:14",475,458,0,8,9,255,238,0,8,9,223,32,500,245,15,83,61,1,5,51,7
29,NEAMŢ,"ŞCOALA PRIMARĂ RUGINEŞTI",309,HANGU,122953,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:27:16",323,306,2,4,11,150,135,0,4,11,140,10,400,250,7,7,51,2,12,59,2
29,NEAMŢ,"ŞCOALA PRIMARĂ SĂCĂLUŞEŞTI",151,AGAPIA,121108,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:41",550,539,1,6,4,282,272,0,6,4,251,21,600,328,13,23,67,1,20,123,4
29,NEAMŢ,"ŞCOALA PRIMARA SAT FRUNZENI",235,COSTIŞA,122132,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:20",548,533,2,10,3,265,252,0,10,3,241,24,600,335,25,86,38,3,2,81,6
29,NEAMŢ,"ŞCOALA PRIMARA SAT MANOAIA",234,COSTIŞA,122132,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:53",780,773,1,5,1,425,419,0,5,1,386,39,900,475,27,51,86,3,17,193,9
29,NEAMŢ,"SCOALA PRIMARA SAVINESTI",420,SĂVINEŞTI,120824,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:22",1256,1238,1,11,6,638,623,0,11,4,557,81,1400,762,52,113,157,4,26,196,9
29,NEAMŢ,"ȘCOALA PRIMARĂ ȘOVOAIA",208,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:25",443,428,0,15,0,186,171,0,15,0,174,12,500,314,12,8,97,0,5,47,5
29,NEAMŢ,"SCOALA PRIMARA SPIRIDONESTI",319,ICUŞEŞTI,123013,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:07",183,173,0,7,3,111,101,0,7,3,102,9,200,89,8,36,22,3,2,29,2
29,NEAMŢ,"ȘCOALA PRIMARĂ TALPA",172,BÂRGĂUANI,121466,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:03",562,549,1,8,4,334,322,0,8,4,286,48,600,266,30,76,90,2,13,70,5
29,NEAMŢ,"SCOALA PRIMARA, TETCANI",288,GHERĂEŞTI,122668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:32",749,741,0,8,0,260,252,0,8,0,245,15,800,540,14,20,99,2,81,25,4
29,NEAMŢ,"ŞCOALA PRIMARĂ VULPĂŞEŞTI",406,SAGNA,124153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:07:14",689,680,1,8,0,301,293,0,8,0,266,35,700,399,43,16,68,1,3,130,5
29,NEAMŢ,"ŞCOALA ROŞIORI",264,DULCEŞTI,122463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:55",302,269,0,16,17,212,181,0,16,15,200,12,300,88,20,7,107,0,11,54,1
29,NEAMŢ,"ŞCOALA SĂVEŞTI",386,RĂUCEŞTI,123914,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:00",351,335,0,4,12,207,191,0,4,12,188,18,400,194,8,10,117,0,3,49,1
29,NEAMŢ,"ȘCOALA SECUIENII NOI",425,SECUIENI,124233,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:02",226,220,2,4,0,93,89,0,4,0,80,13,300,207,5,10,40,0,6,16,3
29,NEAMŢ,"ŞCOALA UNGHENI",381,RĂUCEŞTI,123914,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:15",433,429,0,4,0,239,235,0,4,0,209,30,500,261,12,12,62,1,15,104,3
29,NEAMŢ,"SCOALA VERSESTI",297,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:04",261,255,0,6,0,140,134,0,6,0,112,28,300,160,23,16,27,1,11,31,3
29,NEAMŢ,"ŞCOLA GIMNAZIALĂ ”IULIA HĂLĂUCESCU”, COMUNA TARCĂU, JUDEŢUL NEAMŢ",437,TARCĂU,124493,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:28",795,783,0,4,8,458,446,0,4,8,417,41,900,442,29,44,124,2,36,165,17
29,NEAMŢ,"ŞCOLA GIMNAZIALĂ ”IULIA HĂLĂUCESCU”, COMUNA TARCĂU, JUDEŢUL NEAMŢ",438,TARCĂU,124493,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:17",826,813,0,3,10,436,423,0,3,10,387,49,900,464,25,43,143,1,29,127,19
29,NEAMŢ,"SEDIUL S.V.S.U.",153,"ALEXANDRU CEL BUN",124938,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:02:35",968,944,1,9,14,449,426,0,9,14,418,31,1000,551,50,32,150,3,62,98,23
29,NEAMŢ,"SOCIETATEA COMERCIALǍ TCE PETROFOREST SRL",374,"POIANA TEIULUI",123790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:22",766,756,0,8,2,394,384,0,8,2,352,42,800,406,13,40,63,1,6,219,10
