precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ÎMPREUNĂ PENTRU MOLDOVA-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA ELECTORALĂ ""ALIANȚA PENTRU MODERNIZAREA NEAMȚULUI 2020""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"SCOALA CU CLASELE I-VIII REDIU",392,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:23",937,918,1,13,5,460,442,0,13,5,402,58,1000,540,75,29,140,0,24,133,1
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII REDIU",395,REDIU,124028,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:59",975,966,0,5,4,443,434,0,5,4,392,51,1100,655,55,30,132,2,26,146,1
29,NEAMŢ,"ȘCOALA CU CLASELE I-VIII, SAT VĂLENI, COM. VĂLENI",479,VĂLENI,125123,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:07",554,552,0,2,0,331,329,0,2,0,287,44,600,269,16,17,98,0,30,125,1
29,NEAMŢ,"SCOALA CU CLASELE I-VIII SILISTEAII",399,ROMÂNI,124073,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:31",838,825,0,11,2,381,368,0,11,2,326,55,900,519,24,39,97,2,12,148,4
29,NEAMŢ,"SCOALA DANESTI",296,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:22",259,255,1,3,0,147,143,1,3,0,133,10,297,154,22,11,25,1,20,49,5
29,NEAMŢ,"ŞCOALA DE ARTĂ ”SERGIU CELIBIDACHE” - CORP A",90,"MUNICIPIUL ROMAN",120860,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:33:02",1318,1308,1,9,0,406,397,0,9,0,378,28,1400,994,21,22,117,20,97,94,7
29,NEAMŢ,"ŞCOALA DE ARTĂ ”SERGIU CELIBIDACHE” - CORP A",91,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:26",1392,1382,0,9,1,447,437,0,9,1,427,20,1500,1053,25,15,158,30,62,130,7
29,NEAMŢ,"ŞCOALA DE ARTĂ ”SERGIU CELIBIDACHE” - CORP B",92,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:29",1420,1408,1,11,0,454,443,0,11,0,430,24,1500,1046,35,28,117,30,83,124,13
29,NEAMŢ,"SCOALA DOINA",295,GIROV,122702,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:32",241,238,0,3,0,136,133,0,3,0,119,17,300,164,16,13,61,5,4,16,4
29,NEAMŢ,"SCOALA GENERALA",242,DĂMUC,122249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:30:40",636,617,1,12,6,394,376,0,12,6,345,49,700,306,45,26,159,0,2,109,4
29,NEAMŢ,"SCOALA GENERALA",255,DRAGOMIREŞTI,122392,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:13",108,93,0,8,7,72,57,0,8,7,65,7,100,28,4,1,42,1,3,8,6
29,NEAMŢ,"SCOALA GENERALA",256,DRAGOMIREŞTI,122392,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:50",171,162,1,6,2,105,97,0,6,2,94,11,200,95,12,9,41,1,3,26,2
29,NEAMŢ,"SCOALA GENERALA",328,MĂRGINENI,123175,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:48",116,108,0,5,3,116,108,0,5,3,103,13,200,84,8,6,40,0,3,44,2
29,NEAMŢ,"SCOALA GENERALA",352,PETRICANI,123424,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:24:15",746,740,0,6,0,470,464,0,6,0,394,76,800,330,12,34,46,0,12,287,3
29,NEAMŢ,"SCOALA GENERALA",353,PETRICANI,123424,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:07:36",1125,1119,0,6,0,484,478,0,6,0,425,59,1200,716,27,45,78,2,12,251,10
29,NEAMŢ,"SCOALA GENERALA",354,PETRICANI,123424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:33:31",1399,1394,0,5,0,566,561,0,5,0,507,59,1600,1034,84,27,46,1,3,338,8
29,NEAMŢ,"SCOALA GENERALA",387,RĂZBOIENI,123969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:23",288,276,0,4,8,177,165,0,4,8,157,20,300,123,15,37,15,2,5,79,4
29,NEAMŢ,"SCOALA GENERALA",388,RĂZBOIENI,123969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:22",334,314,0,4,16,220,200,0,4,16,197,23,400,180,14,34,31,1,31,84,2
29,NEAMŢ,"SCOALA GENERALA",257,DRAGOMIREŞTI,122392,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:18:34",103,90,0,10,3,63,50,0,10,3,58,5,100,37,4,7,39,1,0,6,1
29,NEAMŢ,"ŞCOALA GENERALĂ",239,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:47",582,563,0,12,7,386,367,0,12,7,349,37,600,214,20,75,127,2,5,115,5
29,NEAMŢ,"ŞCOALA GENERALĂ",240,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:45",866,862,0,4,0,463,459,0,4,0,382,81,1000,537,48,125,93,1,15,96,4
29,NEAMŢ,"ŞCOALA GENERALĂ",241,CRĂCĂOANI,122187,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:47",255,254,0,1,0,160,159,0,1,0,140,20,300,140,9,44,37,1,2,45,2
29,NEAMŢ,"ŞCOALA GENERALĂ",244,DĂMUC,122249,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:06:42",526,498,0,22,6,360,332,0,22,6,302,30,600,268,12,15,155,0,7,107,6
29,NEAMŢ,"ŞCOALA GENERALĂ",339,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:47",295,286,0,4,5,171,162,0,4,5,159,12,300,129,12,11,34,0,0,101,1
29,NEAMŢ,"ŞCOALA GENERALĂ",338,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:50",1020,1012,0,5,3,688,680,0,5,3,557,131,1100,412,15,8,63,0,1,466,4
29,NEAMŢ,"ŞCOALA GENERALĂ",337,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:58",351,348,0,3,0,181,178,0,3,0,145,36,400,219,10,6,37,0,2,87,3
29,NEAMŢ,"ŞCOALA GENERALĂ",336,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:36",249,244,0,5,0,164,159,0,5,0,142,22,300,136,5,5,28,0,0,102,2
29,NEAMŢ,"ŞCOALA GENERALĂ",335,ONICENI,123255,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:44",628,622,0,5,1,312,306,0,5,1,280,32,700,388,8,18,38,1,6,204,5
29,NEAMŢ,"ŞCOALA GENERALĂ",330,MĂRGINENI,123175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:09",238,221,0,5,12,139,122,0,5,12,120,19,300,161,6,7,13,1,49,38,6
29,NEAMŢ,"ŞCOALA GENERALĂ",329,MĂRGINENI,123175,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:41:13",790,781,0,3,6,456,447,0,3,6,391,65,900,444,39,14,143,1,11,180,3
29,NEAMŢ,"ŞCOALA GENERALĂ",326,MĂRGINENI,123175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:17",901,877,0,9,15,477,453,0,9,15,412,65,900,323,17,17,136,0,21,215,6
29,NEAMŢ,"ȘCOALA GENERALĂ CHINTINICI",132,"ORAŞ ROZNOV",124117,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:28",981,962,0,16,3,495,476,0,16,3,459,36,1000,505,36,49,186,0,18,156,14
29,NEAMŢ,"SCOALA GENERALA CU CLASELE I-IV NR. 3",390,RĂZBOIENI,123969,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:36",477,451,0,0,26,261,235,0,0,26,238,23,500,239,30,28,37,0,27,115,1
29,NEAMŢ,"SCOALA GENERALA CU CLASELE I-VIII",389,RĂZBOIENI,123969,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:34",628,592,0,3,33,434,398,0,3,33,382,52,700,266,25,85,62,0,18,188,4
29,NEAMŢ,"SCOALA GENERALA NR. 1 MARCENI",120,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:21",773,764,0,5,4,361,352,0,5,4,347,14,800,439,23,38,98,2,49,136,1
29,NEAMŢ,"SCOALA GENERALA NR. 1 MARCENI",121,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:30",1205,1196,0,9,0,473,464,0,9,0,436,37,1300,827,37,25,127,4,74,164,5
29,NEAMŢ,"SCOALA GENERALA NR.1 MARCENI",128,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:57:11",77,64,0,9,4,39,26,0,9,4,36,3,100,61,2,3,9,0,4,18,0
29,NEAMŢ,"SCOALA GENERALA NR.1 MARCENI",126,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:52:45",123,115,0,8,0,62,54,0,8,0,52,10,200,138,5,2,6,0,6,33,0
29,NEAMŢ,"SCOALA GENERALA NR.1 MARCENI",127,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:16",213,204,0,8,1,102,93,0,8,1,92,10,300,198,3,4,37,0,10,38,0
29,NEAMŢ,"SCOALA GENERALA NR.2 DODENI",123,"ORAŞ BICAZ",120968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:47",952,943,1,6,2,340,332,0,6,2,302,38,1000,660,17,31,104,3,34,107,6
29,NEAMŢ,"SCOALA GENERALA NR.2 DODENI",124,"ORAŞ BICAZ",120968,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:14",1061,1052,0,8,1,367,358,0,8,1,329,38,1100,733,25,30,127,2,38,96,11
29,NEAMŢ,"ȘCOALA GENERALĂ ROZNOV",129,"ORAŞ ROZNOV",124117,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:30:16",1737,1719,0,16,2,775,757,0,16,2,701,74,1900,1125,74,141,188,5,50,225,18
29,NEAMŢ,"ȘCOALA GENERALĂ SLOBOZIA",134,"ORAŞ ROZNOV",124117,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:13:10",1353,1320,0,25,8,701,669,0,25,7,635,66,1500,799,48,189,187,2,56,135,18
29,NEAMŢ,"SCOALA GIMNAZIALA",259,DRĂGĂNEŞTI,125132,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:35",589,569,0,12,8,340,320,0,12,8,287,53,598,258,6,16,183,1,2,77,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",452,TIMIŞEŞTI,124661,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:05",1048,1041,0,7,0,490,483,0,7,0,449,41,1200,710,18,34,196,0,34,159,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",164,BĂLŢĂTEŞTI,121242,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:24",1220,1213,0,7,0,564,557,0,7,0,493,71,1400,836,52,95,205,2,15,120,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ",453,TIMIŞEŞTI,124661,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:39",1030,1028,0,2,0,497,495,0,2,0,453,44,1100,603,16,13,165,3,101,145,10
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ",222,CÂNDEŞTI,122061,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:42",1289,1273,0,9,7,680,664,0,9,7,604,76,1400,720,63,36,280,1,51,159,14
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA” CORP B(GRĂDINIŢA DE COPII NR. 12 CU PROGRAM NORMAL)",117,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:31",1250,1235,2,10,3,420,407,0,10,3,408,12,1400,980,34,24,138,18,96,90,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA” CORP C(GRĂDINIŢA DE COPII NR. 3 CU PROGRAM PRELUNGIT)",116,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:32",1308,1295,0,11,2,444,431,0,11,2,433,11,1400,956,21,30,144,26,81,124,7
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”(ŞCOALA NR. 5)",115,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:17",1310,1301,0,9,0,395,386,0,9,0,374,21,1400,1005,14,17,123,31,75,108,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”(ŞCOALA NR. 5)",114,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:43",1557,1548,0,9,0,533,524,0,9,0,514,19,1700,1167,27,19,178,34,103,144,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU PODOLEANU”",369,PODOLENI,123674,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:28",1060,1053,0,0,7,504,497,0,0,7,451,53,1100,596,41,20,205,4,14,164,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU PODOLEANU”",370,PODOLENI,123674,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:53",1175,1172,1,0,2,573,570,1,0,2,509,64,1300,727,20,25,257,3,15,173,16
29,NEAMŢ,"SCOALA GIMNAZIALA”ARHIM.CHIRIAC NECULAU” NEMTISOR",484,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:59",1310,1304,2,4,0,527,523,0,4,0,476,51,1400,873,26,24,98,2,22,286,18
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU”",483,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:42",1013,998,1,6,8,450,436,0,6,8,380,70,1100,650,27,25,74,1,14,236,3
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU”",480,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:05",1364,1358,0,4,2,621,615,0,4,2,570,51,1500,879,37,49,154,6,58,252,14
29,NEAMŢ,"SCOALA GIMNAZIALA ”ARHIM. CHIRIAC NICOLAU” NR.2",482,VÂNĂTORI-NEAMŢ,125016,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:08",1380,1369,3,8,0,575,566,1,8,0,490,85,1500,925,22,30,160,2,26,244,6
29,NEAMŢ,"SCOALA GIMNAZIALA BALUSESTI",316,ICUŞEŞTI,123013,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:53:31",1059,1058,0,1,0,457,456,0,1,0,376,81,1200,743,36,24,139,0,20,150,7
29,NEAMŢ,"SCOALA GIMNAZIALA BALUSESTI",315,ICUŞEŞTI,123013,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:16:02",941,936,1,4,0,449,445,0,4,0,373,76,1000,551,26,34,160,3,26,117,7
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOGHICEA",192,BOGHICEA,125178,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:02",1017,1004,1,6,6,551,538,1,6,6,471,80,1100,549,26,29,120,2,103,191,0
29,NEAMŢ,"SCOALA GIMNAZIALĂ BORLEŞTI",203,BORLEŞTI,121732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:12:10",1527,1512,0,15,0,684,669,0,15,0,619,65,1600,916,43,23,234,2,44,248,25
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOZIENI (ȘCOALA GENERALĂ BOZIENI)",215,BOZIENI,121876,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:44",911,905,0,5,1,468,462,0,5,1,401,67,1000,532,20,19,212,1,45,99,5
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOZIENI - ȘCOALA PRIMARĂ CUCI (ŞCOALA GENERALĂ BOZIENI)",216,BOZIENI,121876,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:11",673,668,0,4,1,365,360,0,4,1,295,70,800,435,18,16,115,0,19,123,4
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ BOZIENI - ȘCOALA PRIMARĂ IUCȘA (ŞCOALA GENERALĂ BOZIENI)",217,BOZIENI,121876,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:43",643,633,0,10,0,351,341,0,10,0,298,53,700,349,13,18,130,1,32,97,7
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ BUHALNIŢA",304,HANGU,122953,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:29:19",679,666,1,7,5,274,262,0,7,5,251,23,700,426,10,21,93,1,21,101,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",81,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:52:44",1995,1987,0,8,0,378,370,0,8,0,348,22,2200,1830,24,18,121,14,67,94,10
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",79,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:00",1693,1685,0,8,0,425,417,0,8,0,401,24,1900,1475,34,26,90,25,96,117,13
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CALISTRAT HOGAŞ”",80,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:55",1154,1141,2,11,0,308,297,0,11,0,288,20,1300,992,16,19,85,15,51,95,7
29,NEAMŢ,"SCOALA GIMNAZIALA ”CARMEN SYLVA”",310,HORIA,120922,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:37",1708,1701,3,3,1,584,580,0,3,1,539,45,1900,1316,42,42,162,7,83,189,14
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CAROL I”",89,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:49",1398,1392,0,6,0,514,508,0,6,0,474,40,1500,986,50,20,147,27,92,127,11
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”CAROL I”",88,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:00",1448,1438,2,8,0,505,497,0,8,0,456,49,1600,1095,78,22,112,18,49,167,10
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA FAUREI",276,FĂUREI,122613,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:43",617,615,0,2,0,325,323,0,2,0,298,27,700,375,27,46,117,1,11,89,7
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",286,GHERĂEŞTI,122668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:59",1451,1432,2,7,10,573,556,0,7,10,530,43,1600,1027,41,33,160,0,156,129,11
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",285,GHERĂEŞTI,122668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:33",1360,1357,0,1,2,541,538,0,1,2,501,40,1500,959,57,27,144,4,164,98,7
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",284,GHERĂEŞTI,122668,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:06",1436,1430,0,2,4,578,572,0,2,4,553,25,1600,1022,55,50,155,5,152,130,6
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,COMUNA HANGU",305,HANGU,122953,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:46:08",986,972,0,5,9,518,504,0,5,9,448,70,1000,482,20,28,97,3,73,215,12
29,NEAMŢ,"ŞCOALA GIMNAZIALA, COMUNA PASTRAVENI",340,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:58",724,721,0,3,0,390,387,0,3,0,349,41,800,410,22,47,26,1,13,232,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ COMUNA PĂSTRĂVENI",341,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:12",698,698,0,0,0,365,365,0,0,0,338,27,800,435,24,61,43,0,16,192,2
29,NEAMŢ,"SCOALA GIMNAZIALA,COMUNA PIATRA SOIMULUI",359,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:14",1620,1594,0,18,8,595,569,0,18,8,525,70,1700,1105,47,33,197,3,49,189,7
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",404,SAGNA,124153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:51",1534,1526,1,4,3,636,629,0,4,3,581,55,1700,1064,53,26,230,2,29,227,14
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ, COMUNA SAGNA",403,SAGNA,124153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:54",1693,1692,1,0,0,743,743,0,0,0,638,105,1900,1157,68,32,287,5,28,195,23
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA STANITA",426,STĂNIŢA,124331,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:50",410,392,0,3,15,181,163,0,3,15,148,33,400,219,14,5,48,2,14,65,0
29,NEAMŢ,"SCOALA GIMNAZIALA COMUNA TAMASENI",449,TĂMĂŞENI,124634,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:42",1419,1413,0,6,0,490,484,0,6,0,447,43,1500,1010,22,19,169,2,172,53,10
29,NEAMŢ,"ŞCOALA GIMNAZIALA COMUNA VALENI",478,VĂLENI,125123,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:58",599,594,1,4,0,338,334,0,4,0,275,63,700,362,6,23,40,0,19,186,1
29,NEAMŢ,"ŞCOALA GIMNAZIALA ”CONSTANTIN ROMANESCU” DREPTU",373,"POIANA TEIULUI",123790,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:42",962,952,0,10,0,492,482,0,10,0,436,56,1100,608,14,106,77,1,9,220,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”COSTACHE NEGRI” - LOCAL NOU",111,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:27:13",1461,1451,1,9,0,462,453,0,9,0,430,32,1600,1138,25,32,127,30,58,151,7
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”COSTACHE NEGRI” - LOCAL NOU",110,"MUNICIPIUL ROMAN",120860,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:11",960,955,0,5,0,275,270,0,5,0,262,13,1097,822,14,12,88,13,45,82,8
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”DANIELA CUCIUC”",70,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:45:29",1244,1238,0,6,0,401,395,0,6,0,384,17,1400,999,59,23,119,3,73,97,10
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”DANIELA CUCIUC”",68,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:11",1763,1755,1,6,1,474,467,0,6,1,456,18,2000,1526,72,45,117,6,67,119,30
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”DANIELA CUCIUC”",69,"MUNICIPIUL PIATRA-NEAMŢ",120726,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:12",1001,992,0,9,0,337,328,0,9,0,326,11,1100,763,44,32,81,2,49,108,10
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”DANIELA CUCIUC”",71,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:46",910,896,2,12,0,293,281,0,12,0,273,20,1000,707,48,19,72,4,55,61,14
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ ”DANIELA CUCIUC”",72,"MUNICIPIUL PIATRA-NEAMŢ",120726,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:06",1710,1698,2,10,0,448,438,0,10,0,422,26,1900,1452,66,38,121,5,74,89,29
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ DAVIDENI",465,ŢIBUCANI,124803,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:05",785,768,0,4,13,439,422,0,4,13,381,58,900,461,38,42,172,5,21,98,5
29,NEAMŢ,"SCOALA GIMNAZIALĂ DOMNEASCĂ ”GRIGORE GHICA VODĂ”",137,"ORAŞ TÂRGU-NEAMŢ",121055,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:52:54",1718,1705,0,8,5,733,720,0,8,5,706,27,1903,1170,55,49,178,13,59,330,22
29,NEAMŢ,"SCOALA GIMNAZIALA DR. EMANUIEL RIGLER",436,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:43",720,703,0,17,0,397,380,0,17,0,352,45,800,403,49,29,135,1,34,96,8
29,NEAMŢ,"SCOALA GIMNAZIALA DR. EMANUIEL RIGLER",435,"ŞTEFAN CEL MARE",124411,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:40:56",680,680,0,0,0,351,351,0,0,0,308,43,800,449,49,24,142,2,24,65,2
29,NEAMŢ,"ŞCOALA GIMNAZIALA DULCESTI",265,DULCEŞTI,122463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:38",963,922,2,12,27,622,583,0,12,27,557,65,1000,378,128,24,155,0,14,221,15
29,NEAMŢ,"SCOALA GIMNAZIALA ”DUMITRU ALMAS” NEGRESTI",333,NEGREŞTI,125169,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:07",1234,1174,0,42,18,722,662,0,42,18,653,69,1300,578,56,93,319,3,26,147,9
