precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ COALIȚIA PENTRU MARAMUREȘ CMM-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL VERDE-voturi","PARTIDUL SOCIAL DEMOCRAT INDEPENDENT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ROMÂNIA MARE-voturi","COVACI DENIS-MIHAI-voturi"
26,MARAMUREŞ,"ADMINISTRAȚIA BAZELOR SPORTIVE",47,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:23",1470,1440,19,11,0,543,532,0,11,0,528,15,1600,1057,6,16,147,32,44,19,133,90,5,0,13,8,9,6
26,MARAMUREŞ,"AGENȚIA DE PLĂȚI ȘI INTERVENȚIE PENTRU AGRICULTURĂ MARAMUREȘ",1,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:53:32",1401,1349,36,16,0,667,651,0,16,0,649,18,1500,833,1,30,235,11,70,9,116,116,6,6,18,12,4,15
26,MARAMUREŞ,"ANSAMBLUL FOLCLORIC NAȚIONAL „TRANSILVANIA”",42,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:50",1404,1385,6,13,0,524,511,0,13,0,514,10,1500,976,2,17,154,8,31,37,126,101,4,7,8,1,6,12
26,MARAMUREŞ,"BIBLIOTECA JUDEȚEANĂ „PETRE DULFU”",50,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:17:57",1248,1232,2,14,0,518,504,0,14,0,508,10,1400,882,1,10,147,9,36,82,78,90,6,7,9,11,5,17
26,MARAMUREŞ,"CĂMIN CULTURAL",372,REMEŢI,108552,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 14:55:30",328,320,0,8,0,143,135,0,8,0,131,12,400,257,17,11,36,0,2,20,18,10,1,0,7,7,1,1
26,MARAMUREŞ,"CĂMIN CULTURAL",276,CICÂRLĂU,107662,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:35",1801,1778,1,18,4,860,838,0,18,4,816,44,1900,1040,7,57,230,6,97,9,286,40,10,9,31,11,10,13
26,MARAMUREŞ,"CĂMIN CULTURAL",317,FĂRCAŞA,108106,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:17",894,829,0,43,22,500,435,0,43,22,440,60,900,400,3,19,111,12,162,1,85,19,6,3,15,2,1,1
26,MARAMUREŞ,"CĂMIN CULTURAL",316,FĂRCAŞA,108106,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:54",457,418,0,20,19,321,282,0,20,19,298,23,500,179,0,12,156,3,60,1,48,3,3,0,5,3,0,4
26,MARAMUREŞ,"CĂMIN CULTURAL",315,FĂRCAŞA,108106,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:09",557,533,0,10,14,243,219,0,10,14,222,21,600,357,1,15,82,8,58,2,17,26,2,2,3,1,2,3
26,MARAMUREŞ,"CĂMIN CULTURAL",277,CICÂRLĂU,107662,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:30",1144,1126,1,12,5,567,550,0,12,5,525,42,1200,633,1,53,111,7,22,1,262,14,10,2,25,3,3,11
26,MARAMUREŞ,"CĂMIN CULTURAL",278,CICÂRLĂU,107662,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:49:38",390,381,0,9,0,171,162,0,9,0,147,24,500,329,2,14,32,0,4,2,71,4,1,1,9,1,0,6
26,MARAMUREŞ,"CĂMIN CULTURAL",279,CICÂRLĂU,107662,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:16",267,242,1,21,3,152,128,0,21,3,142,10,300,148,0,11,56,2,9,2,49,3,0,1,6,2,1,0
26,MARAMUREŞ,"CĂMIN CULTURAL CĂTĂLINA",283,COLTĂU,179846,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:43",440,401,0,30,9,305,266,0,30,9,293,12,499,194,1,9,67,2,14,142,31,14,4,0,3,2,1,3
26,MARAMUREŞ,"CĂMIN CULTURAL TĂMĂŞEŞTI",228,ARINIŞ,107047,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:09",203,170,0,27,6,151,118,0,27,6,133,18,200,49,0,9,20,18,14,0,63,1,0,0,6,0,2,0
26,MARAMUREŞ,"CAMINUL CULTURAL",268,"CÂMPULUNG LA TISA",107715,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:46:49",1252,1246,1,0,5,596,590,1,0,5,535,61,1400,804,9,35,105,5,20,273,29,8,2,3,9,33,2,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",413,ŞIEU,179613,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:27:55",1242,1157,1,48,36,778,693,1,48,36,736,42,1300,522,9,59,200,31,35,4,194,124,31,4,12,23,10,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",402,SĂLSIG,108918,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 14:33:37",1377,1231,2,96,48,1005,860,1,96,48,922,83,1397,392,5,38,169,3,329,10,267,58,4,7,16,4,5,7
26,MARAMUREŞ,"CĂMINUL CULTURAL",399,SĂCĂLĂŞENI,108794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:42",530,518,1,11,0,290,279,0,11,0,269,21,600,310,2,13,77,48,21,2,77,10,3,1,11,0,3,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",398,SĂCĂLĂŞENI,108794,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:29:15",714,680,0,19,15,514,480,0,19,15,485,29,800,286,2,16,245,15,21,2,129,12,6,3,19,6,2,7
26,MARAMUREŞ,"CĂMINUL CULTURAL",391,SATULUNG,108712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:08",184,120,0,57,7,184,120,0,57,7,178,6,200,16,1,2,15,5,11,1,128,5,1,0,5,0,2,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",425,"VALEA CHIOARULUI",109354,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:45:57",299,220,0,65,14,252,173,0,65,14,236,16,298,46,0,6,87,1,6,4,83,28,8,0,11,0,2,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",389,SARASĂU,106620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:30",1062,1061,0,1,0,526,525,0,1,0,488,38,1200,674,1,47,118,2,32,5,147,18,3,7,36,68,4,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",388,SARASĂU,106620,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:23",1224,1218,3,3,0,547,542,2,3,0,507,40,1300,753,3,29,112,5,50,4,152,25,5,14,34,68,3,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",428,"VALEA CHIOARULUI",109354,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:07:00",249,189,1,49,10,207,147,1,49,10,201,6,250,43,0,4,15,2,58,2,32,8,70,1,3,3,3,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",429,"VALEA CHIOARULUI",109354,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:44:53",565,520,1,40,4,381,337,0,40,4,364,17,600,219,0,54,97,5,14,7,155,9,8,1,12,1,0,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",430,"VALEA CHIOARULUI",109354,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:57:02",66,49,0,16,1,48,31,0,16,1,44,4,50,2,1,2,11,0,1,1,17,6,3,0,2,0,0,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",431,"VIMA MICĂ",109425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:08",309,296,0,7,6,194,181,0,7,6,180,14,300,106,2,15,31,1,5,2,96,7,4,0,3,11,1,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",432,"VIMA MICĂ",109425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:50:47",90,81,0,9,0,68,59,0,9,0,67,1,100,32,0,2,46,0,1,0,14,1,0,0,2,1,0,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",381,"RONA DE SUS",108632,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:25",1509,1492,1,4,12,688,672,0,4,12,574,114,1600,912,151,26,105,18,38,8,65,86,6,6,6,41,8,10
26,MARAMUREŞ,"CĂMINUL CULTURAL",380,"RONA DE SUS",108632,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:46",1653,1625,0,5,23,784,756,0,5,23,680,104,1800,1016,199,13,113,21,84,12,86,81,4,9,17,31,8,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",433,"VIMA MICĂ",109425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:10:58",184,180,0,4,0,114,110,0,4,0,110,4,200,86,1,31,14,8,4,0,30,7,3,0,6,2,4,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",434,"VIMA MICĂ",109425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:56",228,209,0,11,8,175,156,0,11,8,165,10,250,75,2,8,71,6,0,0,60,7,3,0,3,2,3,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",435,"VIMA MICĂ",109425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:49",340,329,0,10,1,214,203,0,10,1,200,14,350,136,1,9,52,34,34,2,51,1,1,0,7,5,3,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",376,REPEDEA,108598,5,PROV,PRCNCT,CJ,CJ_SV,"2020-10-02 00:00:35",1757,1749,0,6,2,843,835,0,6,2,778,65,1900,1057,79,21,38,6,227,5,310,38,4,2,35,0,8,5
26,MARAMUREŞ,"CĂMINUL CULTURAL",437,"VIMA MICĂ",109425,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:04",49,36,0,12,1,38,25,0,12,1,37,1,50,12,0,1,11,0,1,0,18,1,0,1,3,1,0,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",368,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:23",366,355,0,11,0,204,193,0,11,0,192,11,400,196,0,7,25,3,111,1,35,2,1,0,6,0,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",367,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:09",524,519,0,5,0,281,276,0,5,0,269,12,600,319,0,12,27,0,99,85,33,4,4,0,1,1,3,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",351,ONCEŞTI,179864,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:47",1294,1258,1,26,9,813,777,1,26,9,739,74,1400,587,4,33,145,23,59,2,408,27,0,1,10,18,7,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",319,GIULEŞTI,108151,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 00:38:22",1133,1080,0,26,27,692,639,0,26,27,624,55,1100,408,12,41,385,20,65,3,56,18,2,2,12,2,5,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",318,GÂRDANI,179855,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:54:41",1183,1145,1,13,24,724,687,0,13,24,673,51,1300,576,4,42,255,4,90,8,195,32,3,2,16,7,5,10
26,MARAMUREŞ,"CĂMINUL CULTURAL",307,DESEŞTI,107975,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:38:31",800,762,0,15,23,520,482,0,15,23,492,28,900,380,4,17,140,23,27,6,189,49,3,8,7,11,6,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",305,DESEŞTI,107975,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:16",470,442,0,12,16,297,269,0,12,16,278,19,500,203,0,18,119,9,10,1,61,53,0,0,5,1,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",298,COROIENI,107868,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:55:43",164,149,1,7,7,111,97,0,7,7,110,1,200,89,1,7,52,3,5,0,32,1,1,1,4,2,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",297,COROIENI,107868,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:24:09",362,346,0,4,12,211,195,0,4,12,198,13,400,189,2,16,130,0,15,2,15,4,2,0,5,7,0,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",295,COPALNIC-MĂNĂŞTUR,107733,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:12:33",737,727,0,10,0,453,443,0,10,0,432,21,800,347,2,14,244,5,28,3,34,58,15,2,14,1,5,7
26,MARAMUREŞ,"CĂMINUL CULTURAL",293,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:25",555,546,2,7,0,226,219,0,7,0,203,23,600,374,0,8,102,3,34,1,19,10,8,2,3,3,4,6
26,MARAMUREŞ,"CĂMINUL CULTURAL",288,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:32",277,270,0,7,0,174,167,0,7,0,164,10,300,126,0,3,94,1,13,1,9,37,1,0,4,0,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",287,COPALNIC-MĂNĂŞTUR,107733,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:08:22",409,404,1,4,0,251,247,0,4,0,237,14,500,249,0,13,56,2,66,2,44,43,1,0,9,0,0,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",286,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:32",699,693,0,6,0,401,395,0,6,0,342,59,700,299,2,25,138,3,58,1,56,29,6,2,13,3,3,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",285,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:25:16",80,72,0,8,0,48,40,0,8,0,45,3,100,52,0,4,29,0,1,0,3,7,0,0,0,0,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",267,CĂLINEŞTI,107546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:47",1122,1092,0,14,16,717,687,0,14,16,662,55,1200,483,4,94,180,3,241,4,99,19,0,5,0,7,5,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",266,CĂLINEŞTI,107546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:32",1225,1174,1,19,31,719,671,0,17,31,672,47,1300,581,5,16,276,23,240,14,50,24,1,3,7,0,8,5
26,MARAMUREŞ,"CĂMINUL CULTURAL",265,CĂLINEŞTI,107546,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:33",345,339,0,4,2,177,171,0,4,2,168,9,400,223,2,15,59,4,62,0,17,2,0,1,3,2,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",262,BUDEŞTI,107519,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:09",667,656,0,5,6,420,409,0,5,6,384,36,700,280,1,30,154,5,40,4,118,8,2,3,11,3,5,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",246,BICAZ,107234,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:51:01",256,233,0,8,15,163,140,0,8,15,146,17,260,97,0,8,23,4,14,1,59,21,0,0,15,0,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",244,BICAZ,107234,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:28:45",430,419,0,1,10,279,268,0,1,10,256,23,439,160,2,10,90,4,13,7,75,32,3,2,14,3,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",238,BĂSEŞTI,107190,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:29",126,68,0,57,1,108,50,0,57,1,96,12,135,27,0,5,23,3,4,0,15,27,0,2,3,13,1,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",236,BĂSEŞTI,107190,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:13",491,448,0,35,8,345,302,0,35,8,315,30,470,125,3,45,118,14,50,5,33,21,8,2,7,1,7,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",233,BĂIUŢ,107154,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:58:26",501,487,0,6,8,252,238,0,6,8,236,16,530,278,1,53,42,6,17,32,38,18,1,1,6,20,0,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",230,"ASUAJU DE SUS",107083,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 14:54:48",270,241,0,19,10,173,144,0,19,10,170,3,300,127,0,1,61,0,13,3,76,6,1,0,4,1,1,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",227,ARINIŞ,107047,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:49",730,689,0,24,17,516,475,0,24,17,487,29,800,284,4,23,44,8,133,40,187,9,5,1,8,0,18,7
26,MARAMUREŞ,"CĂMINUL CULTURAL",209,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:04",197,186,0,6,5,113,102,0,6,5,112,1,200,87,0,5,26,0,53,1,15,1,0,0,5,0,6,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",208,"ORAŞ ULMENI",109265,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:41",651,620,0,16,15,351,320,0,16,15,325,26,800,449,0,10,84,0,183,2,19,3,2,0,5,0,16,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",207,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:50:53",907,852,0,27,28,563,508,0,27,28,549,14,1000,437,1,31,25,2,226,218,35,0,0,0,4,0,7,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",201,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:01",1260,1252,1,7,0,473,466,0,7,0,444,22,1300,834,3,25,169,5,36,7,132,31,3,2,14,14,3,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",185,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:30:29",167,154,0,13,0,134,121,0,13,0,129,5,200,66,2,2,60,2,3,2,50,1,0,0,1,1,4,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",184,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:57",278,268,0,9,1,185,175,0,9,1,177,8,300,115,0,6,56,4,41,3,40,14,1,1,4,2,3,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",183,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:13",577,559,4,12,2,310,296,0,12,2,299,11,600,290,1,18,97,2,27,5,100,22,9,1,5,4,5,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",174,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:00",636,598,0,20,18,476,438,0,20,18,454,22,700,224,2,22,132,6,16,2,229,10,1,4,24,1,5,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",173,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:57",521,510,0,11,0,327,316,0,11,0,309,18,601,274,3,46,77,7,11,1,137,7,1,3,11,0,2,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",172,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:08:15",222,209,0,9,4,170,157,0,9,4,163,7,300,130,0,12,62,3,6,1,69,4,1,2,3,0,0,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",168,"ORAŞ ŞOMCUTA MARE",109176,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 22:34:36",629,619,3,6,1,385,378,0,6,1,364,21,700,315,0,10,86,11,6,1,210,10,3,2,18,1,5,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",154,"ORAŞ DRAGOMIREŞTI",108017,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:41:37",1351,1295,0,20,36,740,684,0,20,36,652,88,1400,660,1,19,81,14,119,1,334,16,3,4,17,14,27,2
26,MARAMUREŞ,"CĂMINUL CULTURAL COLTĂU",282,COLTĂU,179846,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:02:36",1825,1752,1,25,47,1304,1232,0,25,47,937,367,1900,596,17,47,129,6,78,593,26,12,9,4,4,0,6,6
26,MARAMUREŞ,"CĂMINUL CULTURAL ȘIȘEȘTI",415,ŞIŞEŞTI,109096,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:40",1294,1270,3,12,9,841,819,1,12,9,788,53,1400,559,5,17,538,3,39,4,60,38,27,2,31,11,4,9
26,MARAMUREŞ,"CĂMINUL CULTURAL TRESTIA",271,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:01",612,601,0,4,7,432,421,0,4,7,395,37,700,268,2,11,87,3,16,4,164,75,7,0,17,1,5,3
26,MARAMUREŞ,"CANTINA DE AJUTOR SOCIAL",220,"ORAŞ VIŞEU DE SUS",106979,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:24:46",1530,1518,2,10,0,593,582,1,10,0,551,42,1700,1107,10,147,231,11,23,6,83,12,5,3,10,3,7,0
26,MARAMUREŞ,"CANTON DE EXPLOATARE ABA SOMEŞ-TISA",373,REMEŢI,108552,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 14:54:38",158,148,0,10,0,64,54,0,10,0,60,4,200,136,9,4,29,0,1,6,5,1,0,0,3,2,0,0
26,MARAMUREŞ,"CANTONUL SILVIC",181,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:02:11",233,221,0,12,0,150,138,0,12,0,140,10,300,150,1,9,74,1,6,2,31,8,2,0,2,3,0,1
26,MARAMUREŞ,"CASA DE CULTURĂ",158,"ORAŞ SEINI",108963,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:51:20",1781,1734,0,21,26,911,864,0,21,26,856,55,1900,989,8,34,173,4,90,35,430,28,5,5,19,14,6,5
26,MARAMUREŞ,"CASA DE CULTURĂ",155,"ORAŞ SĂLIŞTEA DE SUS",108892,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:00:26",1638,1625,0,7,6,709,696,0,7,6,641,68,1800,1091,7,26,188,7,68,5,231,19,6,4,51,14,10,5
26,MARAMUREŞ,"CASA DE CULTURĂ",164,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:55",857,838,3,16,0,465,449,0,16,0,447,18,900,435,0,21,148,15,27,15,185,16,2,1,11,2,1,3
26,MARAMUREŞ,"CASA ORĂŞENEASCĂ DE CULTURĂ",187,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:33:42",1675,1655,2,17,1,780,761,1,17,1,752,28,1801,1021,5,40,249,11,76,53,160,87,12,7,20,21,9,2
26,MARAMUREŞ,"CENTRUL COMUNITAR ROMANII",84,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 15:12:34",1237,1225,0,12,0,369,357,0,12,0,295,74,1400,1031,5,20,70,3,57,20,65,14,11,8,7,11,2,2
26,MARAMUREŞ,"CENTRUL CULTURAL CERNEȘTI",270,CERNEŞTI,107582,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:00",672,661,0,5,6,412,401,0,5,6,402,10,700,288,1,34,145,3,36,1,97,57,7,2,11,2,3,3
26,MARAMUREŞ,"CENTRUL DE CULTURĂ ȘI ARTĂ",205,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:20",1187,1146,7,16,18,704,670,0,16,18,677,27,1200,496,1,78,166,3,233,33,85,31,7,6,10,3,14,7
26,MARAMUREŞ,"CENTRUL MULTIFUNCŢIONAL",335,"MIREŞU MARE",108268,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:21:53",522,516,0,6,0,272,266,0,6,0,263,9,600,328,2,15,108,3,38,0,77,5,3,2,6,3,1,0
26,MARAMUREŞ,"CENTRUL „PHOENIX”",71,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:18",1419,1405,2,12,0,403,391,0,12,0,370,33,1600,1197,1,13,87,10,43,14,124,34,11,2,8,10,8,5
26,MARAMUREŞ,"CENTRUL „SALVAȚI FAMILIA”",83,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:35",1905,1891,4,10,0,715,705,0,10,0,696,19,2100,1385,7,27,226,12,82,30,144,99,6,8,16,13,6,20
26,MARAMUREŞ,"CENTRUL „SFÂNTUL FRANCISC DE ASSISI”",79,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:31",1524,1511,1,12,0,445,433,0,12,0,422,23,1600,1155,2,22,110,3,55,17,111,52,5,11,5,11,6,12
26,MARAMUREŞ,"CENTRUL SOCIAL „ASSOC”",46,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:43",1483,1464,9,10,0,550,540,0,10,0,538,12,1700,1150,4,30,138,6,56,34,122,91,7,8,16,6,5,15
26,MARAMUREŞ,"CENTRUL SOCIAL DE ASIGURARE A SERVICIILOR SOCIALE",336,"MIREŞU MARE",108268,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:02",424,402,0,17,5,280,258,0,17,5,267,13,500,220,2,13,30,3,20,1,183,2,3,1,6,2,1,0
26,MARAMUREŞ,"CENTRUL UNIVERSITAR NORD - „FACULTATEA DE LITERE”",14,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:04:14",1391,1374,7,10,0,513,503,0,10,0,506,7,1600,1087,4,26,133,5,38,66,76,111,6,14,7,11,2,7
