precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ COALIȚIA PENTRU MARAMUREȘ CMM-voturi","ALIANȚA USR PLUS-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL VERDE-voturi","PARTIDUL SOCIAL DEMOCRAT INDEPENDENT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ROMÂNIA MARE-voturi","COVACI DENIS-MIHAI-voturi"
26,MARAMUREŞ,"ŞCOALA GENERALĂ",191,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:07",417,409,0,7,1,242,234,0,7,1,231,11,500,258,1,9,142,1,12,2,49,2,3,1,4,1,3,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",192,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:41",176,170,0,6,0,102,96,0,6,0,97,5,200,98,1,7,47,1,21,1,12,3,0,0,1,1,1,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",193,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:27:48",768,757,1,6,4,301,290,1,6,4,287,14,800,499,5,12,43,0,8,156,39,9,5,2,2,5,1,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ",194,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:07",324,317,0,7,0,146,139,0,7,0,133,13,400,254,1,4,80,1,14,1,18,2,1,5,4,1,1,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",176,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:07",583,569,0,14,0,323,309,0,14,0,315,8,600,277,1,14,116,1,86,1,62,10,8,1,4,4,4,3
26,MARAMUREŞ,"ȘCOALA GENERALĂ",406,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:23",414,403,0,10,1,211,200,0,10,1,169,42,450,239,1,35,64,1,18,1,15,0,0,2,1,2,25,4
26,MARAMUREŞ,"ȘCOALA GENERALĂ",346,"OARŢA DE JOS",108366,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:17:35",606,541,0,34,31,425,360,0,34,31,377,48,600,175,3,24,143,2,78,6,44,28,5,2,10,22,4,6
26,MARAMUREŞ,"ȘCOALA GENERALĂ",405,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:54",1649,1641,1,5,2,760,753,0,5,2,664,96,1750,990,8,47,343,6,64,2,79,10,1,4,17,29,52,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ",175,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:29",868,855,4,9,0,490,481,0,9,0,470,20,1000,510,5,19,190,3,14,119,68,15,1,3,12,7,7,7
26,MARAMUREŞ,"ȘCOALA GENERALĂ",427,"VALEA CHIOARULUI",109354,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:42:10",319,288,0,26,5,224,193,0,26,5,210,14,300,76,1,13,38,1,7,1,127,10,3,0,8,1,0,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",177,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:27",591,583,0,6,2,364,356,0,6,2,339,25,700,336,3,19,109,3,41,13,116,5,3,1,9,13,4,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",323,GROŞI,106363,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:48",394,388,0,6,0,146,140,0,6,0,134,12,400,254,0,1,63,1,14,0,21,10,0,3,4,9,6,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ",324,GROŞI,106363,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:52:11",986,979,2,3,2,526,521,0,3,2,503,23,1100,574,3,14,163,4,102,3,76,40,8,6,10,44,23,7
26,MARAMUREŞ,"ȘCOALA GENERALĂ",426,"VALEA CHIOARULUI",109354,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:14:48",394,355,0,30,9,305,266,0,30,9,294,11,400,95,0,7,17,2,13,0,239,4,2,0,9,0,1,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",408,STRÂMTURA,109005,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:23",418,414,0,4,0,145,141,0,4,0,134,11,500,355,0,10,30,0,54,1,25,1,1,1,2,3,5,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ",169,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:40:13",320,315,0,5,0,222,217,0,5,0,212,10,400,178,0,12,66,0,5,1,114,3,2,0,6,0,2,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ",407,STRÂMTURA,109005,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:16",515,505,1,7,2,212,203,0,7,2,192,20,600,388,0,16,49,1,17,5,70,8,3,2,11,1,8,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ",170,"ORAŞ ŞOMCUTA MARE",109176,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:36",210,197,0,10,3,168,155,0,10,3,154,1,200,45,0,5,29,0,2,2,111,3,0,0,2,0,0,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ",171,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:57",547,525,0,19,3,359,337,0,19,3,337,22,598,239,1,21,105,11,11,3,149,11,0,0,13,3,3,6
26,MARAMUREŞ,"ŞCOALA GENERALÃ",300,COROIENI,107868,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 12:19:49",742,732,0,7,3,431,424,0,7,0,381,50,800,366,3,10,300,1,8,0,26,17,5,1,5,1,4,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ CANDELA",411,"SUCIU DE SUS",109041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:39",745,721,0,15,9,434,410,0,15,9,394,40,800,366,2,14,115,1,7,3,222,1,1,3,15,2,5,3
26,MARAMUREŞ,"SCOALA GENERALA(CORP NOU)",284,COPALNIC-MĂNĂŞTUR,107733,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:50:52",588,585,0,3,0,311,308,0,3,0,281,30,600,289,0,16,127,2,27,1,72,11,1,1,12,1,6,4
26,MARAMUREŞ,"ȘCOALA GENERALĂ CU CLASELE I-IV",165,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:49",710,694,1,14,1,344,329,0,14,1,322,22,800,456,2,12,107,9,5,9,139,17,7,2,6,2,1,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASELE I-IV LUJANA",377,REPEDEA,108598,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:12",739,729,0,10,0,326,316,0,10,0,286,40,800,474,33,9,22,2,63,2,108,18,3,2,17,2,5,0
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASEL I-IV LESPEDEA DE JOS",378,REPEDEA,108598,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:53:51",1186,1181,0,4,1,596,591,0,4,1,540,56,1400,804,66,8,76,7,139,3,176,23,11,0,26,2,2,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ „MOCEARSCHI”",352,PETROVA,108455,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:30",1049,1026,2,12,9,603,581,1,12,9,529,74,1100,497,2,38,194,11,110,3,124,5,2,3,22,4,5,6
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",152,"ORAŞ CAVNIC",106782,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 14:35:38",801,777,3,13,8,392,371,0,13,8,355,37,900,508,4,9,85,3,140,50,20,15,13,0,4,6,4,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",159,"ORAŞ SEINI",108963,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:15:05",1754,1712,0,23,19,951,911,0,23,17,883,68,1900,949,0,17,209,2,167,40,375,14,3,3,23,16,7,7
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 1",88,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:54",1457,1448,1,8,0,479,471,0,8,0,456,23,1600,1121,2,30,226,6,28,8,81,41,6,3,13,6,3,3
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",108,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:50",805,792,3,10,0,256,246,0,10,0,239,17,900,644,4,24,73,0,20,23,38,26,2,8,6,6,6,3
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",109,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:26",962,955,0,7,0,285,278,0,7,0,273,12,1100,815,10,25,112,4,24,14,41,17,2,4,7,5,2,6
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 10",107,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:02:52",1391,1379,4,8,0,435,427,0,8,0,420,15,1500,1065,4,52,125,5,25,32,86,40,5,13,14,10,1,8
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 11",89,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:35:35",1115,1099,6,9,1,393,383,0,9,1,373,20,1200,807,5,28,136,11,28,23,65,30,3,7,16,14,3,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR.2",387,RUSCOVA,108696,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:19:02",1134,1117,0,13,4,400,383,0,13,4,344,56,1300,900,38,5,141,3,28,4,61,34,4,0,16,4,5,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 2",151,"ORAŞ CAVNIC",106782,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:51:05",1687,1620,2,12,53,911,851,0,9,51,863,48,1799,888,6,49,297,13,130,23,105,105,70,8,29,10,9,9
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 2",213,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:28:19",1100,1066,27,6,1,390,383,0,6,1,348,42,1200,810,5,50,219,2,12,3,32,5,2,5,7,2,3,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 2",212,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:17",1099,1087,0,12,0,382,370,0,12,0,363,19,1200,818,9,61,203,1,23,3,36,8,4,3,7,2,2,1
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 2",167,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:55",779,767,0,12,0,468,456,0,12,0,303,165,800,332,0,10,119,8,7,4,136,5,1,1,11,0,1,0
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 2",100,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:25:29",1433,1409,12,12,0,524,509,3,12,0,495,29,1500,976,10,27,148,4,34,81,96,40,3,9,20,18,2,3
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 5",115,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:08:58",1251,1235,2,10,4,499,485,0,10,4,470,29,1400,901,4,33,204,8,52,4,100,19,1,8,15,10,5,7
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 5",116,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:17:41",1357,1351,1,5,0,428,423,0,5,0,403,25,1382,954,8,19,171,10,37,5,92,21,9,5,15,4,4,3
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 6",106,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:31:06",1804,1801,0,3,0,605,602,0,3,0,578,27,1600,995,19,54,193,13,51,44,84,48,6,20,20,14,7,5
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 7",117,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:16:43",827,819,1,7,0,338,331,0,7,0,311,27,900,562,2,19,171,8,36,3,47,9,2,3,7,0,2,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 8",87,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:26",1108,1098,0,10,0,413,403,0,10,0,367,46,1200,787,5,18,145,4,31,4,101,15,7,2,24,4,5,2
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 9",102,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:31:45",1235,1222,6,7,0,450,443,0,7,0,433,17,1400,950,13,48,121,3,30,30,92,58,1,9,12,7,4,5
26,MARAMUREŞ,"ȘCOALA GENERALĂ NR. 9",103,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:18",1112,1105,0,7,0,319,312,0,7,0,312,7,1200,881,15,28,86,5,32,17,59,34,3,8,9,7,6,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ PENTRU COPII CU DEFICIENŢE",188,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:38",1880,1832,29,9,10,838,819,0,9,10,793,45,2000,1162,7,53,294,12,68,40,159,82,10,10,26,20,9,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ „SUSANI”",353,PETROVA,108455,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:02:39",974,942,0,17,15,590,558,0,17,15,516,74,1100,510,6,34,185,4,128,3,102,15,7,4,13,6,5,4
26,MARAMUREŞ,"SCOALA GIMNAZIALA",370,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:04",944,864,1,63,16,664,584,1,63,16,626,38,949,285,3,25,92,3,368,4,102,7,2,2,11,1,3,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ",231,"BĂIŢA DE SUB CODRU",107118,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:49:40",1245,1155,0,64,26,870,780,0,64,26,820,50,1300,430,4,16,134,4,29,3,552,30,9,2,7,3,24,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ",396,SATULUNG,108712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:23",622,593,2,5,22,437,410,0,5,22,411,26,700,263,2,14,232,6,11,4,100,20,6,2,11,0,2,1
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ",248,BISTRA,107270,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:44:16",1287,1277,0,10,0,591,581,0,10,0,511,80,1400,809,96,21,179,4,26,6,152,5,3,1,12,1,4,1
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ",249,BISTRA,107270,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:53",1179,1177,1,1,0,437,436,0,1,0,372,65,1300,863,95,39,145,6,12,3,30,12,6,3,12,5,2,2
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",124,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:50",536,532,0,4,0,305,301,0,4,0,269,36,600,295,0,8,106,10,27,3,29,32,8,8,18,5,3,12
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",394,SATULUNG,108712,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 14:38:07",912,876,0,36,0,650,614,0,36,0,561,89,1000,350,1,18,101,4,77,3,330,7,3,2,12,1,2,0
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",362,RECEA,106407,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:11",1291,1271,0,18,2,750,730,0,18,2,719,31,1398,648,4,39,420,7,39,6,124,39,7,6,12,8,3,5
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",361,RECEA,106407,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:15:36",1246,1211,0,27,8,769,734,0,27,8,752,17,1300,531,1,61,244,2,58,82,211,47,21,1,12,2,7,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",395,SATULUNG,108712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:20",558,523,0,26,9,370,335,0,26,9,322,48,600,230,2,11,37,4,51,3,179,23,0,2,5,0,3,2
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",390,SATULUNG,108712,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:00:29",1307,1198,4,51,54,840,733,2,51,54,802,38,1400,560,8,23,106,12,263,29,306,21,2,2,8,6,7,9
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",403,SĂPÂNŢA,108945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:54",1388,1360,0,4,24,791,763,0,4,24,748,43,1500,709,6,31,380,128,56,11,97,12,2,2,17,1,5,0
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",404,SĂPÂNŢA,108945,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:05:17",1306,1280,0,5,21,780,754,0,5,21,744,36,1400,620,6,31,346,147,80,10,82,7,0,2,21,9,2,1
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",123,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:43",1531,1520,1,6,4,598,587,1,6,4,580,18,1700,1102,1,33,204,42,47,70,78,35,3,39,15,3,3,7
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",122,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:44",1618,1604,2,12,0,548,536,0,12,0,499,49,1800,1252,2,29,178,24,53,33,60,26,6,20,21,14,11,22
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",328,IEUD,108204,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:00:01",1630,1598,0,9,23,661,629,0,9,23,597,64,1800,1139,4,23,124,5,110,0,292,13,7,1,13,3,2,0
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",327,IEUD,108204,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:14:17",1584,1550,2,13,19,602,570,0,13,19,553,45,1700,1098,4,16,133,7,94,4,264,9,2,2,13,0,5,0
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",204,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:15",1219,1176,0,23,20,890,847,0,23,20,864,26,1200,310,1,8,55,6,750,3,29,3,2,0,4,0,3,0
26,MARAMUREŞ,"ȘCOALĂ GIMNAZIALĂ",365,RECEA,106407,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:01",1065,1044,3,14,4,576,558,0,14,4,536,40,1200,624,2,41,152,11,46,7,160,81,7,4,13,7,2,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”",23,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:58:01",1486,1424,1,10,51,573,513,0,10,50,561,12,1600,1027,3,26,159,9,47,29,148,84,8,18,13,9,5,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IOAN CUZA”",24,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:22",1497,1482,2,13,0,533,520,0,13,0,507,26,1700,1167,6,28,123,8,60,28,129,73,3,13,13,3,12,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IVASIUC”",37,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:00:35",1428,1423,1,4,0,403,399,0,4,0,387,16,1600,1197,4,16,106,6,36,21,114,43,7,7,11,4,5,7
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „ALEXANDRU IVASIUC”",38,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:24",1375,1362,2,11,0,492,481,0,11,0,448,44,1600,1108,3,17,137,6,39,17,108,68,5,7,10,7,6,18
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",12,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:00",981,963,2,16,0,339,323,0,16,0,328,11,1100,761,1,7,96,11,24,38,61,61,4,3,3,9,1,9
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",13,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:04:53",1393,1374,5,14,0,532,518,0,14,0,518,14,1500,968,2,19,137,10,35,46,103,111,5,18,4,12,4,12
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",11,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:52",1082,1072,2,8,0,428,420,0,8,0,412,16,1200,772,2,15,120,6,28,34,83,91,6,4,9,5,1,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",10,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:03",1012,1002,3,7,0,349,342,0,7,0,340,9,1100,751,0,13,110,4,36,21,50,73,3,5,7,8,3,7
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",440,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:51",1301,1272,0,11,18,638,609,0,11,18,588,50,1400,762,5,82,300,6,39,1,73,48,9,5,10,3,5,2
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ CU CLASELE I - VIII, VISEU DE JOS",439,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:35",1523,1478,3,11,31,776,734,0,11,31,710,66,1700,924,2,97,420,8,33,2,75,43,3,4,13,3,5,2
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",41,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:29:13",1431,1421,3,7,0,517,510,0,7,0,499,18,1600,1083,2,22,136,16,51,18,128,53,1,22,25,9,8,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",40,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:02",1389,1381,0,8,0,409,401,0,8,0,391,18,1600,1191,0,22,105,5,38,12,108,54,10,6,14,6,3,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DIMITRIE CANTEMIR”",39,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 15:12:40",1468,1460,1,7,0,479,472,0,7,0,466,13,1600,1121,4,21,132,5,55,11,129,63,10,4,12,3,7,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DR. VICTOR BABEȘ”",3,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:02",1674,1646,17,11,0,640,628,1,11,0,626,14,1900,1260,5,42,197,8,60,28,112,106,6,12,16,16,5,13
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „DR. VICTOR BABEȘ”",4,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 22:46:22",1872,1859,2,11,0,720,709,0,11,0,706,14,2000,1280,1,42,195,17,66,44,145,131,4,21,14,11,5,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „GEORGE COȘBUC”",17,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:26",1068,1050,4,14,0,419,405,0,14,0,402,17,1200,781,0,16,79,4,30,46,111,75,6,11,9,9,3,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „GEORGE COȘBUC”",16,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:37:37",1199,1182,2,15,0,402,387,0,15,0,388,14,1296,894,2,16,101,4,28,54,87,60,2,10,8,10,2,4
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „GHEORGHE LUPAN”",322,GROŞI,106363,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:27:52",1227,1212,3,8,4,763,750,1,8,4,743,20,1300,537,6,51,374,8,37,4,152,55,11,5,10,8,5,17
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",129,"ORAŞ BAIA SPRIE",106684,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:11",445,436,0,9,0,445,436,0,9,0,421,24,1300,855,4,28,132,28,36,13,79,25,6,17,13,18,7,15
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",128,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:10:53",1242,1231,4,5,2,485,477,1,5,2,443,42,1300,815,6,23,144,35,40,26,61,26,8,29,18,16,4,7
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN SLAVICI”",125,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:17",944,930,0,10,4,449,435,0,10,4,431,18,1000,551,1,20,148,13,41,4,66,25,8,67,13,10,3,12
