precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA PENTRU BISTRIȚA-NĂSĂUD-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU MIHALACHE-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL VERDE-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","POP ZAHARIE-voturi"
6,BISTRIŢA-NĂSĂUD,"AFTER-SCHOOL FELDRU",135,FELDRU,33248,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:07",1391,1378,1,9,3,619,607,0,9,3,559,60,1515,896,19,247,241,6,13,6,5,8,4,6,4
6,BISTRIŢA-NĂSĂUD,"AUTOGARA CĂLĂTORI",73,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:49",1777,1762,0,15,0,808,793,0,15,0,766,42,1950,1142,57,322,245,6,69,9,7,25,7,4,15
6,BISTRIŢA-NĂSĂUD,"BIBLIOTECA COMUNALĂ SATU NOU",104,CETATE,32884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:33",597,585,1,5,6,400,389,0,5,6,364,36,650,250,121,145,60,4,11,6,4,4,3,2,4
6,BISTRIŢA-NĂSĂUD,"BIBLIOTECA ORĂȘENEASCĂ BECLEAN „LIVIU REBREANU”",58,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:00:09",1548,1538,4,6,0,795,789,0,6,0,778,17,1715,920,79,312,271,10,28,18,3,33,10,11,3
6,BISTRIŢA-NĂSĂUD,"CABANA STARSILVA FIAD",294,TELCIU,35054,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:57:41",184,170,0,13,1,98,85,0,12,1,87,11,190,92,31,29,20,2,1,2,0,0,0,2,0
6,BISTRIŢA-NĂSĂUD,"CĂMIN CULTURAL",241,"SÂNMIHAIU DE CÂMPIE",34477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:53",148,105,1,33,9,147,105,0,33,9,126,21,165,18,6,82,26,0,1,3,3,3,1,1,0
6,BISTRIŢA-NĂSĂUD,"CAMIN CULTURAL ”GRIGORE PLETOSU”",257,ŞIEU-MĂGHERUŞ,34690,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:21",565,553,0,1,11,259,247,0,1,11,228,31,610,351,9,74,106,9,2,2,10,10,3,2,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL",273,ŞINTEREAG,34903,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:52",256,250,0,3,3,133,127,0,3,3,117,16,286,153,4,46,52,4,2,3,1,5,0,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL",243,"SILIVAŞU DE CÂMPIE",34422,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:31",837,771,0,31,35,619,553,0,31,35,510,109,855,236,49,274,125,23,8,12,5,8,3,0,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL",211,NUŞENI,34075,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:14:01",310,287,0,3,20,163,140,0,3,20,151,12,340,177,11,41,87,0,4,1,0,5,0,2,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL AGRIŞU DE SUS",263,ŞIEU-ODORHEI,34770,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:23:27",134,126,1,3,4,88,81,0,3,4,79,9,150,62,6,27,28,0,0,4,2,5,6,0,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ALBEŞTII BISTRIŢEI",141,"GALAŢII BISTRIŢEI",33275,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:26:23",135,130,0,5,0,81,76,0,5,0,78,3,145,64,7,45,12,9,1,0,1,1,0,2,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ARCHIUD",283,TEACA,34985,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:42",460,443,1,7,9,248,233,0,7,8,230,18,490,242,14,117,69,9,3,5,3,6,2,1,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ARŞIŢA",181,"MĂGURA ILVEI",33729,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:26",344,338,1,5,0,192,187,0,5,0,161,31,375,183,14,81,49,2,2,4,3,1,1,4,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BAŢA",216,"PETRU RAREŞ",34173,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:57",726,707,0,9,10,448,429,0,9,10,419,29,775,327,17,172,158,7,4,5,29,17,3,2,5
6,BISTRIŢA-NĂSĂUD,"CAMINUL CULTURAL BEUDIU",207,NUŞENI,34075,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:53:56",477,428,2,8,39,337,289,1,8,39,317,20,510,173,8,94,192,2,6,7,0,8,0,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BIDIU",175,MATEI,33658,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:04",169,157,0,7,5,100,88,0,7,5,78,22,170,70,10,25,33,3,1,2,0,2,0,2,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BÎRLA",184,MĂRIŞELU,33765,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:37",190,185,0,3,2,190,185,0,3,2,177,13,306,116,10,83,61,1,3,3,0,9,2,3,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BISTRIŢA BÎRGĂULUI",84,"BISTRIŢA BÂRGĂULUI",32633,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:12:20",1374,1362,0,5,7,793,781,0,5,7,721,42,1515,722,73,468,113,11,9,16,4,18,2,3,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BLĂJENII DE JOS",275,ŞINTEREAG,34903,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:14",311,285,0,7,19,202,176,0,7,19,188,14,335,133,14,106,43,6,4,1,0,5,2,4,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BRĂTENI",239,"SÂNMIHAIU DE CÂMPIE",34477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:18",79,59,0,18,2,65,45,0,18,2,52,13,90,25,7,23,14,0,0,0,0,4,0,1,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BRETEA",264,ŞIEU-ODORHEI,34770,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:29:34",142,110,0,15,17,113,81,0,15,17,104,9,140,27,6,86,9,0,0,1,0,1,1,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BUDURLENI",284,TEACA,34985,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:57",80,71,0,9,0,57,48,0,9,0,48,9,80,23,2,33,7,2,1,1,0,1,0,0,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BUZA-CĂTUN",116,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:32:08",98,96,0,2,0,53,51,0,2,0,50,3,105,52,2,18,23,2,2,2,1,0,0,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CHIRALEŞ",155,LECHINŢA,33435,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:28",425,413,0,7,5,202,190,0,7,5,184,18,460,258,11,80,56,1,2,0,12,4,2,15,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CICEU-MIHĂIEŞTI",121,"CICEU - MIHĂIEŞTI",179953,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:07",768,755,1,4,8,380,368,0,4,8,350,30,830,450,51,141,89,6,9,8,2,40,1,3,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CICEU-POIENI",103,"CĂIANU MIC",32811,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:55",552,527,0,3,22,303,278,0,3,22,299,4,610,307,6,274,11,2,4,0,0,1,0,0,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CIREŞOAIA",89,BRANIŞTEA,32660,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:55",1173,1109,1,9,54,877,814,0,9,54,777,100,1275,398,21,574,103,2,23,11,3,18,12,6,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COASTA",265,ŞIEU-ODORHEI,34770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:07:35",168,163,0,4,1,93,88,0,4,1,86,7,175,82,22,27,19,2,2,0,1,5,7,1,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COMLOD",192,MILAŞ,33881,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:15",121,111,0,10,0,79,69,0,10,0,70,9,125,46,2,30,32,2,0,0,0,1,1,2,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CRAINIMĂT",258,ŞIEU-MĂGHERUŞ,34690,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:22:29",851,848,0,3,0,386,383,0,3,0,356,30,935,549,8,86,198,6,3,3,5,20,7,16,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL DUMBRĂVENI",125,CICEU-GIURGEŞTI,32955,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:09:41",557,501,0,18,38,386,330,0,18,38,348,38,555,169,72,182,54,17,5,3,1,5,0,3,6
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL FELEAC",208,NUŞENI,34075,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:01:26",270,258,0,4,8,173,162,0,4,7,162,11,293,120,7,43,97,3,2,0,0,7,3,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL FÎNAŢE",308,URMENIŞ,35312,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:38",161,151,0,9,1,112,102,0,9,1,100,12,170,58,13,21,54,1,1,0,0,4,0,5,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL GALAŢII BISTRIŢEI",138,"GALAŢII BISTRIŢEI",33275,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:19",565,561,0,2,2,325,321,0,2,2,300,25,615,290,28,177,67,1,2,9,0,12,0,2,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ”GHERASIM DOMIDE” RODNA",231,RODNA,34333,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:41:10",1445,1441,0,4,0,847,843,0,4,0,757,90,1585,738,224,337,104,3,15,13,5,21,21,0,14
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL GLEDIN",194,MONOR,33952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:52",410,392,0,5,13,312,294,0,5,13,271,41,445,133,20,134,37,7,3,5,8,50,0,6,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL JIMBOR",115,CHIOCHIŞ,33015,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:21",350,345,0,2,3,201,196,0,2,3,182,19,385,184,12,42,101,3,7,6,4,6,0,1,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LIVEZILE",161,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:34",1289,1237,2,46,4,714,664,0,46,4,644,70,1360,646,123,364,75,16,20,8,2,24,4,5,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LIVIU REBREANU",75,"ORAŞ NĂSĂUD",32544,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:58:16",606,596,0,7,3,378,368,0,7,3,344,34,660,282,15,117,166,3,18,3,6,8,1,4,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LUNCA ILVEI",168,"LUNCA ILVEI",33603,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:33",1207,1189,1,0,17,691,674,0,0,17,618,73,1315,624,33,191,257,6,20,9,7,86,1,7,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LUNCA ILVEI",167,"LUNCA ILVEI",33603,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:47",1521,1512,1,1,7,803,795,0,1,7,720,83,1670,867,60,226,295,9,13,10,11,88,0,8,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL LUŞCA",76,"ORAŞ NĂSĂUD",32544,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:41",552,545,1,6,0,295,289,0,6,0,279,16,600,305,11,71,166,0,20,2,2,4,1,0,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MĂGURA ILVEI",180,"MĂGURA ILVEI",33729,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:29",1396,1370,0,3,23,772,746,0,3,23,668,104,1510,738,59,299,253,5,11,15,8,6,4,5,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MĂLUŢ",90,BRANIŞTEA,32660,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:32:57",471,444,0,16,11,323,296,0,16,11,308,15,511,188,18,118,138,3,5,7,9,8,1,1,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MICEŞTII DE CÎMPIE",187,"MICEŞTII DE CÂMPIE",33845,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:05:11",251,240,0,3,8,175,164,0,3,8,145,30,275,100,8,43,29,38,2,2,1,4,4,0,14
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MIREŞ",120,CHIUZA,33122,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:29:30",117,107,0,5,5,93,83,0,5,5,88,5,125,32,3,56,10,2,4,3,0,9,0,1,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MOCOD",199,NIMIGEA,33989,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:45",510,495,1,10,4,241,227,0,10,4,219,22,545,304,31,93,74,3,5,2,3,1,2,3,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MONOR",193,MONOR,33952,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:59",683,665,0,3,15,515,497,0,3,15,455,60,750,235,16,248,84,24,7,8,2,48,8,10,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL OCNIŢA",285,TEACA,34985,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:20",832,823,2,7,0,436,429,0,7,0,375,61,915,479,39,113,170,3,10,3,5,22,4,5,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ORHEIU BISTRIŢEI",106,CETATE,32884,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:06",680,670,0,7,3,419,409,0,7,3,367,52,735,316,125,133,79,2,9,1,5,3,0,4,6
6,BISTRIŢA-NĂSĂUD,"CAMINUL CULTURAL OROSFAIA",191,MILAŞ,33881,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:20",297,293,0,4,0,202,198,0,4,0,187,15,325,123,24,49,95,4,2,1,2,5,1,4,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL PINTICU",286,TEACA,34985,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:01",643,636,0,7,0,280,273,0,7,0,220,60,700,420,43,61,85,5,2,4,5,5,7,3,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL RUSU BÎRGĂULUI",150,"JOSENII BÂRGĂULUI",33382,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:57",784,782,0,2,0,393,391,0,2,0,368,25,860,467,83,112,119,11,5,12,2,18,3,0,3
6,BISTRIŢA-NĂSĂUD,"CAMINUL CULTURAL RUSU DE SUS",210,NUŞENI,34075,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:16",246,227,1,10,8,175,156,1,10,8,164,11,260,85,5,44,95,0,2,6,1,7,1,3,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂLCUŢA",240,"SÂNMIHAIU DE CÂMPIE",34477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:32:37",89,58,0,23,8,89,58,0,23,8,83,6,100,11,3,42,33,0,2,0,1,0,1,1,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂRĂŢEL",259,ŞIEU-MĂGHERUŞ,34690,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:58",474,466,1,4,3,218,211,0,4,3,192,26,525,307,11,52,81,1,9,1,1,22,2,10,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂSARM",118,CHIUZA,33122,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:45:13",551,534,1,10,6,311,295,0,10,6,290,21,598,287,30,58,125,15,3,4,6,44,1,2,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞIEU-MĂGHERUŞ",256,ŞIEU-MĂGHERUŞ,34690,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:22",974,964,0,2,8,485,475,0,2,8,410,75,1075,590,14,148,196,4,5,11,6,12,5,7,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SÎNGEORZU- NOU",154,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:02:49",830,807,2,9,12,380,358,1,9,12,341,39,895,515,9,210,74,8,4,8,0,23,1,2,2
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SÎNIACOB",156,LECHINŢA,33435,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:16:39",193,178,0,9,6,121,106,0,9,6,104,17,195,74,4,62,26,2,1,4,2,3,0,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SÎNMIHAIU DE CÎMPIE",238,"SÂNMIHAIU DE CÂMPIE",34477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:52",608,548,0,44,16,447,387,0,44,16,402,45,575,128,29,183,175,0,2,3,2,3,2,0,3
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞOIMUŞ",255,ŞIEU,34645,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:38:27",130,122,0,8,0,88,80,0,8,0,84,4,135,47,3,53,7,6,8,2,0,2,1,1,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞOPTERIU",306,URMENIŞ,35312,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:41:39",307,299,0,8,0,187,179,0,8,0,158,29,330,143,21,32,97,1,3,2,0,2,0,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŢĂGŞORU",99,BUDEŞTI,32768,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:12:07",197,194,0,3,0,125,122,0,3,0,105,20,215,90,15,28,46,1,0,5,2,0,2,5,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TÂRLIȘUA",278,TÂRLIŞUA,35152,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:08:42",1063,1016,0,5,42,650,603,0,5,42,586,64,1125,475,21,246,229,58,2,3,7,9,3,4,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TEACA",287,TEACA,34985,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:39:42",900,891,0,8,1,451,442,0,8,1,413,38,990,539,54,151,159,1,0,13,8,13,5,4,5
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TONCIU",142,"GALAŢII BISTRIŢEI",33275,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:38:48",205,193,0,6,6,120,108,0,6,6,118,2,211,91,3,99,9,1,1,2,1,1,1,0,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL VERMEŞ",158,LECHINŢA,33435,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:09:41",760,742,0,6,12,362,344,0,6,12,332,30,820,458,10,261,32,12,2,8,0,4,2,1,0
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL VIILE TECII",289,TEACA,34985,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:42",853,848,0,5,0,409,404,0,5,0,319,90,930,521,61,150,76,7,3,4,2,6,4,5,1
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL VISUIA",189,"MICEŞTII DE CÂMPIE",33845,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:50:13",325,322,0,0,3,229,226,0,0,3,189,39,355,126,34,52,57,17,1,5,3,0,1,3,16
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ZORENI",242,"SÂNMIHAIU DE CÂMPIE",34477,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:22:38",184,172,0,7,5,184,172,0,7,5,152,32,260,76,13,86,44,2,1,1,0,2,1,1,1
6,BISTRIŢA-NĂSĂUD,"CASA DE CULTURĂ SIGMIR",54,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:36:49",893,885,2,6,0,348,342,0,6,0,337,11,980,632,42,89,134,6,13,6,5,20,16,2,4
6,BISTRIŢA-NĂSĂUD,"CASA DE LOCUIT",282,TÂRLIŞUA,35152,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:32",184,173,0,5,6,135,124,0,5,6,119,16,195,60,6,45,57,8,1,0,1,0,0,0,1
6,BISTRIŢA-NĂSĂUD,"CENTRUL AFTER SCHOOL SUBCETATE",22,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:31",1922,1914,1,7,0,855,848,0,7,0,824,31,2140,1285,100,248,301,7,51,14,9,57,30,4,3
6,BISTRIŢA-NĂSĂUD,"CENTRUL CULTURAL CATEHETIC SF. ARHIDIACON STEFAN",172,MAIERU,33621,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:51",1543,1535,0,2,6,921,913,0,2,6,823,98,1695,774,97,447,188,5,19,6,5,40,6,5,5
6,BISTRIŢA-NĂSĂUD,"CENTRUL CULTURAL MUNICIPAL GEORGE COȘBUC",1,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:49:17",1345,1297,6,18,24,546,504,1,18,23,532,14,1621,1075,58,185,181,8,28,8,3,30,28,0,3
6,BISTRIŢA-NĂSĂUD,"CENTRUL DE INFORMARE TURISTICA",213,PARVA,34155,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:23:50",963,952,0,1,10,551,540,0,1,10,436,115,1050,499,41,238,84,9,39,7,2,3,4,6,3
6,BISTRIŢA-NĂSĂUD,"CENTRUL DE INFORMARE TURISTICĂ",291,TELCIU,35054,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:53:05",1002,992,0,6,4,560,550,0,6,4,488,72,1100,540,59,237,135,3,9,20,5,9,4,4,3
6,BISTRIŢA-NĂSĂUD,"CENTRUL DE INFORMARE TURISTICĂ JOSENII BÂRGAILUI",147,"JOSENII BÂRGĂULUI",33382,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:54",835,828,0,5,2,426,420,0,5,1,366,60,930,504,75,140,119,4,5,6,2,10,1,3,1
6,BISTRIŢA-NĂSĂUD,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",93,"BUDACU DE JOS",32704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:29:06",798,779,1,10,8,498,480,0,10,8,449,49,860,362,39,273,97,6,4,4,4,14,3,1,4
6,BISTRIŢA-NĂSĂUD,"CENTRU MULTIFUNCȚIONAL",220,"PRUNDU BÂRGĂULUI",34235,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:12:00",1577,1570,0,4,3,832,825,0,4,3,768,64,1740,908,74,475,129,17,13,7,8,38,2,1,4
6,BISTRIŢA-NĂSĂUD,"CLUBUL COPIILOR BECLEAN",60,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:19",815,796,0,12,7,374,355,0,12,7,361,13,879,505,39,119,135,5,22,7,1,22,8,3,0
6,BISTRIŢA-NĂSĂUD,"CLUBUL COPIILOR BECLEAN",61,"ORAŞ BECLEAN",32483,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:35",814,802,1,8,3,346,335,0,8,3,329,17,891,545,36,105,131,5,11,8,0,20,7,2,4
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL ”ANDREI MUREŞANU”",23,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:21:43",1406,1399,0,7,0,557,550,0,7,0,544,13,1565,1008,63,159,198,10,26,5,7,41,23,5,7
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL LIVIU REBREANU",26,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:07",1339,1318,1,20,0,466,446,0,20,0,446,20,1405,939,34,148,157,3,22,5,5,33,28,3,8
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAȚIONAL LIVIU REBREANU",25,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:21",1134,1117,1,16,0,375,359,0,16,0,357,18,1267,892,32,104,142,9,18,3,4,30,13,1,1
6,BISTRIŢA-NĂSĂUD,"COLEGIUL NAŢIONAL ”LIVIU REBREANU”, ŞCOALA PRIMARĂ",27,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:23:09",1265,1254,0,11,0,447,436,0,11,0,438,9,1500,1053,59,137,160,7,13,8,5,30,10,2,7
6,BISTRIŢA-NĂSĂUD,"COLEGIUL TEHNIC ”INFOEL”",47,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:53",1797,1771,7,19,0,659,640,0,19,0,644,15,1925,1266,70,217,235,11,16,8,6,58,18,4,1
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA BOZIEŞ",110,CHIOCHIŞ,33015,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:40:35",527,516,0,3,8,320,309,0,3,8,295,25,580,260,27,94,135,7,3,4,3,13,5,4,0
