precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL VERDE-voturi","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","LICSARI COSTINEL-MANUEL-voturi"
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 22",17,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:24",1133,1120,0,13,0,345,332,0,13,0,345,0,1200,855,4,129,27,15,132,11,1,16,3,2,5
27,MEHEDINŢI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3",33,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:36",1313,1305,0,8,0,469,461,0,8,0,460,9,1400,931,3,181,27,35,175,5,0,17,6,1,10
27,MEHEDINŢI,"GRADINITA ESELNITA",171,EŞELNIŢA,112245,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:15:54",1149,1140,1,6,2,660,652,0,6,2,614,46,1300,640,16,244,104,36,171,8,4,23,2,2,4
27,MEHEDINŢI,"GRADINITA ESELNITA",172,EŞELNIŢA,112245,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:52:10",1241,1226,3,7,5,714,702,0,7,5,669,45,1400,686,15,278,141,32,144,6,5,33,6,4,5
27,MEHEDINŢI,"GRĂDINIŢA NR. 3 RUDĂRIE",231,PĂTULELE,112879,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:40",386,362,0,12,12,156,132,0,12,12,135,21,494,338,3,20,9,3,91,1,0,4,3,1,0
27,MEHEDINŢI,"GRĂDINIŢA NUMĂRUL 3",73,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:47",1502,1463,5,28,6,712,678,0,28,6,666,44,1700,990,11,174,160,19,213,23,8,24,27,3,4
27,MEHEDINŢI,"GRĂDINIŢA VEST STREHAIA",83,"ORAŞ STREHAIA",110116,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:53:19",1450,1400,1,13,36,784,735,0,13,36,756,28,1500,716,4,470,5,14,228,14,0,14,1,4,2
27,MEHEDINŢI,"GRUPUL ŞCOLAR CONSTANTIN BRÂNCOVEANU",76,"ORAŞ BAIA DE ARAMĂ",109924,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:42:30",1196,1168,0,16,12,709,681,0,16,12,618,91,1300,591,16,205,81,26,230,17,3,28,6,2,4
27,MEHEDINŢI,"IMOBIL PROPRIETATE PRIVATĂ - PERSOANĂ FIZICĂ",247,PRUNIŞOR,113233,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:10",350,300,0,44,6,250,200,0,44,6,232,18,400,150,8,84,1,44,74,13,3,2,2,1,0
27,MEHEDINŢI,"LICEUL TEHNOLOGIC MATEI BASARAB",80,"ORAŞ STREHAIA",110116,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:08:06",1718,1695,1,12,10,858,836,0,12,10,812,46,1800,942,1,586,6,16,198,3,0,1,0,1,0
27,MEHEDINŢI,"LICEUL TEHNOLOGIC SPECIAL ”DROBETA” (ȘCOALA ENERGETICĂ)",6,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:04:29",1385,1366,2,14,3,510,493,0,14,3,492,18,1500,990,3,162,43,30,204,12,3,25,3,0,7
27,MEHEDINŢI,"LICEUL TEHNOLOGIC SPECIAL ”DROBETA” (ȘCOALA ENERGETICĂ)",7,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:20:02",1043,1026,2,15,0,391,376,0,15,0,382,9,1200,809,1,140,39,19,128,13,1,13,6,1,21
27,MEHEDINŢI,"LICEUL TEORETIC VÎNJU MARE",90,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:00:41",1214,1158,1,20,35,649,594,0,20,35,622,27,1300,651,7,363,8,40,176,6,3,11,4,3,1
27,MEHEDINŢI,"LICEUL TRAIAN LALESCU",67,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:44:11",1060,1022,3,30,5,375,340,0,30,5,350,25,1200,825,4,113,101,9,87,11,5,10,6,1,3
27,MEHEDINŢI,"LICEUL TRAIAN LALESCU",68,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:24",1298,1267,1,28,2,480,450,0,28,2,446,34,1500,1020,11,129,153,11,90,15,4,14,13,6,0
27,MEHEDINŢI,"MINISTERUL SĂNĂTĂȚII - SERVICIUL JUDEȚEAN DE AMBULANȚĂ - SPAȚIU ADMINISTRATIV",23,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:54",1515,1495,2,17,1,524,506,0,17,1,513,11,1600,1076,0,221,41,26,149,11,5,25,8,2,25
27,MEHEDINŢI,"PRIMĂRIA BÎLVĂNEŞTI",118,BÂLVĂNEŞTI,110688,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:50",883,719,0,156,8,699,535,0,156,8,624,75,1000,301,6,317,11,13,246,15,2,3,4,3,4
27,MEHEDINŢI,"PRIMĂRIA BUTOIEŞTI",133,BUTOIEŞTI,111006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:20",446,323,0,107,16,446,323,0,107,16,419,27,600,154,6,139,14,17,215,11,0,12,1,2,2
27,MEHEDINŢI,"PRIMĂRIA DUBOVA",163,DUBOVA,112904,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:43",480,428,1,31,20,329,279,0,31,19,310,19,500,171,7,111,24,11,137,1,1,5,3,1,9
27,MEHEDINŢI,"PRIMĂRIA GODEANU",177,GODEANU,111818,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:15:46",702,455,2,241,4,593,346,2,241,4,542,51,800,207,6,177,193,53,86,3,1,3,7,2,11
27,MEHEDINŢI,"PRIMARIA MUNICIPIULUI DROBETA-TURNU SEVERIN CENTRUL EXPOZIȚIONAL (PĂDUREA CRIHALA) DPITC",12,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:55:36",1642,1631,0,9,2,517,506,0,9,2,501,16,1800,1283,3,214,37,34,159,7,5,21,6,3,12
27,MEHEDINŢI,"PRIMARIA MUNICIPIULUI DROBETA-TURNU SEVERIN CENTRUL EXPOZIȚIONAL (PĂDUREA CRIHALA) DPITC",13,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:53:28",1531,1515,0,15,1,508,492,0,15,1,492,16,1600,1092,3,163,36,26,190,15,3,29,7,1,19
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (SALA POLIVALENTĂ)",45,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:09",1847,1806,2,34,5,770,731,0,34,5,736,34,1900,1130,3,269,60,57,262,16,4,23,12,0,30
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (SALA POLIVALENTĂ)",46,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:31:55",1836,1808,3,19,6,691,666,0,19,6,654,25,2000,1321,7,248,46,43,253,0,4,15,8,4,26
27,MEHEDINŢI,"PRIMĂRIA MUNICIPIULUI DROBETA-TURNU SEVERIN (STADIONUL MUNICIPAL)",31,"MUNICIPIUL DROBETA-TURNU SEVERIN",109773,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:52",1437,1423,1,12,1,496,483,0,12,1,482,14,1600,1104,5,198,41,20,166,16,3,12,7,0,14
27,MEHEDINŢI,"PRIMĂRIA ŞOVARNA",273,ŞOVARNA,113698,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:00",1005,920,2,61,22,697,612,2,61,22,661,36,1100,403,9,367,34,65,164,3,2,11,1,4,1
27,MEHEDINŢI,"PRIMĂRIA SVINIŢA",259,SVINIŢA,113607,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:41",873,779,1,67,26,628,535,0,67,26,596,32,900,272,9,304,24,32,180,22,8,11,2,3,1
27,MEHEDINŢI,"PRIMĂRIA TÎMNA",274,TÂMNA,113732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:43:51",1065,976,1,78,10,486,398,0,78,10,461,25,1100,614,3,236,79,23,97,6,0,2,13,1,1
27,MEHEDINŢI,"ŞCOALA CREMENEA",278,TÂMNA,113732,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:17:03",181,156,0,22,3,108,83,0,22,3,102,6,200,92,3,39,3,39,9,0,1,5,2,1,0
27,MEHEDINŢI,"SCOALA CU CLASELE I-VIII GARLA MARE",175,"GÂRLA MARE",111783,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:51:55",1668,1542,2,68,56,711,586,1,68,56,626,85,1800,1089,8,378,16,20,176,16,0,7,0,1,4
27,MEHEDINŢI,"SCOALA CU CLASELE I-VIII GARLA MARE",176,"GÂRLA MARE",111783,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:15:44",1230,1081,0,106,43,647,498,0,106,43,584,63,1300,653,7,354,24,25,167,4,0,3,0,0,0
27,MEHEDINŢI,"ȘCOALA CU CLASELE I-VIII PETRU DUMITRIU SUD",66,"MUNICIPIUL ORŞOVA",110063,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:08:33",1570,1539,3,27,1,710,682,0,27,1,675,35,1785,1075,12,183,175,22,218,17,3,24,13,3,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ ALBULEŞTI",167,DUMBRAVA,111587,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:32",530,454,0,40,36,362,286,0,40,36,343,19,500,138,1,265,2,4,66,2,0,1,0,2,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ AURORA",155,CUJMIR,111444,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:37",596,537,0,37,22,388,329,0,37,22,359,29,600,212,4,163,0,0,182,2,2,2,1,3,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ BĂDIŢEŞTI",197,HUSNICIOARA,112129,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:40:23",168,150,0,18,0,120,102,0,18,0,104,16,293,173,1,32,0,0,69,0,1,1,0,0,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ BAIA DE ARAMĂ",75,"ORAŞ BAIA DE ARAMĂ",109924,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:30",1238,1206,1,24,7,730,699,0,24,7,683,47,1300,570,10,208,93,36,262,19,3,36,2,4,10
27,MEHEDINŢI,"ŞCOALA GENERALĂ BALTA VERDE",179,GOGOŞU,111863,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:53:26",1055,948,4,49,54,513,413,0,49,51,486,27,1200,687,11,412,0,14,42,0,1,4,1,1,0
27,MEHEDINŢI,"ŞCOALA GENERALA BATOŢI",160,DEVESEL,111480,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:15:15",318,203,0,89,26,318,203,0,89,26,299,16,500,178,3,133,6,24,126,4,1,2,0,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ BÎLTANELE",183,GRECI,111916,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:32:37",409,316,1,52,40,275,183,0,52,40,266,9,300,25,1,135,1,14,87,20,0,1,2,2,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ BISTREŢU",161,DEVESEL,111480,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:58:47",474,345,0,88,41,378,249,0,88,41,355,22,500,123,5,133,45,12,150,0,3,3,0,1,3
27,MEHEDINŢI,"ȘCOALA GENERALĂ BURILA MARE",128,"BURILA MARE",110946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:32",596,572,4,5,15,367,345,2,5,15,316,51,600,233,3,178,2,5,88,18,2,4,2,4,10
27,MEHEDINŢI,"ŞCOALA GENERALĂ BURILA MICĂ",180,GOGOŞU,111863,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:42",820,732,0,59,29,415,328,0,59,28,389,26,900,485,10,345,0,16,17,0,0,0,0,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ CERNAIA",149,CORCOVA,111275,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:10",423,400,1,22,0,262,240,0,22,0,244,18,400,138,1,104,43,8,66,1,4,9,3,4,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ CIOCHIUŢA",84,"ORAŞ STREHAIA",110116,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:58",768,753,3,11,1,420,408,0,11,1,394,26,800,380,5,294,9,7,49,18,2,4,6,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ CLASELE I-VIII GOGOȘU",178,GOGOŞU,111863,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:59:19",975,870,0,62,43,625,522,0,62,41,587,38,1000,375,12,452,3,27,80,3,1,5,1,2,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ COMANDA",86,"ORAŞ STREHAIA",110116,8,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 19:52:12",1300,1275,0,13,12,704,679,0,13,12,668,32,1488,788,7,483,0,15,144,5,1,2,4,5,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ CORDUN",145,CORCOVA,111275,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:49:38",622,588,0,30,4,342,308,0,30,4,308,34,700,358,4,141,48,11,83,2,4,8,2,3,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ COZIA",243,PRISTOL,113206,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:42",512,428,0,43,41,338,254,0,43,41,316,22,600,262,7,190,7,26,80,3,0,0,2,1,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ CRIVINA",129,"BURILA MARE",110946,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:13:18",543,515,0,14,14,291,264,0,14,13,272,19,600,309,4,136,7,57,42,3,2,19,1,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ FÎNTÂNILE NEGRE",241,"POROINA MARE",113153,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:52",182,128,0,46,8,135,81,0,46,8,132,3,200,65,1,65,0,2,63,0,0,0,1,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ GÂRBOVĂŢU DE JOS",150,CORCOVA,111275,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:42",466,409,0,44,13,334,277,0,44,13,301,33,490,156,7,74,26,3,151,7,3,27,2,1,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ HURDUCEŞTI",88,"ORAŞ STREHAIA",110116,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:58:23",221,209,0,7,5,144,132,0,7,5,139,5,300,156,1,112,0,1,16,4,0,0,1,0,4
27,MEHEDINŢI,"ŞCOALA GENERALĂ IABLANIŢA",227,PĂDINA,112806,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:01",198,136,0,56,6,198,136,0,56,6,191,7,250,52,2,100,17,6,58,7,0,0,1,0,0
27,MEHEDINŢI,"SCOALA GENERALĂ I-IV 23 AUGUST",216,MALOVĂŢ,112664,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:45:09",393,314,0,77,2,265,186,0,77,2,235,30,500,235,5,116,1,7,88,12,0,3,2,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV ALMĂJEL",283,VLĂDAIA,113929,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:08",591,570,0,21,0,271,250,0,21,0,228,43,600,329,5,175,13,3,27,2,0,0,1,2,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV ARGINEŞTI",134,BUTOIEŞTI,111006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:57",549,475,0,59,15,362,288,0,59,15,358,4,600,238,6,65,4,7,251,6,1,17,0,0,1
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV BALA DE SUS",102,BALA,110296,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:57",512,488,0,17,7,360,336,0,17,7,342,18,600,240,12,137,4,12,139,10,2,22,0,4,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV BALOTEŞTI",205,"IZVORU BÂRZII",112469,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:43:32",527,494,0,29,4,330,297,0,29,4,287,43,600,270,6,103,43,12,82,6,2,22,2,3,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV BÎRLOGENI",258,STÂNGĂCEAUA,113518,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:57",191,170,0,20,1,149,128,0,20,1,143,6,295,146,2,106,1,4,28,0,0,2,0,0,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV BRATEŞUL",101,BALA,110296,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:53:57",105,99,0,6,0,66,60,0,6,0,60,6,100,34,3,16,2,0,32,5,0,1,0,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV BUICEŞTI",136,BUTOIEŞTI,111006,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:35",453,379,0,64,10,328,254,0,64,10,299,29,500,172,4,120,1,3,160,4,1,6,0,0,0
27,MEHEDINŢI,"SCOALA GENERALĂ I-IV CĂZĂNEŞTI",140,CĂZĂNEŞTI,111097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:48",837,725,0,111,1,625,513,0,111,1,553,72,900,275,16,251,72,13,138,34,3,2,18,3,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV CÎRCENI",186,GROZEŞTI,111989,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:58",797,780,0,15,2,403,386,0,15,2,371,32,800,397,5,279,18,4,40,9,3,10,1,1,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COCOROVA",270,ŞIŞEŞTI,113625,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:40:04",201,195,0,6,0,201,195,0,6,0,194,7,400,199,2,99,2,14,57,18,0,2,0,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COLIBAŞI",218,MALOVĂŢ,112664,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:07",441,368,1,72,0,328,256,0,72,0,310,18,500,172,5,172,3,18,77,28,1,1,0,2,3
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COMĂNEŞTI",96,BALA,110296,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:42",336,323,0,13,0,203,190,0,13,0,184,19,400,197,3,61,0,5,93,15,0,2,0,3,2
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV CORZU",116,BÂCLEŞ,110571,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:01:35",349,292,0,23,34,293,236,0,23,34,292,1,400,107,0,0,0,3,288,0,1,0,0,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV COTOROAIA",287,VOLOIAC,113974,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:18:54",450,438,1,8,3,289,278,0,8,3,262,27,501,212,5,52,2,13,181,5,0,1,1,2,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ I - IV CRĂGUEȘTI",272,ŞIŞEŞTI,113625,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:16:55",294,285,0,9,0,141,132,0,9,0,125,16,397,256,2,48,2,8,57,2,1,2,1,1,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV DEDOVIŢA NOUĂ",265,ŞIMIAN,109826,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:48",348,337,0,8,3,214,203,0,8,3,205,9,400,186,3,41,0,5,139,8,1,4,3,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV DUDAŞU",264,ŞIMIAN,109826,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:51:15",1171,1144,1,19,7,523,496,1,19,7,518,5,1200,677,0,12,0,3,470,3,0,0,0,0,30
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV GOANŢA",120,BRANIŞTEA,114060,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:14",420,368,0,26,26,283,231,0,26,26,267,16,500,217,3,171,19,10,57,1,1,2,0,1,2
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV GURA MOTRULUI",135,BUTOIEŞTI,111006,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:20",227,156,0,64,7,221,150,0,64,7,211,10,300,79,3,63,1,2,134,6,2,0,0,0,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV IUPCA",99,BALA,110296,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:30",168,158,0,10,0,115,105,0,10,0,110,5,200,85,8,31,3,6,54,4,0,4,0,0,0
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV JIANA MARE",208,JIANA,112548,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:52",568,493,0,24,51,353,278,0,24,51,344,9,600,247,2,295,0,4,39,2,0,1,0,1,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV JIDOŞTIŢA",125,BREZNIŢA-OCOL,110820,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:49:31",908,901,2,5,0,463,458,0,5,0,452,11,1000,537,4,328,6,10,80,16,1,1,2,2,2
27,MEHEDINŢI,"ȘCOALA GENERALA I-IV JUGASTRU",139,BUTOIEŞTI,111006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:35",325,294,0,26,5,202,171,0,26,5,193,9,400,198,3,67,2,12,88,4,2,14,0,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV MAGHERU",124,BREZNIŢA-OCOL,110820,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:45:53",918,909,0,9,0,471,462,0,9,0,450,21,1100,629,4,350,3,9,61,7,2,4,2,2,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV NICOLAE BĂLCESCU",93,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:36",640,606,1,22,11,394,361,0,22,11,370,24,600,206,4,175,6,20,154,0,3,3,3,1,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV OSTROVU CORBULUI",194,HINOVA,112076,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:42",333,308,3,22,0,206,184,0,22,0,193,13,401,195,2,78,7,32,67,5,0,1,0,0,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV PĂTULELE",230,PĂTULELE,112879,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:40:27",1087,998,0,27,62,717,628,0,27,62,674,43,1100,383,12,134,38,49,351,5,0,58,23,1,3
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV PETRA",115,BÂCLEŞ,110571,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:31:54",159,114,0,31,14,130,85,0,31,14,130,0,200,70,0,6,0,1,123,0,0,0,0,0,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV PLUTA",137,BUTOIEŞTI,111006,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:50",462,344,0,91,27,338,220,0,91,27,316,22,400,62,5,160,6,39,81,3,3,18,0,0,1
